id,stage,wave,monster1_id,monster1_level,monster1_visual,monster1_count,monster2_id,monster2_level,monster2_visual,monster2_count,monster3_id,monster3_level,monster3_visual,monster3_count,monster4_id,monster4_level,monster4_visual,monster4_count,is_boss,reward,exp
48,12,4,201000,12,,1,,,,,,,,,,,,,0,0,0
49,12,5,201000,12,,3,204000,12,,1,,,,,,,,,0,12,134
50,13,1,204000,13,,1,,,,,,,,,,,,,0,0,0
51,13,2,201001,13,,1,,,,,,,,,,,,,0,0,0
52,13,3,201000,13,,1,204000,13,,1,,,,,,,,,0,13,141
53,14,1,201000,14,,1,,,,,,,,,,,,,0,0,0
54,14,2,204001,14,,1,,,,,,,,,,,,,0,0,0
55,14,3,204002,14,,1,,,,,,,,,,,,,0,14,148
56,15,1,201000,15,,1,,,,,,,,,,,,,0,0,0
57,15,2,201000,15,,2,,,,,,,,,,,,,0,0,0
58,15,3,201000,15,,1,201001,15,,1,204001,15,,1,,,,,0,0,0
59,15,4,201004,16,,1,204000,16,,1,204001,16,,1,204002,16,,1,1,15,155
60,16,1,201000,16,,1,,,,,,,,,,,,,0,0,0
61,16,2,204002,16,,1,,,,,,,,,,,,,0,0,0
62,16,3,201000,16,,1,204001,16,,1,,,,,,,,,0,16,162
63,17,1,204000,17,,1,,,,,,,,,,,,,0,0,0
64,17,2,201001,17,,1,,,,,,,,,,,,,0,0,0
65,17,3,201000,17,,1,201001,17,,1,204000,17,,1,,,,,0,0,0
66,17,4,201000,17,,1,204000,17,,1,204001,17,,2,,,,,0,0,0
67,17,5,201000,17,,1,204002,17,,3,,,,,,,,,0,17,169
68,18,1,204001,18,,1,,,,,,,,,,,,,0,0,0
69,18,2,201001,18,,1,204000,18,,1,,,,,,,,,0,0,0
70,18,3,201000,18,,1,,,,,,,,,,,,,0,0,0
71,18,4,204000,18,,1,204001,18,,1,204002,18,,2,,,,,0,0,0
72,18,5,201001,18,,2,201002,18,,1,204001,18,,1,204002,18,,1,0,18,176
73,19,1,204002,19,,1,,,,,,,,,,,,,0,0,0
74,19,2,201002,19,,1,,,,,,,,,,,,,0,0,0
75,19,3,201000,19,,1,,,,,,,,,,,,,0,0,0
76,19,4,201002,19,,1,,,,,,,,,,,,,0,0,0
77,19,5,204001,19,,1,,,,,,,,,,,,,0,19,183
78,20,1,204000,20,,1,,,,,,,,,,,,,0,0,0
79,20,2,201000,20,,1,,,,,,,,,,,,,0,0,0
80,20,3,201005,21,,1,204000,21,,3,,,,,,,,,1,20,190
81,21,1,204002,21,,1,,,,,,,,,,,,,0,0,0
82,21,2,204001,21,,1,,,,,,,,,,,,,0,0,0
83,21,3,204003,21,,2,,,,,,,,,,,,,0,0,0
84,21,4,201001,21,,2,204003,21,,1,,,,,,,,,0,0,0
85,21,5,201000,21,,1,204002,21,,1,,,,,,,,,0,21,197
86,22,1,204002,22,,1,,,,,,,,,,,,,0,0,0
87,22,2,201002,22,,1,204003,22,,1,,,,,,,,,0,0,0
88,22,3,201001,22,,1,204002,22,,1,,,,,,,,,0,0,0
89,22,4,201000,22,,1,201002,22,,1,204002,22,,1,204003,22,,1,0,22,204
90,23,1,204001,23,,1,,,,,,,,,,,,,0,0,0
91,23,2,204003,23,,1,,,,,,,,,,,,,0,0,0
92,23,3,201001,23,,1,201002,23,,1,,,,,,,,,0,0,0
93,23,4,204001,23,,1,204002,23,,2,,,,,,,,,0,23,211
94,24,1,204003,24,,1,,,,,,,,,,,,,0,0,0
95,24,2,201002,24,,1,201003,24,,1,,,,,,,,,0,0,0
96,24,3,204003,24,,1,,,,,,,,,,,,,0,0,0
97,24,4,201001,24,,1,201003,24,,1,204001,24,,1,204003,24,,1,0,24,218
98,25,1,201003,25,,1,,,,,,,,,,,,,0,0,0
99,25,2,201001,25,,1,201002,25,,1,,,,,,,,,0,0,0
100,25,3,201002,25,,1,204002,25,,1,,,,,,,,,0,0,0
101,25,4,201003,25,,1,204002,25,,1,,,,,,,,,0,0,0
102,25,5,201002,26,,1,204001,26,,1,204002,26,,2,,,,,1,25,225
103,26,1,201002,26,,1,,,,,,,,,,,,,0,0,0
104,26,2,201001,26,,1,204003,26,,1,,,,,,,,,0,0,0
105,26,3,201002,26,,1,,,,,,,,,,,,,0,0,0
106,26,4,201003,26,,2,204001,26,,1,204003,26,,1,,,,,0,26,232
107,27,1,201003,27,,1,,,,,,,,,,,,,0,0,0
108,27,2,201003,27,,1,,,,,,,,,,,,,0,0,0
109,27,3,201002,27,,2,,,,,,,,,,,,,0,0,0
110,27,4,201001,27,,1,,,,,,,,,,,,,0,0,0
111,27,5,201003,27,,1,,,,,,,,,,,,,0,27,239
112,28,1,204004,28,,1,,,,,,,,,,,,,0,0,0
113,28,2,201001,28,,1,,,,,,,,,,,,,0,0,0
114,28,3,204003,28,,1,204004,28,,1,,,,,,,,,0,0,0
115,28,4,201003,28,,1,204002,28,,1,,,,,,,,,0,0,0
116,28,5,201001,28,,1,201002,28,,1,,,,,,,,,0,28,246
117,29,1,204003,29,,1,,,,,,,,,,,,,0,0,0
118,29,2,201003,29,,1,204004,29,,1,,,,,,,,,0,0,0
119,29,3,204002,29,,3,,,,,,,,,,,,,0,0,0
120,29,4,204002,29,,1,,,,,,,,,,,,,0,29,253
121,30,1,201002,30,,1,,,,,,,,,,,,,0,0,0
122,30,2,204003,30,,1,,,,,,,,,,,,,0,0,0
123,30,3,201003,31,,1,202003,31,,1,204003,31,,2,,,,,1,30,260
124,31,1,201002,31,,1,,,,,,,,,,,,,0,0,0
125,31,2,201002,31,,1,201003,31,,1,,,,,,,,,0,0,0
126,31,3,204002,31,,1,,,,,,,,,,,,,0,31,267
127,32,1,204004,32,,1,,,,,,,,,,,,,0,0,0
128,32,2,201004,32,,1,,,,,,,,,,,,,0,0,0
129,32,3,201003,32,,1,,,,,,,,,,,,,0,0,0
130,32,4,201004,32,,1,,,,,,,,,,,,,0,0,0
131,32,5,201003,32,,1,201004,32,,1,204002,32,,3,,,,,0,32,274
132,33,1,204002,33,,1,,,,,,,,,,,,,0,0,0
133,33,2,204002,33,,1,204004,33,,1,,,,,,,,,0,0,0
134,33,3,201002,33,,1,204002,33,,1,,,,,,,,,0,0,0
135,33,4,201003,33,,1,,,,,,,,,,,,,0,33,281
136,34,1,204002,34,,1,,,,,,,,,,,,,0,0,0
137,34,2,204004,34,,1,,,,,,,,,,,,,0,0,0
138,34,3,201002,34,,1,,,,,,,,,,,,,0,0,0
139,34,4,201002,34,,1,204002,34,,1,204003,34,,1,,,,,0,0,0
140,34,5,204002,34,,1,204004,34,,1,,,,,,,,,0,34,288
141,35,1,201002,35,,1,,,,,,,,,,,,,0,0,0
142,35,2,201004,35,,1,,,,,,,,,,,,,0,0,0
143,35,3,202001,36,,1,202004,36,,1,204003,36,,1,204004,36,,1,1,35,295
144,36,1,204003,36,,1,,,,,,,,,,,,,0,0,0
145,36,2,201002,36,,1,,,,,,,,,,,,,0,0,0
146,36,3,202001,36,,1,204003,36,,1,,,,,,,,,0,0,0
147,36,4,202001,36,,1,,,,,,,,,,,,,0,0,0
148,36,5,202001,36,,1,,,,,,,,,,,,,0,36,302
149,37,1,202001,37,,1,,,,,,,,,,,,,0,0,0
150,37,2,201003,37,,1,201004,37,,1,,,,,,,,,0,0,0
151,37,3,201004,37,,1,,,,,,,,,,,,,0,0,0
152,37,4,201004,37,,2,202001,37,,1,204004,37,,1,,,,,0,37,309
153,38,1,202002,38,,1,,,,,,,,,,,,,0,0,0
154,38,2,204004,38,,1,,,,,,,,,,,,,0,0,0
155,38,3,201003,38,,1,202001,38,,1,,,,,,,,,0,38,316
156,39,1,201004,39,,1,,,,,,,,,,,,,0,0,0
157,39,2,204004,39,,1,,,,,,,,,,,,,0,0,0
158,39,3,202002,39,,1,204003,39,,2,,,,,,,,,0,0,0
159,39,4,202001,39,,1,204003,39,,1,,,,,,,,,0,39,323
160,40,1,201004,40,,1,,,,,,,,,,,,,0,0,0
161,40,2,201003,40,,1,201004,40,,1,,,,,,,,,0,0,0
162,40,3,201004,41,,2,202005,41,,1,204003,41,,1,,,,,1,40,330
163,41,1,201004,41,,1,,,,,,,,,,,,,0,0,0
164,41,2,202001,41,,1,,,,,,,,,,,,,0,0,0
165,41,3,202001,41,,1,,,,,,,,,,,,,0,41,337
166,42,1,204004,42,,1,,,,,,,,,,,,,0,0,0
167,42,2,201003,42,,1,204004,42,,1,,,,,,,,,0,0,0
168,42,3,202002,42,,1,,,,,,,,,,,,,0,0,0
169,42,4,202002,42,,2,,,,,,,,,,,,,0,42,344
170,43,1,202003,43,,1,,,,,,,,,,,,,0,0,0
171,43,2,201003,43,,1,201004,43,,1,,,,,,,,,0,0,0
172,43,3,202003,43,,1,204004,43,,1,,,,,,,,,0,0,0
173,43,4,201004,43,,1,202003,43,,1,,,,,,,,,0,0,0
174,43,5,202003,43,,1,204004,43,,1,,,,,,,,,0,43,351
175,44,1,202001,44,,1,,,,,,,,,,,,,0,0,0
176,44,2,202001,44,,1,202003,44,,1,,,,,,,,,0,0,0
177,44,3,202001,44,,1,202002,44,,1,,,,,,,,,0,0,0
178,44,4,202002,44,,1,204004,44,,2,,,,,,,,,0,44,358
179,45,1,204004,45,,1,,,,,,,,,,,,,0,0,0
180,45,2,201004,45,,1,,,,,,,,,,,,,0,0,0
181,45,3,202001,45,,2,202003,45,,1,,,,,,,,,0,0,0
182,45,4,201004,45,,1,202001,45,,1,202004,45,,2,,,,,0,0,0
183,45,5,202001,46,,1,202002,46,,1,202006,46,,1,204004,46,,1,1,45,365
184,46,1,201004,46,,1,,,,,,,,,,,,,0,0,0
185,46,2,202001,46,,1,202003,46,,1,,,,,,,,,0,0,0
186,46,3,202002,46,,1,202003,46,,1,202004,46,,1,,,,,0,0,0
187,46,4,201004,46,,1,202002,46,,1,202004,46,,1,,,,,0,46,372
188,47,1,202002,47,,1,,,,,,,,,,,,,0,0,0
189,47,2,201004,47,,1,202004,47,,1,,,,,,,,,0,0,0
190,47,3,202004,47,,2,,,,,,,,,,,,,0,47,379
191,48,1,202003,48,,1,,,,,,,,,,,,,0,0,0
192,48,2,201004,48,,1,202001,48,,1,,,,,,,,,0,0,0
193,48,3,202002,48,,1,202003,48,,1,,,,,,,,,0,48,386
194,49,1,202002,49,,1,,,,,,,,,,,,,0,0,0
195,49,2,202002,49,,1,202003,49,,1,,,,,,,,,0,0,0
196,49,3,202002,49,,1,202003,49,,1,202004,49,,1,,,,,0,0,0
197,49,4,202003,49,,1,,,,,,,,,,,,,0,0,0
198,49,5,202001,49,,1,202002,49,,1,202005,49,,2,,,,,0,49,393
199,50,1,202002,50,,1,,,,,,,,,,,,,0,0,0
200,50,2,202003,50,,1,,,,,,,,,,,,,0,0,0
201,50,3,201004,51,,1,202004,51,,1,202005,51,,1,202007,51,,1,1,50,400
202,51,1,204000,51,,1,,,,,,,,,,,,,0,0,0
203,51,2,204000,51,,1,,,,,,,,,,,,,0,0,0
204,51,3,204000,51,,3,,,,,,,,,,,,,0,51,57
205,52,1,204000,52,,1,,,,,,,,,,,,,0,0,0
206,52,2,204000,52,,2,,,,,,,,,,,,,0,0,0
207,52,3,204000,52,,3,,,,,,,,,,,,,0,0,0
208,52,4,204000,52,,3,,,,,,,,,,,,,0,0,0
209,52,5,204000,52,,3,,,,,,,,,,,,,0,52,64
210,53,1,204000,53,,1,,,,,,,,,,,,,0,0,0
211,53,2,204000,53,,2,,,,,,,,,,,,,0,0,0
212,53,3,204000,53,,3,,,,,,,,,,,,,0,0,0
213,53,4,204000,53,,1,,,,,,,,,,,,,0,53,71
214,54,1,204000,54,,1,,,,,,,,,,,,,0,0,0
215,54,2,204000,54,,2,,,,,,,,,,,,,0,0,0
216,54,3,204000,54,,1,,,,,,,,,,,,,0,0,0
217,54,4,204000,54,,3,,,,,,,,,,,,,0,54,78
218,55,1,204000,55,,1,,,,,,,,,,,,,0,0,0
219,55,2,204000,55,,2,,,,,,,,,,,,,0,0,0
220,55,3,204000,55,,2,,,,,,,,,,,,,0,0,0
221,55,4,204000,55,,2,,,,,,,,,,,,,0,0,0
222,55,5,204000,55,,3,,,,,,,,,,,,,0,55,85
223,56,1,204000,56,,1,,,,,,,,,,,,,0,0,0
224,56,2,204000,56,,2,,,,,,,,,,,,,0,0,0
225,56,3,204000,56,,3,,,,,,,,,,,,,0,56,92
226,57,1,204001,57,,1,,,,,,,,,,,,,0,0,0
227,57,2,204001,57,,1,,,,,,,,,,,,,0,0,0
228,57,3,204000,57,,2,204001,57,,1,,,,,,,,,0,57,99
229,58,1,204001,58,,1,,,,,,,,,,,,,0,0,0
230,58,2,204001,58,,1,,,,,,,,,,,,,0,0,0
231,58,3,204000,58,,1,204001,58,,2,,,,,,,,,0,0,0
232,58,4,204000,58,,1,,,,,,,,,,,,,0,0,0
233,58,5,204001,58,,1,,,,,,,,,,,,,0,58,106
234,59,1,204001,59,,1,,,,,,,,,,,,,0,0,0
235,59,2,204000,59,,1,204001,59,,1,,,,,,,,,0,0,0
236,59,3,204000,59,,1,204001,59,,2,,,,,,,,,0,59,113
237,60,1,204000,60,,1,,,,,,,,,,,,,0,0,0
238,60,2,204000,60,,1,204001,60,,1,,,,,,,,,0,0,0
239,60,3,204000,60,,1,,,,,,,,,,,,,0,0,0
240,60,4,203005,61,,1,204000,61,,2,204001,61,,1,,,,,1,60,120
241,61,1,204001,61,,1,,,,,,,,,,,,,0,0,0
242,61,2,204001,61,,1,,,,,,,,,,,,,0,0,0
243,61,3,204000,61,,1,,,,,,,,,,,,,0,61,127
244,62,1,204001,62,,1,,,,,,,,,,,,,0,0,0
245,62,2,204000,62,,2,,,,,,,,,,,,,0,0,0
246,62,3,204000,62,,1,,,,,,,,,,,,,0,0,0
247,62,4,204000,62,,2,204001,62,,1,,,,,,,,,0,62,134
248,63,1,204000,63,,1,,,,,,,,,,,,,0,0,0
249,63,2,204000,63,,1,,,,,,,,,,,,,0,0,0
250,63,3,203002,63,,1,204000,63,,1,204001,63,,1,,,,,0,0,0
251,63,4,203002,63,,1,,,,,,,,,,,,,0,0,0
252,63,5,203002,63,,3,204001,63,,1,,,,,,,,,0,63,141
253,64,1,204001,64,,1,,,,,,,,,,,,,0,0,0
254,64,2,204000,64,,1,204001,64,,1,,,,,,,,,0,0,0
255,64,3,203002,64,,1,204001,64,,1,,,,,,,,,0,64,148
256,65,1,203002,65,,1,,,,,,,,,,,,,0,0,0
257,65,2,204000,65,,1,,,,,,,,,,,,,0,0,0
258,65,3,203002,65,,2,204000,65,,1,,,,,,,,,0,0,0
259,65,4,203002,65,,1,204001,65,,1,,,,,,,,,0,0,0
260,65,5,203002,65,,1,204000,65,,1,204001,65,,2,,,,,0,65,155
261,66,1,203002,66,,1,,,,,,,,,,,,,0,0,0
262,66,2,204000,66,,1,204001,66,,1,,,,,,,,,0,0,0
263,66,3,203002,66,,2,,,,,,,,,,,,,0,0,0
264,66,4,203002,66,,1,204000,66,,2,204001,66,,1,,,,,0,0,0
265,66,5,203002,66,,3,204001,66,,2,,,,,,,,,0,66,162
266,67,1,204000,67,,1,,,,,,,,,,,,,0,0,0
267,67,2,203002,67,,1,204001,67,,1,,,,,,,,,0,0,0
268,67,3,204000,67,,1,,,,,,,,,,,,,0,67,169
269,68,1,204001,68,,1,,,,,,,,,,,,,0,0,0
270,68,2,204000,68,,1,,,,,,,,,,,,,0,0,0
271,68,3,204000,68,,2,,,,,,,,,,,,,0,0,0
272,68,4,203002,68,,2,204000,68,,1,204001,68,,1,,,,,0,68,176
273,69,1,204000,69,,1,,,,,,,,,,,,,0,0,0
274,69,2,203002,69,,1,,,,,,,,,,,,,0,0,0
275,69,3,203002,69,,2,204000,69,,1,,,,,,,,,0,0,0
276,69,4,204000,69,,1,204001,69,,2,,,,,,,,,0,69,183
277,70,1,204000,70,,1,,,,,,,,,,,,,0,0,0
278,70,2,204002,70,,1,,,,,,,,,,,,,0,0,0
279,70,3,203002,71,,1,203005,71,,1,204000,71,,1,204002,71,,1,1,70,190
280,71,1,204000,71,,1,,,,,,,,,,,,,0,0,0
281,71,2,204000,71,,2,,,,,,,,,,,,,0,0,0
282,71,3,203002,71,,1,,,,,,,,,,,,,0,0,0
283,71,4,204001,71,,1,,,,,,,,,,,,,0,0,0
284,71,5,203002,71,,1,204001,71,,1,204002,71,,2,,,,,0,71,197
285,72,1,204000,72,,1,,,,,,,,,,,,,0,0,0
286,72,2,203002,72,,1,,,,,,,,,,,,,0,0,0
287,72,3,203002,72,,2,204000,72,,1,,,,,,,,,0,0,0
288,72,4,203002,72,,1,204000,72,,1,204002,72,,1,,,,,0,72,204
289,73,1,204001,73,,1,,,,,,,,,,,,,0,0,0
290,73,2,204000,73,,1,,,,,,,,,,,,,0,0,0
291,73,3,204000,73,,1,204001,73,,1,,,,,,,,,0,73,211
292,74,1,203002,74,,1,,,,,,,,,,,,,0,0,0
293,74,2,203002,74,,1,204002,74,,1,,,,,,,,,0,0,0
294,74,3,204001,74,,2,,,,,,,,,,,,,0,0,0
295,74,4,203002,74,,1,204000,74,,1,204001,74,,1,,,,,0,74,218
296,75,1,204001,75,,1,,,,,,,,,,,,,0,0,0
297,75,2,204001,75,,1,204002,75,,1,,,,,,,,,0,0,0
298,75,3,204002,75,,2,,,,,,,,,,,,,0,0,0
299,75,4,203002,75,,1,,,,,,,,,,,,,0,0,0
300,75,5,203002,75,,2,204000,75,,2,,,,,,,,,0,75,225
301,76,1,204002,76,,1,,,,,,,,,,,,,0,0,0
302,76,2,204000,76,,1,204001,76,,1,,,,,,,,,0,0,0
303,76,3,204002,76,,2,,,,,,,,,,,,,0,0,0
304,76,4,204000,76,,1,204001,76,,1,204002,76,,1,,,,,0,0,0
305,76,5,204001,76,,1,204002,76,,2,204003,76,,1,,,,,0,76,232
306,77,1,204000,77,,1,,,,,,,,,,,,,0,0,0
307,77,2,204000,77,,1,204003,77,,1,,,,,,,,,0,0,0
308,77,3,203002,77,,1,204000,77,,1,204001,77,,1,,,,,0,77,239
309,78,1,204003,78,,1,,,,,,,,,,,,,0,0,0
310,78,2,204003,78,,1,,,,,,,,,,,,,0,0,0
311,78,3,204001,78,,1,,,,,,,,,,,,,0,0,0
312,78,4,204000,78,,1,204001,78,,1,204002,78,,1,204003,78,,1,0,0,0
313,78,5,203002,78,,1,204001,78,,1,204002,78,,2,204003,78,,1,0,78,246
314,79,1,204003,79,,1,,,,,,,,,,,,,0,0,0
315,79,2,203002,79,,1,,,,,,,,,,,,,0,0,0
316,79,3,203002,79,,1,204002,79,,1,,,,,,,,,0,0,0
317,79,4,204001,79,,1,,,,,,,,,,,,,0,0,0
318,79,5,203002,79,,1,204000,79,,1,204001,79,,1,204002,79,,1,0,79,253
319,80,1,204001,80,,1,,,,,,,,,,,,,0,0,0
320,80,2,204000,80,,1,,,,,,,,,,,,,0,0,0
321,80,3,204001,80,,2,,,,,,,,,,,,,0,0,0
322,80,4,203002,80,,1,204001,80,,1,204002,80,,2,,,,,0,0,0
323,80,5,203002,81,,1,203007,81,,1,204003,81,,2,,,,,1,80,260
324,81,1,203002,81,,1,,,,,,,,,,,,,0,0,0
325,81,2,204002,81,,1,,,,,,,,,,,,,0,0,0
326,81,3,204001,81,,1,,,,,,,,,,,,,0,0,0
327,81,4,204000,81,,1,204002,81,,1,204003,81,,1,,,,,0,0,0
328,81,5,204000,81,,1,204002,81,,1,204003,81,,2,,,,,0,81,267
329,82,1,203002,82,,1,,,,,,,,,,,,,0,0,0
330,82,2,203002,82,,1,,,,,,,,,,,,,0,0,0
331,82,3,204001,82,,1,204002,82,,1,204003,82,,1,,,,,0,82,274
332,83,1,204000,83,,1,,,,,,,,,,,,,0,0,0
333,83,2,203002,83,,1,,,,,,,,,,,,,0,0,0
334,83,3,204003,83,,1,,,,,,,,,,,,,0,83,281
335,84,1,203002,84,,1,,,,,,,,,,,,,0,0,0
336,84,2,204003,84,,1,,,,,,,,,,,,,0,0,0
337,84,3,204002,84,,1,204003,84,,1,,,,,,,,,0,84,288
338,85,1,204002,85,,1,,,,,,,,,,,,,0,0,0
339,85,2,204000,85,,2,,,,,,,,,,,,,0,0,0
340,85,3,203003,85,,1,204000,85,,1,204001,85,,1,,,,,0,0,0
341,85,4,204000,85,,1,204001,85,,1,,,,,,,,,0,85,295
342,86,1,204000,86,,1,,,,,,,,,,,,,0,0,0
343,86,2,203002,86,,1,204000,86,,1,,,,,,,,,0,0,0
344,86,3,204000,86,,2,204001,86,,1,,,,,,,,,0,0,0
345,86,4,203003,86,,1,204001,86,,1,,,,,,,,,0,86,302
346,87,1,203002,87,,1,,,,,,,,,,,,,0,0,0
347,87,2,203002,87,,1,204001,87,,1,,,,,,,,,0,0,0
348,87,3,203002,87,,1,204000,87,,1,204003,87,,1,,,,,0,0,0
349,87,4,203003,87,,1,204000,87,,1,204001,87,,1,,,,,0,0,0
350,87,5,204002,87,,3,,,,,,,,,,,,,0,87,309
351,88,1,204000,88,,1,,,,,,,,,,,,,0,0,0
352,88,2,203002,88,,1,204002,88,,1,,,,,,,,,0,0,0
353,88,3,204000,88,,2,204002,88,,1,,,,,,,,,0,0,0
354,88,4,203002,88,,1,203003,88,,1,204000,88,,1,204002,88,,1,0,88,316
355,89,1,204001,89,,1,,,,,,,,,,,,,0,0,0
356,89,2,204003,89,,1,,,,,,,,,,,,,0,0,0
357,89,3,204001,89,,1,,,,,,,,,,,,,0,0,0
358,89,4,203002,89,,1,203003,89,,1,204002,89,,1,,,,,0,0,0
359,89,5,204001,89,,1,204002,89,,1,,,,,,,,,0,89,323
360,90,1,204002,90,,1,,,,,,,,,,,,,0,0,0
361,90,2,203002,90,,1,204001,90,,1,,,,,,,,,0,0,0
362,90,3,203002,91,,2,203007,91,,1,204003,91,,1,,,,,1,90,330
363,91,1,204004,91,,1,,,,,,,,,,,,,0,0,0
364,91,2,203002,91,,1,204003,91,,1,,,,,,,,,0,0,0
365,91,3,203002,91,,1,204004,91,,1,,,,,,,,,0,91,337
366,92,1,203003,92,,1,,,,,,,,,,,,,0,0,0
367,92,2,204001,92,,1,,,,,,,,,,,,,0,0,0
368,92,3,204004,92,,3,,,,,,,,,,,,,0,0,0
369,92,4,204002,92,,2,,,,,,,,,,,,,0,0,0
370,92,5,204002,92,,1,,,,,,,,,,,,,0,92,344
371,93,1,204004,93,,1,,,,,,,,,,,,,0,0,0
372,93,2,203003,93,,1,,,,,,,,,,,,,0,0,0
373,93,3,204001,93,,1,,,,,,,,,,,,,0,0,0
374,93,4,204001,93,,1,,,,,,,,,,,,,0,93,351
375,94,1,203002,94,,1,,,,,,,,,,,,,0,0,0
376,94,2,204004,94,,1,,,,,,,,,,,,,0,0,0
377,94,3,204004,94,,1,,,,,,,,,,,,,0,0,0
378,94,4,204002,94,,2,204003,94,,1,,,,,,,,,0,94,358
379,95,1,204004,95,,1,,,,,,,,,,,,,0,0,0
380,95,2,203002,95,,1,,,,,,,,,,,,,0,0,0
381,95,3,203002,95,,1,203003,95,,1,,,,,,,,,0,95,365
382,96,1,203005,96,,1,,,,,,,,,,,,,0,0,0
383,96,2,204002,96,,2,,,,,,,,,,,,,0,0,0
384,96,3,203005,96,,1,,,,,,,,,,,,,0,96,372
385,97,1,203005,97,,1,,,,,,,,,,,,,0,0,0
386,97,2,204002,97,,1,,,,,,,,,,,,,0,0,0
387,97,3,203005,97,,2,,,,,,,,,,,,,0,0,0
388,97,4,203002,97,,2,,,,,,,,,,,,,0,97,379
389,98,1,204002,98,,1,,,,,,,,,,,,,0,0,0
390,98,2,204003,98,,1,,,,,,,,,,,,,0,0,0
391,98,3,203003,98,,1,204004,98,,1,,,,,,,,,0,0,0
392,98,4,203002,98,,1,204002,98,,3,,,,,,,,,0,0,0
393,98,5,203002,98,,1,203003,98,,1,204002,98,,1,,,,,0,98,386
394,99,1,204004,99,,1,,,,,,,,,,,,,0,0,0
395,99,2,203003,99,,1,,,,,,,,,,,,,0,0,0
396,99,3,203005,99,,1,204003,99,,1,204004,99,,1,,,,,0,0,0
397,99,4,204004,99,,1,,,,,,,,,,,,,0,99,393
398,100,1,204004,100,,1,,,,,,,,,,,,,0,0,0
399,100,2,203002,100,,1,,,,,,,,,,,,,0,0,0
400,100,3,203002,100,,1,204003,100,,2,,,,,,,,,0,0,0
401,100,4,203005,100,,1,204002,100,,1,,,,,,,,,0,0,0
402,100,5,203003,101,,1,203005,101,,1,203007,101,,1,204003,101,,1,1,100,400
