Key,English,Korean,Portuguese
ITEM_DESCRIPTION_201007,The best fried omelet I have ever seen!,달걀과 밥과 향신료를 함께 볶아 황금빛으로 물든 최고의 볶음밥이다.,A melhor omelete frita que eu já vi!
ITEM_DESCRIPTION_201008,Roughly roasted rice and meat. There seems to be a way to make it more delicious.,쌀과 고기를 대충 볶았다. 더 맛있게 만들 수 있는 방법이 있을 것 같다.,Arroz e carne assadas de qualquer jeito.Deve ter um jeito mais delicioso de fazer.
ITEM_DESCRIPTION_201009,Well fried rice and meat. It is delicious and the effect is good.,쌀과 고기를 잘 볶았다. 맛있게 만들어져서 효과도 좋다.,Arroz com carne muito bem frito.É delicioso e seu efeito é muito bom.
ITEM_DESCRIPTION_201010,The best beef rice with spices. It’s so delicious that you can’t stop eating.,쌀과 고기 그리고 향신료가 들어간 최고의 비프라이스. 너무 맛있어서 둘이 먹다 하나가 죽어도 모른다.,A melhor carne com  tempero.É tão delicioso que você não consegue parar de comer.
ITEM_DESCRIPTION_201011,Steak made with the least amount of meat.,고기를 최소한의 재료로 구워낸 스테이크. 체력 회복 효과가 크다.,Bife feito com a menor quantidade de carne.
ITEM_DESCRIPTION_201012,Steak made with the least amount of meat. The recovery effect is great.,고기를 최소한의 재료로 구워낸 스테이크. 체력 회복 효과가 크다.,Bife feito com a menor quantidade de carne.Seu efeito de recuperação é ótimo.
ITEM_DESCRIPTION_201013,Amazing steak with the best meat and spices. There is no food better than this!,좋은 고기와 향신료가 곁들여진 최고의 스테이크. 이보다 더 좋은 음식은 없을듯!,Um bife incrível feito da melhor carne e tempero.Não há comida melhor que esta!
ITEM_DESCRIPTION_10110000,A sword that is light and hard.,가볍고 단단해서 활동성이 좋은 검.,Uma espada que é  leve e dura.
ITEM_DESCRIPTION_10111000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é  leve e dura.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10112000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é  leve e dura.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10113000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é  leve e dura.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10114000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é  leve e dura.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10120000,Sword used by gladiators. The glittering blades of the knife attract attention. ,검투사가 즐겨 쓰는 검. 화려한 날이 시선을 끈다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.
ITEM_DESCRIPTION_10121000,Sword used by gladiators. The glittering blades of the knife attract attention. Elemental attacks are possible.,검투사가 즐겨 쓰던 검. 화려한 칼날이 시선을 끈다. 속성 공격이 가능하다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10122000,Sword used by gladiators. The glittering blades of the knife attract attention. Elemental attacks are possible.,검투사가 즐겨 쓰던 검. 화려한 칼날이 시선을 끈다. 속성 공격이 가능하다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10123000,Sword used by gladiators. The glittering blades of the knife attract attention. Elemental attacks are possible.,검투사가 즐겨 쓰던 검. 화려한 칼날이 시선을 끈다. 속성 공격이 가능하다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10124000,Sword used by gladiators. The glittering blades of the knife attract attention. Elemental attacks are possible.,검투사가 즐겨 쓰던 검. 화려한 칼날이 시선을 끈다. 속성 공격이 가능하다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10130000,Sword designed for war.,전쟁을 대비하여 견고하게 제련된 검.,Espada projetada para guerra.
ITEM_DESCRIPTION_10131000,Sword designed for war. Elemental attacks are possible.,전쟁을 대비하여 견고하게 제련된 검. 속성 공격이 가능하다.,Espada projetada para guerra.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10132000,Sword designed for war. Elemental attacks are possible.,전쟁을 대비하여 견고하게 제련된 검. 속성 공격이 가능하다.,Espada projetada para guerra.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10133000,Sword designed for war. Elemental attacks are possible.,전쟁을 대비하여 견고하게 제련된 검. 속성 공격이 가능하다.,Espada projetada para guerra.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10134000,Sword designed for war. Elemental attacks are possible.,전쟁을 대비하여 견고하게 제련된 검. 속성 공격이 가능하다.,Espada projetada para guerra.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10130001,Heavy sword carefully crafted.,세심하게 제련된 육중한 검. 속성 공격이 가능하다.,Espada pesada fabricada com cuidado.
ITEM_DESCRIPTION_10131001,Heavy sword carefully crafted. Elemental attacks are possible.,세심하게 제련된 육중한 검. 속성 공격이 가능하다.,Espada pesada fabricada com cuidado.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10132001,Heavy sword carefully crafted. Elemental attacks are possible.,세심하게 제련된 육중한 검. 속성 공격이 가능하다.,Espada pesada fabricada com cuidado.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10133001,Heavy sword carefully crafted. Elemental attacks are possible.,세심하게 제련된 육중한 검. 속성 공격이 가능하다.,Espada pesada fabricada com cuidado.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10134001,Heavy sword carefully crafted. Elemental attacks are possible.,세심하게 제련된 육중한 검. 속성 공격이 가능하다.,Espada pesada fabricada com cuidado.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10140000,This is the sword that Sigurd used to kill Dragon Papnir.,영웅 시구르드가 드래곤 파프니르를 죽일 때 썼던 검이다.,Espada usada por Sigurd para matar o dragão Papnir.
ITEM_DESCRIPTION_10141000,This is the sword that Sigurd used to kill Dragon Papnir.,영웅 시구르드가 드래곤 파프니르를 죽일 때 썼던 검이다.,Espada usada por Sigurd para matar o dragão Papnir.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10142000,This is the sword that Sigurd used to kill Dragon Papnir.,영웅 시구르드가 드래곤 파프니르를 죽일 때 썼던 검이다.,Espada usada por Sigurd para matar o dragão Papnir.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10143000,This is the sword that Sigurd used to kill Dragon Papnir.,영웅 시구르드가 드래곤 파프니르를 죽일 때 썼던 검이다.,Espada usada por Sigurd para matar o dragão Papnir.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10144000,This is the sword that Sigurd used to kill Dragon Papnir.,영웅 시구르드가 드래곤 파프니르를 죽일 때 썼던 검이다.,Espada usada por Sigurd para matar o dragão Papnir.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10140001,It is a sword with the energy of ancient warriors.,고대 전사의 기운이 서려있는 검이다.,Espada usada por Sigurd para matar o dragão Papnir.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10141001,It is a sword with the energy of ancient warriors.,고대 전사의 기운이 서려있는 검이다.,Uma espada com energia de guerreiros anscestrais.
ITEM_DESCRIPTION_10142001,It is a sword with the energy of ancient warriors.,고대 전사의 기운이 서려있는 검이다.,Uma espada com energia de guerreiros anscestrais.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10143001,It is a sword with the energy of ancient warriors.,고대 전사의 기운이 서려있는 검이다.,Uma espada com energia de guerreiros anscestrais.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10144001,It is a sword with the energy of ancient warriors.,고대 전사의 기운이 서려있는 검이다.,Uma espada com energia de guerreiros anscestrais.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10150000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,이세상 최고의 검. 아이슬란드의 여왕 브륀힐트가 하겐에게 증정한 검이다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.
ITEM_DESCRIPTION_10151000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,이세상 최고의 검. 아이슬란드의 여왕 브륀힐트가 하겐에게 증정한 검이다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10152000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,이세상 최고의 검. 아이슬란드의 여왕 브륀힐트가 하겐에게 증정한 검이다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10153000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,이세상 최고의 검. 아이슬란드의 여왕 브륀힐트가 하겐에게 증정한 검이다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10154000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,이세상 최고의 검. 아이슬란드의 여왕 브륀힐트가 하겐에게 증정한 검이다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10150001,A sword of flame that can burn the whole world with Igdrasil.,이그드라실과 온 세계를 불태울 수 있는 불꽃의 검.,Uma espada de chamas que pode queimar o mundo todo junto a Yggdrassil.
ITEM_DESCRIPTION_10151001,A sword of flame that can burn the whole world with Igdrasil.,이그드라실과 온 세계를 불태울 수 있는 불꽃의 검.,Uma espada de chamas que pode queimar o mundo todo junto a Yggdrassil.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10152001,A sword of flame that can burn the whole world with Igdrasil.,이그드라실과 온 세계를 불태울 수 있는 불꽃의 검.,Uma espada de chamas que pode queimar o mundo todo junto a Yggdrassil.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10153001,A sword of flame that can burn the whole world with Igdrasil.,이그드라실과 온 세계를 불태울 수 있는 불꽃의 검.,Uma espada de chamas que pode queimar o mundo todo junto a Yggdrassil.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10154001,A sword of flame that can burn the whole world with Igdrasil.,이그드라실과 온 세계를 불태울 수 있는 불꽃의 검.,Uma espada de chamas que pode queimar o mundo todo junto a Yggdrassil.Ataques elementais são possiveis.
ITEM_DESCRIPTION_10155000,The best sword in the world. The sword was presented to Hagen by the Queen of Iceland[comma] Brynhildr.,전쟁을 대비하여 견고하게 제련된 검. 속성 공격이 가능하다.,A melhor espada do mundo.Espada entregue a Hagen pela Rainha das Terras Geladas[comma] Brynhildr.
ITEM_DESCRIPTION_10200000,A누더기.,누더기.,Um trapo.
ITEM_DESCRIPTION_10210000,It's a light suit. Near the neck is a small star stone sealed with mana. Although it cannot prevent a strong threat[comma] the thick gloves and boots protect travelers in their long journey.,가벼운 활동복. 목 근처에는 마력이 봉인된 작은 원석이 달려있다. 강력한 위협을 막을 수는 없지만[comma] 두꺼운 장갑과 부츠는 여행자의 손과 발을 보호한다.,Um traje leve.Perto do pescoço existe uma estrela de pedra selada com mana.Apesar de não prevenir de grandes ameaças[comma] suas luvas e botas grossas protejem os viajantes em sua longa jornada.
ITEM_DESCRIPTION_10211000,It's a light suit. Near the neck is a small star stone sealed with mana. Although it cannot prevent a strong threat[comma] the thick gloves and boots protect travelers in their long journey.,가벼운 활동복. 목 근처에는 마력이 봉인된 작은 원석이 달려있다. 강력한 위협을 막을 수는 없지만[comma] 두꺼운 장갑과 부츠는 여행자의 손과 발을 보호한다.,Um traje leve.Perto do pescoço existe uma estrela de pedra selada com mana.Apesar de não prevenir de grandes ameaças[comma] suas luvas e botas grossas protejem os viajantes em sua longa jornada.
ITEM_DESCRIPTION_10212000,It's a light suit. Near the neck is a small star stone sealed with mana. Although it cannot prevent a strong threat[comma] the thick gloves and boots protect travelers in their long journey.,가벼운 활동복. 목 근처에는 마력이 봉인된 작은 원석이 달려있다. 강력한 위협을 막을 수는 없지만[comma] 두꺼운 장갑과 부츠는 여행자의 손과 발을 보호한다.,Um traje leve.Perto do pescoço existe uma estrela de pedra selada com mana.Apesar de não prevenir de grandes ameaças[comma] suas luvas e botas grossas protejem os viajantes em sua longa jornada.
ITEM_DESCRIPTION_10213000,It's a light suit. Near the neck is a small star stone sealed with mana. Although it cannot prevent a strong threat[comma] the thick gloves and boots protect travelers in their long journey.,가벼운 활동복. 목 근처에는 마력이 봉인된 작은 원석이 달려있다. 강력한 위협을 막을 수는 없지만[comma] 두꺼운 장갑과 부츠는 여행자의 손과 발을 보호한다.,Um traje leve.Perto do pescoço existe uma estrela de pedra selada com mana.Apesar de não prevenir de grandes ameaças[comma] suas luvas e botas grossas protejem os viajantes em sua longa jornada.
ITEM_DESCRIPTION_10214000,It's a light suit. Near the neck is a small star stone sealed with mana. Although it cannot prevent a strong threat[comma] the thick gloves and boots protect travelers in their long journey.,가벼운 활동복. 목 근처에는 마력이 봉인된 작은 원석이 달려있다. 강력한 위협을 막을 수는 없지만[comma] 두꺼운 장갑과 부츠는 여행자의 손과 발을 보호한다.,Um traje leve.Perto do pescoço existe uma estrela de pedra selada com mana.Apesar de não prevenir de grandes ameaças[comma] suas luvas e botas grossas protejem os viajantes em sua longa jornada.
ITEM_DESCRIPTION_10220000,Light and pretty leather clothes[comma] which are said to have been made by fairies. Thick vests and metal boots are perfect for defending the bodies of novice adventurers. Big belts and decorations with fairies' magic make your clothes even more stylish.,요정들이 만들었다고 전해지는 가볍고 예쁜 가죽옷. 두꺼운 조끼와 메탈 부츠는 초보 모험가들의 몸을 방어하기에 안성맞춤이다. 요정들의 마법이 봉인된 큰 벨트와 장식이 옷을 더욱 멋스럽게 한다.,Roupas de couro leves e bonitas[comma] que dizem ter sido feitas por fadas.Colete grosso e botas de metal são perfeitas para defender o corpo de novos aventureiros. Com grandes cintos e decorações feitas com magia das fadas deixando as mais estilosas.
ITEM_DESCRIPTION_10221000,Light and pretty leather clothes[comma] which are said to have been made by fairies. Thick vests and metal boots are perfect for defending the bodies of novice adventurers. Big belts and decorations with fairies' magic make your clothes even more stylish.,요정들이 만들었다고 전해지는 가볍고 예쁜 가죽옷. 두꺼운 조끼와 메탈 부츠는 초보 모험가들의 몸을 방어하기에 안성맞춤이다. 요정들의 마법이 봉인된 큰 벨트와 장식이 옷을 더욱 멋스럽게 한다.,Roupas de couro leves e bonitas[comma] que dizem ter sido feitas por fadas.Colete grosso e botas de metal são perfeitas para defender o corpo de novos aventureiros. Com grandes cintos e decorações feitas com magia das fadas deixando as mais estilosas.
ITEM_DESCRIPTION_10222000,Light and pretty leather clothes[comma] which are said to have been made by fairies. Thick vests and metal boots are perfect for defending the bodies of novice adventurers. Big belts and decorations with fairies' magic make your clothes even more stylish.,요정들이 만들었다고 전해지는 가볍고 예쁜 가죽옷. 두꺼운 조끼와 메탈 부츠는 초보 모험가들의 몸을 방어하기에 안성맞춤이다. 요정들의 마법이 봉인된 큰 벨트와 장식이 옷을 더욱 멋스럽게 한다.,Roupas de couro leves e bonitas[comma] que dizem ter sido feitas por fadas.Colete grosso e botas de metal são perfeitas para defender o corpo de novos aventureiros. Com grandes cintos e decorações feitas com magia das fadas deixando as mais estilosas.
ITEM_DESCRIPTION_10223000,Light and pretty leather clothes[comma] which are said to have been made by fairies. Thick vests and metal boots are perfect for defending the bodies of novice adventurers. Big belts and decorations with fairies' magic make your clothes even more stylish.,요정들이 만들었다고 전해지는 가볍고 예쁜 가죽옷. 두꺼운 조끼와 메탈 부츠는 초보 모험가들의 몸을 방어하기에 안성맞춤이다. 요정들의 마법이 봉인된 큰 벨트와 장식이 옷을 더욱 멋스럽게 한다.,Roupas de couro leves e bonitas[comma] que dizem ter sido feitas por fadas.Colete grosso e botas de metal são perfeitas para defender o corpo de novos aventureiros. Com grandes cintos e decorações feitas com magia das fadas deixando as mais estilosas.
ITEM_DESCRIPTION_10224000,Light and pretty leather clothes[comma] which are said to have been made by fairies. Thick vests and metal boots are perfect for defending the bodies of novice adventurers. Big belts and decorations with fairies' magic make your clothes even more stylish.,요정들이 만들었다고 전해지는 가볍고 예쁜 가죽옷. 두꺼운 조끼와 메탈 부츠는 초보 모험가들의 몸을 방어하기에 안성맞춤이다. 요정들의 마법이 봉인된 큰 벨트와 장식이 옷을 더욱 멋스럽게 한다.,Roupas de couro leves e bonitas[comma] que dizem ter sido feitas por fadas.Colete grosso e botas de metal são perfeitas para defender o corpo de novos aventureiros. Com grandes cintos e decorações feitas com magia das fadas deixando as mais estilosas.
ITEM_DESCRIPTION_10230000,An armor made from the feather of a legendary crow. The feathers on the armor sometimes shake and award you with mana[comma] giving off a magical ambiance. Metal armor covering the entire body protects the warrior's body more tightly.,전설적인 까마귀의 깃털로 만든 갑옷. 갑옷에 달려있는 깃털이 때때로 스스로 흔들리며 마력을 발산한다. 흩날리는 깃털은 적들의 눈을 분산시키고[comma] 온몸을 감싸는 금속 갑옷은 전사의 몸을 더욱 단단히 보호한다.,Armadura feita de uma pena de um corvo lendário.As penas na armadura as vezes balançam e entregam mana[comma] dando um ambiente mágico.Armadura de metal cobre todo o corpo do guerreiro o protejendo.
ITEM_DESCRIPTION_10231000,An armor made from the feather of a legendary crow. The feathers on the armor sometimes shake and award you with mana[comma] giving off a magical ambiance. Metal armor covering the entire body protects the warrior's body more tightly.,전설적인 까마귀의 깃털로 만든 갑옷. 갑옷에 달려있는 깃털이 때때로 스스로 흔들리며 마력을 발산한다. 흩날리는 깃털은 적들의 눈을 분산시키고[comma] 온몸을 감싸는 금속 갑옷은 전사의 몸을 더욱 단단히 보호한다.,Armadura feita de uma pena de um corvo lendário.As penas na armadura as vezes balançam e entregam mana[comma] dando um ambiente mágico.Armadura de metal cobre todo o corpo do guerreiro o protejendo.
ITEM_DESCRIPTION_10232000,An armor made from the feather of a legendary crow. The feathers on the armor sometimes shake and award you with mana[comma] giving off a magical ambiance. Metal armor covering the entire body protects the warrior's body more tightly.,전설적인 까마귀의 깃털로 만든 갑옷. 갑옷에 달려있는 깃털이 때때로 스스로 흔들리며 마력을 발산한다. 흩날리는 깃털은 적들의 눈을 분산시키고[comma] 온몸을 감싸는 금속 갑옷은 전사의 몸을 더욱 단단히 보호한다.,Armadura feita de uma pena de um corvo lendário.As penas na armadura as vezes balançam e entregam mana[comma] dando um ambiente mágico.Armadura de metal cobre todo o corpo do guerreiro o protejendo.
ITEM_DESCRIPTION_10233000,An armor made from the feather of a legendary crow. The feathers on the armor sometimes shake and award you with mana[comma] giving off a magical ambiance. Metal armor covering the entire body protects the warrior's body more tightly.,전설적인 까마귀의 깃털로 만든 갑옷. 갑옷에 달려있는 깃털이 때때로 스스로 흔들리며 마력을 발산한다. 흩날리는 깃털은 적들의 눈을 분산시키고[comma] 온몸을 감싸는 금속 갑옷은 전사의 몸을 더욱 단단히 보호한다.,Armadura feita de uma pena de um corvo lendário.As penas na armadura as vezes balançam e entregam mana[comma] dando um ambiente mágico.Armadura de metal cobre todo o corpo do guerreiro o protejendo.
ITEM_DESCRIPTION_10234000,An armor made from the feather of a legendary crow. The feathers on the armor sometimes shake and award you with mana[comma] giving off a magical ambiance. Metal armor covering the entire body protects the warrior's body more tightly.,전설적인 까마귀의 깃털로 만든 갑옷. 갑옷에 달려있는 깃털이 때때로 스스로 흔들리며 마력을 발산한다. 흩날리는 깃털은 적들의 눈을 분산시키고[comma] 온몸을 감싸는 금속 갑옷은 전사의 몸을 더욱 단단히 보호한다.,Armadura feita de uma pena de um corvo lendário.As penas na armadura as vezes balançam e entregam mana[comma] dando um ambiente mágico.Armadura de metal cobre todo o corpo do guerreiro o protejendo.
ITEM_DESCRIPTION_10230001,It is said to have been designed by Hermes[comma] the god of thieves. The magnificent brooch on the belt adds to the glamour. The bandana of the neck is useful for covering up one's identity[comma] and it's fit for moving quickly by tightening the fluttering costumes with leather belts.,도둑의 신 헤르메스가 디자인 했다고 전해지는 의상. 허리띠에 달린 묵직한 브로치가 화려함을 더한다. 목의 반다나는 모험가의 신분을 숨기는 데 유용하고[comma] 가죽 벨트로 펄럭이는 의상을 꽉 조여 빠르게 움직이기에 매우 적합하다.,Diz-se que foi desenhado por Hermes [comma] o deus dos ladrões. O broche magnífico no cinto aumenta o glamour. A bandana do pescoço é útil para encobrir a identidade [comma] e é adequada para se mover rapidamente[comma] apertando os trajes esvoaçantes com cintos de couro.
ITEM_DESCRIPTION_10231001,It is said to have been designed by Hermes[comma] the god of thieves. The magnificent brooch on the belt adds to the glamour. The bandana of the neck is useful for covering up one's identity[comma] and it's fit for moving quickly by tightening the fluttering costumes with leather belts.,도둑의 신 헤르메스가 디자인 했다고 전해지는 의상. 허리띠에 달린 묵직한 브로치가 화려함을 더한다. 목의 반다나는 모험가의 신분을 숨기는 데 유용하고[comma] 가죽 벨트로 펄럭이는 의상을 꽉 조여 빠르게 움직이기에 매우 적합하다.,Diz-se que foi desenhado por Hermes [comma] o deus dos ladrões. O broche magnífico no cinto aumenta o glamour. A bandana do pescoço é útil para encobrir a identidade [comma] e é adequada para se mover rapidamente[comma] apertando os trajes esvoaçantes com cintos de couro.
ITEM_DESCRIPTION_10232001,It is said to have been designed by Hermes[comma] the god of thieves. The magnificent brooch on the belt adds to the glamour. The bandana of the neck is useful for covering up one's identity[comma] and it's fit for moving quickly by tightening the fluttering costumes with leather belts.,도둑의 신 헤르메스가 디자인 했다고 전해지는 의상. 허리띠에 달린 묵직한 브로치가 화려함을 더한다. 목의 반다나는 모험가의 신분을 숨기는 데 유용하고[comma] 가죽 벨트로 펄럭이는 의상을 꽉 조여 빠르게 움직이기에 매우 적합하다.,Diz-se que foi desenhado por Hermes [comma] o deus dos ladrões. O broche magnífico no cinto aumenta o glamour. A bandana do pescoço é útil para encobrir a identidade [comma] e é adequada para se mover rapidamente[comma] apertando os trajes esvoaçantes com cintos de couro.
ITEM_DESCRIPTION_10233001,It is said to have been designed by Hermes[comma] the god of thieves. The magnificent brooch on the belt adds to the glamour. The bandana of the neck is useful for covering up one's identity[comma] and it's fit for moving quickly by tightening the fluttering costumes with leather belts.,도둑의 신 헤르메스가 디자인 했다고 전해지는 의상. 허리띠에 달린 묵직한 브로치가 화려함을 더한다. 목의 반다나는 모험가의 신분을 숨기는 데 유용하고[comma] 가죽 벨트로 펄럭이는 의상을 꽉 조여 빠르게 움직이기에 매우 적합하다.,Diz-se que foi desenhado por Hermes [comma] o deus dos ladrões. O broche magnífico no cinto aumenta o glamour. A bandana do pescoço é útil para encobrir a identidade [comma] e é adequada para se mover rapidamente[comma] apertando os trajes esvoaçantes com cintos de couro.
ITEM_DESCRIPTION_10234001,It is said to have been designed by Hermes[comma] the god of thieves. The magnificent brooch on the belt adds to the glamour. The bandana of the neck is useful for covering up one's identity[comma] and it's fit for moving quickly by tightening the fluttering costumes with leather belts.,도둑의 신 헤르메스가 디자인 했다고 전해지는 의상. 허리띠에 달린 묵직한 브로치가 화려함을 더한다. 목의 반다나는 모험가의 신분을 숨기는 데 유용하고[comma] 가죽 벨트로 펄럭이는 의상을 꽉 조여 빠르게 움직이기에 매우 적합하다.,Diz-se que foi desenhado por Hermes [comma] o deus dos ladrões. O broche magnífico no cinto aumenta o glamour. A bandana do pescoço é útil para encobrir a identidade [comma] e é adequada para se mover rapidamente[comma] apertando os trajes esvoaçantes com cintos de couro.
ITEM_DESCRIPTION_10240000,Warrior's armor made in preparation for the War in Valhalla. This classic armor is designed with maximum emphasis on defense[comma] so no weapon can penetrate it. The weight of the armor makes it less active[comma] but the final winner in the war is the last survivor.,발할라 전쟁을 대비하여 만들어진 전사용 갑옷. 이 고전적인 갑옷은 방어를 최대한 강조하여 설계 되었기 때문에 어떤 무기도 뚫을 수 없다. 갑옷의 무게 때문에 활동성이 다소 떨어지지만[comma] 전쟁의 최종 승자는 마지막까지 살아남는 자이다.,Armadura do guerreiro feita em preparação para a guerra em Valhalla. Essa armadura clássica foi projetada com ênfase máxima em defesa [comma] para que nenhuma arma possa penetrá-la. O peso da armadura a torna menos ativa [comma] mas o vencedor final da guerra é o último sobrevivente.
ITEM_DESCRIPTION_10241000,Warrior's armor made in preparation for the War in Valhalla. This classic armor is designed with maximum emphasis on defense[comma] so no weapon can penetrate it. The weight of the armor makes it less active[comma] but the final winner in the war is the last survivor.,발할라 전쟁을 대비하여 만들어진 전사용 갑옷. 이 고전적인 갑옷은 방어를 최대한 강조하여 설계 되었기 때문에 어떤 무기도 뚫을 수 없다. 갑옷의 무게 때문에 활동성이 다소 떨어지지만[comma] 전쟁의 최종 승자는 마지막까지 살아남는 자이다.,Armadura do guerreiro feita em preparação para a guerra em Valhalla. Essa armadura clássica foi projetada com ênfase máxima em defesa [comma] para que nenhuma arma possa penetrá-la. O peso da armadura a torna menos ativa [comma] mas o vencedor final da guerra é o último sobrevivente.
