Key,English,Korean,Portuguese
ITEM_NAME_10252000,Legendary Armor,전설의 갑옷(물),Armadura  Lendária(Água)
ITEM_NAME_10253000,Legendary Armor,전설의 갑옷(땅),Armadura  Lendária(Terra)
ITEM_NAME_10254000,Legendary Armor,전설의 갑옷(바람),Armadura  Lendária(Vento)
ITEM_NAME_10250001,Ancient Armor,고대의 갑옷,Armadura Ancestral
ITEM_NAME_10251001,Ancient Armor,고대의 갑옷(불),Armadura Ancestral(Fogo)
ITEM_NAME_10252001,Ancient Armor,고대의 갑옷(물),Armadura Ancestral(Água)
ITEM_NAME_10253001,Ancient Armor,고대의 갑옷(땅),Armadura Ancestral(Terra)
ITEM_NAME_10254001,Ancient Armor,고대의 갑옷(바람),Armadura Ancestral(Vento)
ITEM_NAME_10255000,A cat in heavenly,천상의 고양이,Gato Celeste
ITEM_NAME_10310000,Belt,허리끈,Cinto
ITEM_NAME_10311000,Belt,허리끈(불),Cinto(Fogo)
ITEM_NAME_10312000,Belt,허리끈(물),Cinto(Água)
ITEM_NAME_10313000,Belt,허리끈(땅),Cinto(Terra)
ITEM_NAME_10314000,Belt,허리끈(바람),Cinto(Vento)
ITEM_NAME_10320000,Leather Belt,가죽 벨트,Cinto de Couro
ITEM_NAME_10321000,Leather Belt,가죽 벨트(불),Cinto de Couro(Fogo)
ITEM_NAME_10322000,Leather Belt,가죽 벨트(물),Cinto de Couro(Água)
ITEM_NAME_10323000,Leather Belt,가죽 벨트(땅),Cinto de Couro(Terra)
ITEM_NAME_10324000,Leather Belt,가죽 벨트(바람),Cinto de Couro(Vento)
ITEM_NAME_10330000,Solid Belt,견고한 벨트,Cinto Sólido
ITEM_NAME_10331000,Solid Belt,견고한 벨트(불),Cinto Sólido(Fogo)
ITEM_NAME_10332000,Solid Belt,견고한 벨트(물),Cinto Sólido(Água)
ITEM_NAME_10333000,Solid Belt,견고한 벨트(땅),Cinto Sólido(Terra)
ITEM_NAME_10334000,Solid Belt,견고한 벨트(바람),Cinto Sólido(Vento)
ITEM_NAME_10340000,War Belt,전쟁 벨트,Cinto de Guerra
ITEM_NAME_10341000,War Belt,전쟁 벨트(불),Cinto de Guerra(Fogo)
ITEM_NAME_10342000,War Belt,전쟁 벨트(물),Cinto de Guerra(Água)
ITEM_NAME_10343000,War Belt,전쟁 벨트(땅),Cinto de Guerra(Terra)
ITEM_NAME_10344000,War Belt,전쟁 벨트(바람),Cinto de Guerra(Vento)
ITEM_NAME_10350000,Legendary Belt,전설의 벨트,Cinto Lendário
ITEM_NAME_10351000,Legendary Belt,전설의 벨트(불),Cinto Lendário(Fogo)
ITEM_NAME_10352000,Legendary Belt,전설의 벨트(물),Cinto Lendário(Água)
ITEM_NAME_10353000,Legendary Belt,전설의 벨트(땅),Cinto Lendário(Terra)
ITEM_NAME_10354000,Legendary Belt,전설의 벨트(바람),Cinto Lendário(Vento)
ITEM_NAME_10410000,Thin Necklace,얇은 목걸이,Colar Fino
ITEM_NAME_10411000,Thin Necklace,얇은 목걸이(불),Colar Fino(Fogo)
ITEM_NAME_10412000,Thin Necklace,얇은 목걸이(물),Colar Fino(Água)
ITEM_NAME_10413000,Thin Necklace,얇은 목걸이(땅),Colar Fino(Terra)
ITEM_NAME_10414000,Thin Necklace,얇은 목걸이(바람),Colar Fino(Vento)
ITEM_NAME_10420000,Guardian Necklace,수호의 목걸이,Colar do Guardião
ITEM_NAME_10421000,Guardian Necklace,수호의 목걸이(불),Colar do Guardião(Fogo)
ITEM_NAME_10422000,Guardian Necklace,수호의 목걸이(물),Colar do Guardião(Água)
ITEM_NAME_10423000,Guardian Necklace,수호의 목걸이(땅),Colar do Guardião(Terra)
ITEM_NAME_10424000,Guardian Necklace,수호의 목걸이(바람),Colar do Guardião(Vento)
ITEM_NAME_10430000,Mana Necklace,마력의 목걸이,Colar de Mana
ITEM_NAME_10431000,Mana Necklace,마력의 목걸이(불),Colar de Mana(Fogo)
ITEM_NAME_10432000,Mana Necklace,마력의 목걸이(물),Colar de Mana(Água)
ITEM_NAME_10433000,Mana Necklace,마력의 목걸이(땅),Colar de Mana(Terra)
ITEM_NAME_10434000,Mana Necklace,마력의 목걸이(바람),Colar de Mana(Vento)
ITEM_NAME_10440000,Warrior's Necklace,전사의 목걸이,Colar do Guerreiro
ITEM_NAME_10441000,Warrior's Necklace,전사의 목걸이(불),Colar do Guerreiro(Fogo)
ITEM_NAME_10442000,Warrior's Necklace,전사의 목걸이(물),Colar do Guerreiro(Água)
ITEM_NAME_10443000,Warrior's Necklace,전사의 목걸이(땅),Colar do Guerreiro(Terra)
ITEM_NAME_10444000,Warrior's Necklace,전사의 목걸이(바람),Colar do Guerreiro(Vento)
ITEM_NAME_10450000,Legendary Necklace,전설의 목걸이,Colar Lendário
ITEM_NAME_10451000,Legendary Necklace,전설의 목걸이(불),Colar Lendário(Fogo)
ITEM_NAME_10452000,Legendary Necklace,전설의 목걸이(물),Colar Lendário(Água)
ITEM_NAME_10453000,Legendary Necklace,전설의 목걸이(땅),Colar Lendário(Terra)
ITEM_NAME_10454000,Legendary Necklace,전설의 목걸이(바람),Colar Lendário(Vento)
ITEM_NAME_10510000,Thin Ring,얇은 반지,Anel Fino
ITEM_NAME_10511000,Thin Ring,얇은 반지(불),Anel Fino (Fogo)
ITEM_NAME_10512000,Thin Ring,얇은 반지(물),Anel Fino (Água)
ITEM_NAME_10513000,Thin Ring,얇은 반지(땅),Anel Fino (Terra)
ITEM_NAME_10514000,Thin Ring,얇은 반지(바람),Anel Fino (Vento)
ITEM_NAME_10520000,Guardian Ring,수호의 반지,Anel do Guardião
ITEM_NAME_10521000,Guardian Ring,수호의 반지(불),Anel do Guardião(Fogo)
ITEM_NAME_10522000,Guardian Ring,수호의 반지(물),Anel do Guardião(Água)
ITEM_NAME_10523000,Guardian Ring,수호의 반지(땅),Anel do Guardião(Terra)
ITEM_NAME_10524000,Guardian Ring,수호의 반지(바람),Anel do Guardião(Vento)
ITEM_NAME_10530000,Mana Ring,마나 반지,Anel de Mana
ITEM_NAME_10531000,Mana Ring,마나 반지(불),Anel de Mana(Fogo)
ITEM_NAME_10532000,Mana Ring,마나 반지(물),Anel de Mana(Água)
ITEM_NAME_10533000,Mana Ring,마나 반지(땅),Anel de Mana(Terra)
ITEM_NAME_10534000,Mana Ring,마나 반지(바람),Anel de Mana(Vento)
ITEM_NAME_10540000,Warrior's Ring,전사의 반지,Anel do Guerreiro
ITEM_NAME_10541000,Warrior's Ring,전사의 반지(불),Anel do Guerreiro(Fogo)
ITEM_NAME_10542000,Warrior's Ring,전사의 반지(물),Anel do Guerreiro(Água)
ITEM_NAME_10543000,Warrior's Ring,전사의 반지(땅),Anel do Guerreiro(Terra)
ITEM_NAME_10544000,Warrior's Ring,전사의 반지(바람),Anel do Guerreiro(Vento)
ITEM_NAME_10550000,Legendary Ring,전설의 반지,Anel Lendário
ITEM_NAME_10551000,Legendary Ring,전설의 반지(불),Anel Lendário(Fogo)
ITEM_NAME_10552000,Legendary Ring,전설의 반지(물),Anel Lendário(Água)
ITEM_NAME_10553000,Legendary Ring,전설의 반지(땅),Anel Lendário(Terra)
ITEM_NAME_10554000,Legendary Ring,전설의 반지(바람),Anel Lendário(Vento)
ITEM_NAME_100000,Treasure Box,보물상자,Baú do Tesouro
ITEM_NAME_301000,Life Stone,생명,Pedra da Vida
ITEM_NAME_302000,Rice,쌀,Arroz
ITEM_NAME_302001,Fish,생선,Peixe
ITEM_NAME_302002,Can,깡통,Lata
ITEM_NAME_302003,Egg,달걀,Ovo
ITEM_NAME_302004,Mineral Salt,암염,Sal
ITEM_NAME_302005,Olive Oil,올리브유,Azeite de Oliva
ITEM_NAME_302006,Hub,허브,Erva
ITEM_NAME_302007,Fishy Meat,비린내 나는 고기,Carne de Peixe
ITEM_NAME_302008,Tasty Meat,맛있어 보이는 고기,Carne Gostosa
ITEM_NAME_302009,A++ Meat,일품급 고기,Carne A++
ITEM_NAME_303000,Rusty Knife,녹슨 칼,Faca Enferrujada
ITEM_NAME_303001,Discarded Sword,버려진 검,Espada Descartada
ITEM_NAME_303002,Hard Sword,단단한 검,Espada Dura
ITEM_NAME_303003,Astute Sword,영험한 기운의 검,Espada Astuta
ITEM_NAME_303004,Legend Sword,전설의 검,Espada Lendária
ITEM_NAME_303100,Rusty Armor,낡은 옷,Armadura Enferrujada
ITEM_NAME_303101,Discarded Armor,버려진 옷,Armadura Descartada
ITEM_NAME_303102,Hard Armor,단단한 옷,Armadura Dura
ITEM_NAME_303103,Astute Armor,영험한 기운의 갑옷,Armadura Astuta
ITEM_NAME_303104,Legend Armor,전설의 옷,Armadura Lendária
ITEM_NAME_303200,Old String,낡은 끈,Corda Velha
ITEM_NAME_303201,Discarded Belt,버려진 허리띠,Cinto Descartado
ITEM_NAME_303202,Hard Belt,단단한 벨트,Cinto Duro
ITEM_NAME_303203,Astute Belt,영험한 기운의 벨트,Cinto Astuto
ITEM_NAME_303204,Legend Belt,전설의 벨트,Cinto Lendário
ITEM_NAME_303300,Old Necklace,낡은 목걸이,Colar Velho
ITEM_NAME_303301,Discarded Necklace,버려진 목걸이,Colar Descartado
ITEM_NAME_303302,Hard Necklace,단단한 목걸이,Colar Duro
ITEM_NAME_303303,Astute Necklace,영험한 기운의 목걸이,Colar Astuto
ITEM_NAME_303304,Legend Necklace,전설의 목걸이,Colar Lendário
ITEM_NAME_303400,Old Ring,낡은 반지,Anel Velho
ITEM_NAME_303401,Discarded Ring,버려진 반지,Anel Descartado
ITEM_NAME_303402,Hard Ring,단단한 반지,Anel Duro
ITEM_NAME_303403,Astute Ring,영험한 기운의 반지,Anel Astuto
ITEM_NAME_303404,Legend Ring,전설의 반지,Anel Lendário
ITEM_NAME_304000,Fire Essence,불의 정수,Essência  de Fogo
ITEM_NAME_304002,Water Essence,물의 정수,Essência  de Água
ITEM_NAME_304001,Earth Essence,대지의 정수,Essência  de Terra
ITEM_NAME_304003,Wind Essence,바람의 정수,Essência  de Vento
ITEM_NAME_305000,Ice Dye,얼음의 염료,Tintura de Gelo
ITEM_NAME_305001,Fire Dye,불의 염료,Tintura de Fogo
ITEM_NAME_305002,Forest Dye,숲의 염료,Tintura da Floresta
ITEM_NAME_305003,Fairy Dye,요정의 염료,Tintura das Fadas
ITEM_NAME_305004,Goddess Dye,여신의 염료,Tintura da Deusa
ITEM_NAME_306000,Seed Shell,물의 씨앗 껍질,Casca de Semente
ITEM_NAME_306001,Mysterious Leaves,물의 수상한 떡잎,Folhas Misteriosas
ITEM_NAME_306002,Bunch of Leaves,물의 잎사귀 다발,Amontoado de Folhas
ITEM_NAME_306003,Shining Buds,물의 빛나는 꽃봉오리,Broto Brilhante
ITEM_NAME_306004,Stiff Stems,물의 뻣뻣한 줄기,Hastes Rígidas
ITEM_NAME_306005,Squashy Fruit,물의 물컹한 열매,Fruta Mole
ITEM_NAME_306006,Withering Bouquet,물의 시든 꽃다발,Buquê Murcho
ITEM_NAME_306007,Watery Fruit,물의 열매알,Fruta Aguada
ITEM_NAME_306008,Stream,물의 나무줄기,Correnteza
ITEM_NAME_306009,Gravel,대지의 하찮은 자갈,Cascalho
ITEM_NAME_306010,Stone Blade,대지의 돌날,Lâmina de Pedra
ITEM_NAME_306011,Headscarf,대지의 두건,Lenço para cabeça
ITEM_NAME_306012,Fox Tail,대지의 여우 꼬리,Cauda de Raposa
ITEM_NAME_306013,Knife Point,대지의 칼자루,Ponta de Faca
ITEM_NAME_306014,Large Blade,대지의 큰 칼날,Lâmina Grande
ITEM_NAME_306015,Magic Stone,대지의 마법석,Pedra Mágica
ITEM_NAME_306016,Broken Staff,대지의 부러진 지팡이,Cajado Quebrado
ITEM_NAME_306017,Piece of Cape,대지의 망토 조각,Pedaço de Capa
ITEM_NAME_306018,Mana Bead,대지의 마력 구슬,Gota de Mana
ITEM_NAME_306019,Fox Skin,대지의 여우 가죽,Pele de Raposa
ITEM_NAME_306020,Fox Fangs,대지의 여우 송곳니,Presas de Raposa
ITEM_NAME_306021,Edge of Spear,대지의 창 날,Ponta de Lança
ITEM_NAME_306022,Strap,대지의 견장,Alça
ITEM_NAME_306023,Wooden Blunt,화염의 나무둔기,Madeira  Partida
ITEM_NAME_306024,Small Helm,화염의 작은 투구,Elmo Pequeno
ITEM_NAME_306025,Wild Boar Horns,화염의 멧돼지뿔,Chifre de Javali Selvagem
ITEM_NAME_306026,Waist Bag,화염의 허리가방,Bolsa de Cintura
ITEM_NAME_306027,Blunt Slice,화염의 둔기 조각,Fatia Partida
ITEM_NAME_306028,White Coat,화염의 하얀 털다발,Casaco Branco
ITEM_NAME_306029,Large Wild bear horns,화염의 큰 멧돼지뿔,Grande Chifre de Urso Selvagem
ITEM_NAME_306030,Heavy Rope,화염의 무거운 견장,Corda Pesada
ITEM_NAME_306031,Heated Chain,화염의 달궈진 쇠사슬,Corrente Aquecida
ITEM_NAME_306032,Broken Wand,화염의 부러진 지팡이,Varinha Quebrada
ITEM_NAME_306033,Serimnir’s Ax,화염의 제림니르 도끼,Machado de Serimnir
ITEM_NAME_306034,Serimnir's Mace,화염의 제림니르 철퇴,Clava de Serimnir
ITEM_NAME_306035,Lump of Sap,수액 덩어리,Pedaço de Seiva
ITEM_NAME_306036,Lump of Sap,화염의 수액 덩어리,Pedaço de Seiva(Fogo)
ITEM_NAME_306037,Lump of Sap,바람의 수액 덩어리,Pedaço de Seiva(Água)
ITEM_NAME_306038,Lump of Sap,대지의 수액 덩어리,Pedaço de Seiva(Terra)
ITEM_NAME_306039,Lump of Sap,물의 수액 덩어리,Pedaço de Seiva(Vento)
ITEM_NAME_306040,Small Lump of Sap,수액 덩어리(소),Pequeno Pedaço de Seiva
ITEM_NAME_306041,Small Lump of Sap,화염의 수액 덩어리(소),Pequeno Pedaço de Seiva(Fogo)
ITEM_NAME_306042,Small Lump of Sap,바람의 수액 덩어리(소),Pequeno Pedaço de Seiva(Água)
ITEM_NAME_306043,Small Lump of Sap,대지의 수액 덩어리(소),Pequeno Pedaço de Seiva(Terra)
ITEM_NAME_306044,Small Lump of Sap,물의 수액 덩어리(소),Pequeno Pedaço de Seiva(Vento)
ITEM_NAME_306045,Big Lump of Sap,수액 덩어리(대),Grande Pedaço de Seiva
ITEM_NAME_306046,Big Lump of Sap,화염의 수액 덩어리(대),Grande Pedaço de Seiva(Fogo)
ITEM_NAME_306047,Big Lump of Sap,바람의 수액 덩어리(대),Grande Pedaço de Seiva(Água)
ITEM_NAME_306048,Big Lump of Sap,대지의 수액 덩어리(대),Grande Pedaço de Seiva(Terra)
ITEM_NAME_306049,Big Lump of Sap,물의 수액 덩어리(대),Grande Pedaço de Seiva(Vento)
ITEM_NAME_306050,Ghostly Helm,유령의 투구,Elmo Fantasma
ITEM_NAME_306051,Ghostly Piece of Sword,유령의 검 조각,Pedaço de Espada Fantasma
ITEM_NAME_306052,Ghost Sculpture,유령의 혼,Escultura Fantasma
ITEM_NAME_306053,Fenrir’s Claw,펜리르의 발톱,Garra de Fenrir
ITEM_NAME_306054,Fenrir’s Golden Shackles,펜리르의 황금 족쇄,Grilhões Dourados de Fenrir
ITEM_NAME_306055,Fenrir’s Mane,펜리르의 갈기,Juba de Fenrir
ITEM_NAME_400000,Hourglass,모래시계,Ampulheta
ITEM_NAME_40100000,Valkyrie,발키리,Valquíria
ITEM_NAME_40100001,Lion of Dawn,새벽의 사자,Leão do Amanhecer
ITEM_NAME_40100002,Hella's shadow,헬라의 환영,Sombra de Hella
ITEM_NAME_40200001,Brown Hair,갈색 머리카락,Cabelo Castanho
ITEM_NAME_40200002,Blue Hair,파란색 머리카락,Cabelo Azul
ITEM_NAME_40200003,Green Hair,초록색 머리카락,Cabelo Verde
ITEM_NAME_40200004,Red Hair,빨간색 머리카락,Cabelo Vermenho
ITEM_NAME_40200005,White Hair,흰색 머리카락,Cabelo Branco
ITEM_NAME_40200006,Yellow Hair,노란색 머리카락,Cabelo Amarelo
ITEM_NAME_40300001,Brown Ear,갈색 귀,Orelha Castanho
ITEM_NAME_40300002,Black Ear,검은색 귀,Orelha Preta
ITEM_NAME_40300003,Brown Leopard Ear,갈색 표범 무늬 귀,Orelha Leopardo Castanho
ITEM_NAME_40300004,Gray Leopard Ear,회색 표범 무늬 귀,Orelha Leopardo Cinzento
ITEM_NAME_40300005,White Ear,흰색 귀,Orelha Branco
ITEM_NAME_40300006,Dark Red Ear,검붉은색 귀,Orelha Vermelho Escuro
ITEM_NAME_40300007,Brown White Ear,흰털 갈색 귀,Orelha Castanho Claro
ITEM_NAME_40300008,Blue White Ear,흰털 파란색 귀,Orelha Azul Claro
ITEM_NAME_40300009,Gray White Ear,흰털 회색 귀,Orelha Cinzento Claro
ITEM_NAME_40300010,Blue White Ghost Ear,흰털 파란 유령귀,Orelha Azul Claro Fantasmagórica
ITEM_NAME_40400001,Red Eye,빨간색 눈,Olho Vermelho
ITEM_NAME_40400002,Blue Eye,파란색 눈,Olho Azul
ITEM_NAME_40400003,Green Eye,초록색 눈,Olho Verde
ITEM_NAME_40400004,Violet Eye,보라색 눈,Olho Violeta
ITEM_NAME_40400005,White Eye,흰색 눈,Olho Branco
ITEM_NAME_40400006,Yellow Eye,노란색 눈,Olho Amarelo
ITEM_NAME_40500001,Tail,꼬리,Cauda
ITEM_NAME_40500002,Black And White Tail,검흰색 꼬리,Cauda Preto e Branco
ITEM_NAME_40500003,Brown Tail,갈색 표범 무늬 꼬리,Cauda Castanho
ITEM_NAME_40500004,Gray Tail,회색 표범 무늬 꼬리,Cauda Cinzento
ITEM_NAME_40500005,White Tail,흰색 꼬리,Cauda Branco
ITEM_NAME_40500006,Black Tail,검은색 꼬리,Cauda Preta
ITEM_NAME_40500007,Red Tail,빨간색 꼬리,Cauda Vermelho
ITEM_NAME_40500008,Blue Tail,파란색 꼬리,Cauda Azul
ITEM_NAME_40500009,Gray Tail,회색 꼬리,Cauda Cinzento
ITEM_NAME_49900001,Legendary Adventurer,전설의 모험가,Aventureiro Lendário
ITEM_NAME_40500010,Blue Ghost Tail,파란 유령 꼬리,Cauda Azul Fantasmagórica
ITEM_NAME_500000,AP Potion,AP 포션,Poção AP
ITEM_NAME_600000,Chest,상자,Baú
