Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
UI_ADVENTUREBOSS_START_NOTI_SUB_DESC,Press to Continue .. {0},눌러서 계속하기.. {0},,,,,,,,,,
UI_ADVENTUREBOSS_FLOOR_REWARD_DESC,First Clear Reward for {0} floor,{0} 층 최초 클리어 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_TITLE,Adventure Boss Rewards,어드벤쳐 보스 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_OPERATIONAL_COMPENSATION,Operational Reward,운영 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_MY_RANK,My Cotribution rate,내 공헌도,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_MY_SCORE,My Score,내 점수,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_BOUNTY_PLACED,"The bounty I placed ",내 운영 금액,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_BOUNTY_PLACED_EMTY,You can receive rewards by participating in bounties.,현상금을 걸어서 운영에 참여하면 보상을 받을수 있습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_REWARD_POPUP_RECEIVE,Receive,받기,,,,,,,,,,
UI_ADVENTURE_BOSS_RANDOM_REWARD_OPERATOR_WINNER,Operator Winner,운영자중 당첨자,,,,,,,,,,
UI_ADVENTURE_BOSS_RANDOM_REWARD_POPUP_TITLE,Adventure Boss NCG Random Reward,어드벤쳐 보스 랜덤 NCG 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_RANDOM_REWARD_POPUP_DESC,5% of the total bounty is paid to one person.,전체 현상금의 5%는 1명에게 보상으로 지급됩니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_RANDOM_REWARD_PARTICIPANT_WINNER,Participant Winner,참가자중 당첨자,,,,,,,,,,
NOTIFICATION_CLAIM_ADVENTURE_BOSS_REWARD_COMPLETE,The winner of the Adventure Boss has been decided.,이번 시즌 당첨자가 결정되었습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_FIRST_INFO,The boss is determined when you place the first bounty.,보스는 최초 현상금을 걸때 결정됩니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_TOTAL_BOUNTY,Total Bounty,전체 현상금,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_CONFIRMED_REWARDS,Confirmed rewards for each boss,각 보스별 확정 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_EXPECTED_OPERATION_REWARDS,Expected Operating Rewards,기대 운영 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_EXPECTED_OPERATION_REWARDS_DESC,The amount of reward changes depending on the amount of bounty.,보상량은 현상금 총액에 따라 결정됩니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_PLACED_BOUNTY,The bounty I placed,내가 건 현상금,,,,,,,,,,
UI_ADVENTURE_BOSS_BOUNTY_POPUP_DESC,Place the first bounty and recruit participants to defeat the Adventure Boss.,최초의 현상금을 걸어 어드벤쳐 보스를 무찌를 참가자를 모집하세요.,,,,,,,,,,
WORLD_NAME_ADVENTURE_BOSS,ADVENTURE BOSS,어드벤쳐 보스,,,,,,,,,,
UI_ADVENTURE_BOSS_VIEW_ALL,View All,전부 보기,,,,,,,,,,
UI_ADVENTURE_BOSS_AP_USAGE,AP potion usage,AP 포션 사용량,,,,,,,,,,
UI_ADVENTURE_BOSS_UNLOCK_FLOOR_TITLE,Unlock locked floor,잠긴 층 열기,,,,,,,,,,
UI_ADVENTURE_BOSS_UNLOCK_FLOOR_DESC,"Unlocks floors {0} to {1}.
Unlock it with one of the two goods.","{0} 층에서 {1}층 잠금 해제.
두가지중 1개의 재료를 사용하여 잠금 해제해보세요.",,,,,,,,,,
UI_ADVENTURE_BOSS_UNLOCK_FLOOR_NCG_OPEN_BTN,Open,열기,,,,,,,,,,
UI_ADVENTURE_BOSS_UNLOCK_FLOOR_GOLDENDUST_OPEN_BTN,Open,열기,,,,,,,,,,
UI_ADVENTURE_BOSS_ENTER,Enter,들어가기,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE,Challenge,도전,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE_DESC,"Challenged floors that have not been cleared.
If you are defeated in battle, only the amount of AP potions used up to the point you cleared..","도전한 층의 공략에 실패했습니다.
전투 도중에 패배하면, 클리어한곳까지만큼의 AP포션만 사용됩니다.",,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE_UNLOCK,You must unlock the floor to play the challenge.,도전를 통해 새로운 충을 클리어 할 수 있습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE_GO_TO_UNLOCK,Go to unlock,해제하러 가기,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE_FIRST_CLEAR_REWARD,First Clear Reward,최초 클리어 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_CHALLENGE_RANDOM_REWARD,Random Reward,랜덤 보상,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_AP_DESC,AP potion to be used <size=18><b>{0}Max</b></size>,예상 사용 AP포션 <size=18><b>{0}Max</b></size>,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_BREAKTHROUGH,Breakthrough,돌파,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_BREAKTHROUGH_DESC,Break through all cleared floors.,돌파는 클리어한 스테이지 전체 대상,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_BREAKTHROUGH_FIRST_CLEAR_DESC,There is no first clear reward when playing Breakthrough.,돌파는 클리어 최초 보상을 받을수 없습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_BREAKTHROUGH_RANDOM_REWARD,Random Reward,랜덤 보상,,,,,,,,,,
UI_ADVENTUREBOSS_OPEN_FAILED_WHILE_BATTLE,You cannot open the adventure boss during battle.,배틀 도중에는 어드벤쳐 보스를 오픈할 수 없습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BATTLEPOPUP_BREAKTHROUGH_NO_CLEAR_DESC,There is no first clear reward when playing Breakthrough.,돌파는 클리어 최초 보상을 받을수 없습니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_BREAKTHROUGH,BREAKTHROUGH,돌파,,,,,,,,,,
UI_ADVENTURE_BOSS_CHALLENGE,CHALLENGE,도전,,,,,,,,,,
UI_NOT_ENOUGH_AP_POTION,Not enough ap potions,AP 포션이 부족합니다.,,,,,,,,,,
UI_ADVENTURE_BOSS_TOWER,TOWER,,,,,,,,,,,
UI_ADVENTURE_BOSS_RANDOM_CLEAR_REWARD,Random clear reward,,,,,,,,,,,
UI_ADVENTURE_BOSS_CUMULATIVE_SCORE,Cumulative Score,,,,,,,,,,,
UI_ADVENTURE_BOSS_RESULT,result,,,,,,,,,,,
UI_ADVENTURE_BOSS_FIRST_CLEAR_REWARD,First clear reward,,,,,,,,,,,
ADVENTURE_BOSS_RESULT_SUB_TITLE,Successfully reached the {0} floor,,,,,,,,,,,
ADVENTURE_BOSS_RESULT_AP_POTION_USED,{0} out of {1} were used.,,,,,,,,,,,
ADVENTURE_BOSS_STAGE_BUFF_NOTIFICATION,{0} Stage Buff Apply,,,,,,,,,,,
NOTIFICATION_ADVENTURE_BOSS_STAKING_LEVEL_WARNING,You need a higher staking level to participate in this adventure boss.,,,,,,,,,,,
