Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
SKILL_DESCRIPTION_500003,Deal damage to the enemy and apply Bleeding debuff. (Targets under Bleeding debuff lose HP each turn.),"적에게 데미지를 주고, 출혈 디버프를 부여합니다. (출혈 디버프에 걸린 대상은 자신의 턴마다 HP가 감소합니다.)",Danificar o inimigo e dar -lhe um debuff sangrando. (O alvo preso no debuff sangrando diminui a HP para cada turno próprio.),敵にダメージを与え、出血デバフを与えます。 （出血デバフがかかったターゲットは、自分のターンごとにHPが減少されます。）,Provoca daño en cada movimiento del enemigo y deja un efecto negativo de sangrado. (El objetivo con el efecto negativo de sangrado disminuye su vida en su turno).,สร้างความเสียหายให้กับศัตรูและทำให้เขามีเลือดออกดีบัฟ (เป้าหมายที่ติดอยู่ในการบีบอัดเลือดออกจะลด HP สำหรับแต่ละเทิร์นของตัวเอง),"Merusak musuh, dan memberinya debuff pendarahan. (Target yang ditangkap dalam debuff pendarahan mengurangi HP untuk setiap pergantian sendiri.)","Повредить врагу и дать ему кровоточащий дебафф. (Цель, попавшая в кровоточащий дебафф, уменьшает HP для каждого собственного поворота.)",损坏敌人，给他一个流血的贬值。 （在出血减益的情况下捕获的目标会减少每一转弯的HP。）,對敵人造成傷害，並給予他流血減益效果。 （陷入流血減益的目標每回合都會減少生命值。）,"Magdulot ng pinsala sa kalaban, at bigyan ito ng kahinaan ng pagdurugo. (Ang target na nahuli sa debuff ng pagdurugo ay nababawasan ang HP sa bawat paglipas ng sariling ikot.)",Gây sát thương cho kẻ thù và áp dụng dòng chảy chảy máu. (Các mục tiêu dưới sự chảy máu Debuff mất HP mỗi lượt.)
SKILL_DESCRIPTION_500004,Deal damage to the enemy and apply Bleeding debuff. (Targets under Bleeding debuff lose HP each turn.),"적에게 데미지를 주고, 출혈 디버프를 부여합니다. (출혈 디버프에 걸린 대상은 자신의 턴마다 HP가 감소합니다.)",Danificar o inimigo e dar -lhe um debuff sangrando. (O alvo preso no debuff sangrando diminui a HP para cada turno próprio.),敵にダメージを与え、出血デバフを与えます。 （出血デバフがかかったターゲットは、自分のターンごとにHPが減少されます。）,Provoca daño en cada movimiento del enemigo y deja un efecto negativo de sangrado. (El objetivo con el efecto negativo de sangrado disminuye su vida en su turno).,สร้างความเสียหายให้กับศัตรูและทำให้เขามีเลือดออกดีบัฟ (เป้าหมายที่ติดอยู่ในการบีบอัดเลือดออกจะลด HP สำหรับแต่ละเทิร์นของตัวเอง),"Merusak musuh, dan memberinya debuff pendarahan. (Target yang ditangkap dalam debuff pendarahan mengurangi HP untuk setiap pergantian sendiri.)","Повредить врагу и дать ему кровоточащий дебафф. (Цель, попавшая в кровоточащий дебафф, уменьшает HP для каждого собственного поворота.)",损坏敌人，给他一个流血的贬值。 （在出血减益的情况下捕获的目标会减少每一转弯的HP。）,對敵人造成傷害，並給予他流血減益效果。 （陷入流血減益的目標每回合都會減少生命值。）,"Magdulot ng pinsala sa kalaban, at bigyan ito ng kahinaan ng pagdurugo. (Ang target na nahuli sa debuff ng pagdurugo ay nababawasan ang HP sa bawat paglipas ng sariling ikot.)",Gây sát thương cho kẻ thù và áp dụng dòng chảy chảy máu. (Các mục tiêu dưới sự chảy máu Debuff mất HP mỗi lượt.)
SKILL_DESCRIPTION_500005,Deal damage to the enemy and apply Bleeding debuff. (Targets under Bleeding debuff lose HP each turn.),"적에게 데미지를 주고, 출혈 디버프를 부여합니다. (출혈 디버프에 걸린 대상은 자신의 턴마다 HP가 감소합니다.)",Danificar o inimigo e dar -lhe um debuff sangrando. (O alvo preso no debuff sangrando diminui a HP para cada turno próprio.),敵にダメージを与え、出血デバフを与えます。 （出血デバフがかかったターゲットは、自分のターンごとにHPが減少されます。）,Provoca daño en cada movimiento del enemigo y deja un efecto negativo de sangrado. (El objetivo con el efecto negativo de sangrado disminuye su vida en su turno).,สร้างความเสียหายให้กับศัตรูและทำให้เขามีเลือดออกดีบัฟ (เป้าหมายที่ติดอยู่ในการบีบอัดเลือดออกจะลด HP สำหรับแต่ละเทิร์นของตัวเอง),"Merusak musuh, dan memberinya debuff pendarahan. (Target yang ditangkap dalam debuff pendarahan mengurangi HP untuk setiap pergantian sendiri.)","Повредить врагу и дать ему кровоточащий дебафф. (Цель, попавшая в кровоточащий дебафф, уменьшает HP для каждого собственного поворота.)",损坏敌人，给他一个流血的贬值。 （在出血减益的情况下捕获的目标会减少每一转弯的HP。）,對敵人造成傷害，並給予他流血減益效果。 （陷入流血減益的目標每回合都會減少生命值。）,"Magdulot ng pinsala sa kalaban, at bigyan ito ng kahinaan ng pagdurugo. (Ang target na nahuli sa debuff ng pagdurugo ay nababawasan ang HP sa bawat paglipas ng sariling ikot.)",Gây sát thương cho kẻ thù và áp dụng dòng chảy chảy máu. (Các mục tiêu dưới sự chảy máu Debuff mất HP mỗi lượt.)
SKILL_DESCRIPTION_510001,Increase ATK & CRI and decrease DEF.,ATK & CRI가 증가하고 DEF가 감소합니다.,O ATK & CRI aumenta e a DEF diminui.,ATK＆CRIが増加し、DEFが減少します。,El Ataque y el Crítico aumentan mientras la Defensa disminuye.,ATK & CRI เพิ่มขึ้นและ DEF ลดลง,ATK & CRI meningkat dan DEF menurun.,ATK & CRI увеличивается и DEF уменьшается.,ATK和CRI增加并减少。,ATK 和 CRI 增加，DEF 減少。,ATK at CRI ay tataas habang ang DEF ay bababa.,Tăng ATK & CRI và giảm def.
SKILL_DESCRIPTION_510002,Increase ATK & CRI and decrease DEF.,ATK & CRI가 증가하고 DEF가 감소합니다.,O ATK & CRI aumenta e a DEF diminui.,ATK＆CRIが増加し、DEFが減少します。,El Ataque y el Crítico aumentan mientras la Defensa disminuye.,ATK & CRI เพิ่มขึ้นและ DEF ลดลง,ATK & CRI meningkat dan DEF menurun.,ATK & CRI увеличивается и DEF уменьшается.,ATK和CRI增加并减少。,ATK 和 CRI 增加，DEF 減少。,ATK at CRI ay tataas habang ang DEF ay bababa.,Tăng ATK & CRI và giảm def.
SKILL_DESCRIPTION_510003,Increase ATK & CRI and decrease DEF.,ATK & CRI가 증가하고 DEF가 감소합니다.,O ATK & CRI aumenta e a DEF diminui.,ATK＆CRIが増加し、DEFが減少します。,El Ataque y el Crítico aumentan mientras la Defensa disminuye.,ATK & CRI เพิ่มขึ้นและ DEF ลดลง,ATK & CRI meningkat dan DEF menurun.,ATK & CRI увеличивается и DEF уменьшается.,ATK和CRI增加并减少。,ATK 和 CRI 增加，DEF 減少。,ATK at CRI ay tataas habang ang DEF ay bababa.,Tăng ATK & CRI và giảm def.
SKILL_DESCRIPTION_510004,Increase ATK & CRI and decrease DEF.,ATK & CRI가 증가하고 DEF가 감소합니다.,O ATK & CRI aumenta e a DEF diminui.,ATK＆CRIが増加し、DEFが減少します。,El Ataque y el Crítico aumentan mientras la Defensa disminuye.,ATK & CRI เพิ่มขึ้นและ DEF ลดลง,ATK & CRI meningkat dan DEF menurun.,ATK & CRI увеличивается и DEF уменьшается.,ATK和CRI增加并减少。,ATK 和 CRI 增加，DEF 減少。,ATK at CRI ay tataas habang ang DEF ay bababa.,Tăng ATK & CRI và giảm def.
SKILL_DESCRIPTION_510005,Increase ATK & CRI and decrease DEF.,ATK & CRI가 증가하고 DEF가 감소합니다.,O ATK & CRI aumenta e a DEF diminui.,ATK＆CRIが増加し、DEFが減少します。,El Ataque y el Crítico aumentan mientras la Defensa disminuye.,ATK & CRI เพิ่มขึ้นและ DEF ลดลง,ATK & CRI meningkat dan DEF menurun.,ATK & CRI увеличивается и DEF уменьшается.,ATK和CRI增加并减少。,ATK 和 CRI 增加，DEF 減少。,ATK at CRI ay tataas habang ang DEF ay bababa.,Tăng ATK & CRI và giảm def.
SKILL_DESCRIPTION_600001,{0}% chance to inflict Bleeding debuff on all enemies for {1} turns. Targets under Bleeding debuff lose HP equal to {2} of the attacker's ATK when taking actions.,공격 시 {0}% 확률로 모든 적에게 출혈 디버프를 {1}턴 동안 부여합니다. 출혈에 걸린 적은 행동 시 시전자 ATK의 {2}만큼 피해를 입습니다.,"No seu turno, tem uma chance {0}% de aplicar um debuff sangrando a todos os inimigos por {1}. Os inimigos sangrados tomam danos iguais a {2} do ATK do lançador em ação.",攻撃時、{0}%の確率で全ての敵に出血デバフを{1}ターン付与する。出血にかかった敵は行動時に、詠唱者のATKの{2}のダメージを受ける。,"En cada turno, tiene una probabilidad de {0}% de aplicar un efecto negativo de sangrado a todos los enemigos para {1} turnos. Los enemigos afectados con el sangrado reciben daño igual a {2} del ataque del portador.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้ debuff เลือดออกกับศัตรูทั้งหมดสำหรับการหมุน {1} ศัตรูที่มีเลือดออกจะได้รับความเสียหายเท่ากับ {2} ของ ATK ของลูกล้อในการดำเนินการ,"Pada gilirannya, memiliki peluang {0}% untuk menerapkan debuff pendarahan untuk semua musuh untuk {1} belokan. Musuh pendarahan mengambil kerusakan yang sama dengan {2} dari ATK Caster on Action.","В вашей очереди имеет шанс {0}%, чтобы применить кровоточащий дебафф ко всем врагам для {1} поворотов. Кровоточащие враги получают урон, равный {2} АТК заклинателя при действии.",轮到您有一个{0}％的机会，可以将出血的减益施加到所有敌人的{1}转弯。出血敌人的损害等于施法者ATK的{2}。,每回合有 {0}% 的機率使所有敵人流血，持續 {1} 回合。流血的敵人在行動時受到施法者攻擊力 {2} 的傷害。,"Sa bawat oras ng pag atake, {0}% ang pagkakataon na magdulot ng pagdurugo sa lahat ng kalaban sa loob ng {1} sa oras ng iyong pag atake. Ang mga kalaban na may pagdurugo ay tatanggap ng pinsala na katumbas ng {2} ng ATK ng nagdulot kada aksyon.",{0}% cơ hội để gây chảy máu chảy máu cho tất cả kẻ thù cho các lượt {1}. Các mục tiêu dưới sự chảy máu Debuff mất HP bằng {2} ATK của kẻ tấn công khi thực hiện hành động.
SKILL_DESCRIPTION_700002,"{0}% chance to grant self Damage Reduction buff for {1} turns, reducing received damage by {2}.","공격 시 {0}% 확률로 자신에게 피해 감소 버프를 {1}턴 동안 부여해, 피격 시 받은 대미지를 {2} 만큼 감소시킵니다.","Na sua vez, há uma chance {0}% de aplicar um buff de redução de danos a si mesmo para {1} turnos, reduzindo o dano que você recebe por {2}.",攻撃時、{0}%の確率で自分にダメージ減少バフを{1}ターン間付与し、被撃ダメージを{2}減少させます。,"En su turno, hay una probabilidad de {0}% de aplicar un efecto potenciador de reducción de daños a usted mismo por {1} turno, reduciendo el daño que recibe por {2}.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้บัฟลดความเสียหายให้กับตัวเอง {1} เทีร์น ลดความเสียหายที่คุณได้รับโดย {2},"Pada gilirannya, ada peluang {0}% untuk menerapkan buff reduksi kerusakan pada diri Anda untuk {1} belokan, mengurangi kerusakan yang Anda terima dengan {2}.","В вашей очереди есть шанс {0}%, чтобы применить бафф для уменьшения урона для себя для {1} поворотов, уменьшая урон, который вы получаете на {2}.",轮到您有一个{0}％的机会，将减少损害的增益施加给自己{1}圈，将您收到的损害减少{2}。,在你的回合中，有 {0}% 的機率對自己施加傷害減免增益，持續 {1} 回合，使你受到的傷害減少 {2}。,"Sa oras ng iyong pag atake, mayroong {0}% na pagkakataon na malapatan ng buff na nagbabawas ng pinsala sa sarili sa {1} sa oras ng iyong pag atake, na nagpapababa ng pinsalang natatanggap mo ng {2}.","{0}% Cơ hội cấp cho Buff giảm sát thương tự cho các lượt {1}, giảm thiệt hại nhận được bằng {2}."
SKILL_DESCRIPTION_700003,"{0}% chance to grant self Critical Damage Increase buff for {1} turns, increasing Critical Damage by {2} when a Critical Hit occurs.","공격 시 {0}% 확률로 자신에게 크리티컬 대미지 증가 버프를 {1}턴 동안 부여해, 크리티컬 발생 시 {2} 만큼 크리티컬 대미지가 증가합니다.","No seu turno, há uma chance {0}% de aplicar um buff de aumento de danos críticos para si mesmo nas curvas {1}, aumentando os danos críticos por {2}.",攻撃時、{0}%の確率で自分にクリティカルダメージアップバフを{1}ターン間付与し、クリティカル発生時、クリティカルダメージが{2}アップします。,"A su turno, hay una probabilidad de {0}% de aplicar un aumento de daño crítico para usted mismo en {1} por turno, aumentando el daño crítico en {2}.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้บัฟเพิ่มพลังโจมตีคริติคอลให้กับตัวเอง {1} เทีร์น เพิ่มความเสียหายจากคริติคอล {2},"Pada gilirannya, ada peluang {0}% untuk menerapkan kerusakan kritis Buff untuk diri Anda sendiri untuk {1} belokan, meningkatkan kerusakan kritis sebesar {2}.","В вашей очереди есть шанс {0}%, чтобы применить Buff Crit Unaring Buff для себя для {1} поворотов, увеличивая критический урон на {2}.",轮到您有一个{0}％的机会，可以将危害损害增加增强的buff，以{1}圈，将关键损害增加{2}。,在你的回合中，有 {0}% 的機率對自己施加暴擊傷害增加增益，持續 {1} 回合，使暴擊傷害增加 {2}。,"Sa oras ng iyong pag atake, mayroong {0}% na pagkakataon na malapatan ng buff na nagpapataas ng pinsalang kritikal sa sarili sa {1} sa oras ng iyong pag atake, nagpapalaki ng pinsalang kritikal ng {2}.","{0}% Cơ hội cấp cho Buff tăng sát thương tự trọng cho các lượt {1}, tăng thiệt hại tới hạn bằng {2} khi xảy ra một cú đánh tới hạn."
SKILL_DESCRIPTION_500011,Deal damage to the enemy and increase ATK & SPD.,적에게 데미지를 가합니다. ATK & SPD를 증가시킵니다.,Danificar o inimigo. Aumente o ATK & SPD.,敵にダメージを与えます。 ATK＆SPDを増やします。,Daña al enemigo. Incrementa el ataque y la velocidad.,สร้างความเสียหายให้กับศัตรู เพิ่ม ATK & SPD,Merusak musuh. Tingkatkan ATK & SPD.,,损害敌人。增加ATK＆SPD。,傷害敵人。增加攻擊力和速度。,Pagpinsala sa kalaban. Tataas ang ATK at SPD.,Gây sát thương cho kẻ thù và tăng ATK & SPD.
SKILL_DESCRIPTION_500012,"Deal damage to the enemy, decrease the enemy's DEF.","적에게 데미지를 주고, 적의 DEF를 감소시킵니다.",Danificar o inimigo e reduzir o inimigo DEF.,敵にダメージを与え、敵のDEFを減らします。,Daña al enemigo y reduce la defensa.,สร้างความเสียหายให้กับศัตรูและลด DEF ของศัตรู,Merusak musuh dan mengurangi DEF musuh.,,损坏敌人并减少敌人DEF。,對敵人造成傷害並降低敵人的防禦力。,Pagpinsala sa kalaban ay mababawasan ang DEF ng kalaban.,"Gây sát thương cho kẻ thù, làm giảm Def của kẻ thù."
SKILL_DESCRIPTION_500013,"Deal damage to the enemy, increase ATK.",적에게 데미지를 가합니다. ATK를 증가시킵니다.,Danificar o inimigo. Aumente o ATK.,敵にダメージを与えます。 ATKを増やします。,Daña al enemigo. Aumenta el ataque,สร้างความเสียหายให้กับศัตรู เพิ่ม ATK,Merusak musuh. Tingkatkan ATK.,,损害敌人。增加ATK。,傷害敵人。增加攻擊力。,Pagpinsala sa kalaban. Tataas ang ATK,"Đặt thiệt hại cho kẻ thù, tăng ATK."
SKILL_DESCRIPTION_500014,Increase Critical Hit chance and Critical Damage.,치명타 확률과 피해량이 모두 증가합니다.,Aumenta a taxa crítica e os danos.,クリティカル確率とダメージが増加します。,Aumenta la probabilidad y el daño crítico.,เพิ่มอัตราคริติคอลและพลังโจมตี,Meningkatkan tingkat kritis dan kerusakan.,,提高关键率和损害。,提高暴擊率和傷害。,Nagpapataas ng tsyansa ng kritikal at pinsala.,Tăng cơ hội đánh quan trọng và thiệt hại quan trọng.
SKILL_DESCRIPTION_500015,Increase Critical Hit chance and Critical Damage.,치명타 확률과 피해량이 모두 증가합니다.,Aumenta a taxa crítica e os danos.,クリティカル確率とダメージが増加します。,Aumenta la tasa y el daño crítico.,เพิ่มอัตราคริติคอลและพลังโจมตี,Meningkatkan tingkat kritis dan kerusakan.,,提高关键率和损害。,提高暴擊率和傷害。,Nagpapataas ng tsyansa ng kritikal at pinsala.,Tăng cơ hội đánh quan trọng và thiệt hại quan trọng.
SKILL_DESCRIPTION_500016,Increase Critical Hit chance and Critical Damage.,치명타 확률과 피해량이 모두 증가합니다.,Aumenta a taxa crítica e os danos.,クリティカル確率とダメージが増加します。,Aumenta la tasa y el daño crítico.,เพิ่มอัตราคริติคอลและพลังโจมตี,Meningkatkan tingkat kritis dan kerusakan.,,提高关键率和损害。,提高暴擊率和傷害。,Nagpapataas ng tsyansa ng kritikal at pinsala.,Tăng cơ hội đánh quan trọng và thiệt hại quan trọng.
SKILL_DESCRIPTION_210011,{0}% chance to grant self ATK increase by {2}% and DEF decrease by {4}% for {1} turns.,공격 시 {0}% 확률로 자신에게 {1}턴 동안 ATK를 {2}%만큼 증가시키고 DEF를 {4}%만큼 감소시키는 버프를 부여합니다.,"Na sua vez, há uma chance {0}% de aplicar um aumento de ATK e definir o buff para si mesmo para {1} gira, aumentando o ATK por {2} e diminuindo o DEF por {4}.",攻撃時、{0}%確率で自分に{1}ターン間、ATKを{2}%増加させ、DEFを{4}%減少させるバフを付与します。,"A su turno, hay una probabilidad de {0}% de aplicar un aumento de ATK y Defin disminuye a Buff para usted para las vueltas {1}, aumentando ATK en {2} y disminuyendo DEF en {4}.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้ ATK เพิ่มขึ้นและ def ลด buff กับตัวเองสำหรับการหมุน {1} เพิ่ม ATK โดย {2} และลด def โดย {4},"Pada gilirannya, ada peluang {0}% untuk menerapkan peningkatan ATK dan Def mengurangi buff untuk diri Anda sendiri untuk {1} berbalik, meningkatkan ATK dengan {2} dan mengurangi def oleh {4}.","В вашей очереди есть {0}%, чтобы применить увеличение ATK и определить уменьшение бафф для себя для {1} поворотов, увеличивая ATK на {2} и уменьшая def на {4}.",轮到您有一个{0}％的机会，将ATK增加和DEF降低为{1}圈，将ATK提高到{2}并减少def {4}。,輪到您有一個{0}％的機會，將ATK增加和DEF降低為{1}圈，將ATK提高到{2}並減少def {4}。,"Sa iyong pagliko, mayroong isang {0}% na pagkakataon na mag -aplay ng isang pagtaas ng ATK at pagbaba ng buff sa iyong sarili para sa {1} lumiliko, pagtaas ng ATK sa pamamagitan ng {2} at pagbawas sa DEF sa pamamagitan ng {4}.",{0}% cơ hội cấp cho bản thân ATK tăng thêm {2}% và giảm def bằng {4}% cho các lượt {1}.
SKILL_DESCRIPTION_230005,{0}% chance to grant self CRI increase by {2}% and apply CRI decrease by {4}% to all enemy units for {3} turns.,공격 시 {0}% 확률로 자신에게 {1}턴 동안 CRI를 {2}%만큼 증가하는 버프를 부여하고 모든 적군에게 {3}턴 동안 CRI를 {4}%만큼 감소시키는 디버프를 부여합니다.,"Na sua vez, há uma chance {0}% de aplicar um buff de aumento do CRI a si mesmo por {1} gira, aumentando o CRI por {2}%, e aplicar um debuff para todos os inimigos para {3} turnos, reduzindo CRI por {4}%.",攻撃時、{0}%の確率で自分に{1}ターン間CRIを{2}%増加させるバフを付与し、すべての敵に{3}ターン間CRIを{4}%減少させるデバフを付与します。,"A su turno, hay una posibilidad de {0}% de aplicar un aumento de un aumento de CRI a usted mismo para {1} giros, aumentando CRI en {2}%, y aplicar una disminución de CRI de debuff a todos los enemigos para {3} giros, reduciendo, reduciendo CRI por {4}%.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้ Buff เพิ่ม CRI กับตัวเองสำหรับการหมุน {1} เพิ่ม CRI โดย {2}% และใช้การลดลงของ CRI ให้กับศัตรูทั้งหมดสำหรับการหมุน {3} CRI โดย {4}%,"Pada gilirannya, ada peluang {0}% untuk menerapkan buff peningkatan CRI untuk diri Anda sendiri untuk {1} berbalik, meningkatkan CRI dengan {2}%, dan menerapkan debuff penurunan CRI untuk semua musuh untuk {3} belokan, mengurangi CRI oleh {4}%.","В вашей очереди есть шанс {0}%, чтобы применить к себе бафф для себя для {1}, увеличивая CRI на {2}%, и применить дебафф CRI ко всем врагам для {3} поворотов, уменьшая Cri by {4}%.",轮到您有一个{0}％的机会，将CRI增加buff应用于{1}圈，将CRI提高{2}％，然后将CRI降低减debuff将debuff应用于所有敌人，以减少{3} {4}％的CRI。,輪到您有一個{0}％的機會，將CRI增加buff應用於{1}圈，將CRI提高{2}％，然後將CRI降低減debuff將debuff應用於所有敵人，以減少{3} { 4}％的CRI。,"Sa iyong pagliko, mayroong isang {0}% na pagkakataon na mag -aplay ng isang CRI dagdagan ang buff sa iyong sarili para sa {1} lumiliko, pagtaas ng CRI sa pamamagitan ng {2}%, at mag -apply ng isang CRI na bumaba ng debuff sa lahat ng mga kaaway para sa {3} lumiliko, pagbabawas CRI sa pamamagitan ng {4}%.",{0}% Cơ hội cấp cho CRI tự tăng bằng {2}% và áp dụng giảm CRI bằng {4}% cho tất cả các đơn vị của kẻ thù cho các lượt {3}.
