Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
TUTORIAL_02_010,Click the <b>craft button</b>.,<b>제작 버튼</b>을 클릭해줘.,"Agora, basta clicar no botão <b> Combinar </b>.",<b>アイテム製作ボタン</b>をクリックしてください。,"Ahora, dale clik en el <b>botón de combinar</b>.",กรุณาคลิก<b>ปุ่มผสม</b>,Klik Tombol Kerajinan <b> </b>.,,单击<b>工艺按钮</b>。,現在，只需單擊<b>組合按鈕</b>。,"Ngayon, i click lamang ang <b>Pagsamahin</b>.",Nhấp vào nút <b> Craft </b>.
TUTORIAL_02_011,"Alright, crafting has begun.","자, 이제 제작이 시작됐어.","Olhe lá, seu item solicitado foi iniciado.",製作が始りましたよ。,"Aquí está, el objeo que solicitaste ha comenzado a fabricarse",เห็นมั้ย ไอเทมที่เลือกได้เริ่มสร้างแล้ว,"Baiklah, kerajinan telah dimulai.",,好吧，手工制作已经开始。,看到那裡，您請求的項目已經開始。,"Tingnan mo, sinimulan na ang iyong hiling na item.","Được rồi, chế tạo đã bắt đầu."
TUTORIAL_02_012,Would you like to check the <b>workshop slot icon</b>?,<b>워크샵 슬롯 아이콘</b>을 눌러볼래?,"Agora, você pode abrir o ícone <b> workshop </b> abaixo?",<b>工房スロットパネル</b>を開けてもらえますか？,"Ahora, puedes abrir el ícono de <b>Taller</b> que está abajo?",เอาล่ะ คุณเปิด<b>ไอคอนเวิร์กชอป</b>ด้านล่างได้มั้ย,Apakah Anda ingin memeriksa ikon slot lokakarya <b> </b>?,,您想检查<b>车间插槽图标</b>吗？,現在，您可以打開下面的<b>創意工坊圖標</b>嗎？,"Ngayon, maaari mo bang buksan ang <b>Workshop</b> sa ibaba?",Bạn có muốn kiểm tra biểu tượng khe hội thảo <b> </b> không?
TUTORIAL_02_013,Here's the workshop slot. You can see the progress of equipment crafting.,여기는 워크샵 슬롯이야. 장비 제작 진행상황을 볼 수 있어.,Você pode ver o progresso da produção do seu equipamento aqui.,製作の進捗状況はここで確認できます。,Aquí puedes ver el progreso de producción de tus equipos.,คุณสามารถติดตามกระบวนการสร้างอุปกรณ์ได้ที่นี่,Inilah slot lokakarya. Anda dapat melihat kemajuan kerajinan peralatan.,,这是车间插槽。您可以看到设备制作的进度。,您可以在這裡查看您的裝備的生產進度。,Makikita mo dito ang pag usad ng produksyon ng iyong kagamitan.,Đây là vị trí hội thảo. Bạn có thể thấy tiến trình chế tạo thiết bị.
TUTORIAL_02_014,"The gauge has changed! Now, just wait for one block to complete it.",게이지가 바뀌었어! 이제 1블록만 기다리면 완성되겠군!,"O medidor subiu! Desta vez, só temos que esperar um bloco.",ゲージが変わりました！あと1ブロック待つと完成です！,La barra ha subido! Esta vez sólo tenemos que esperar un bloque.,มาตรวัดได้ขยับขึ้นแล้ว เราต้องรอไปอีกแค่ 1 บล็อคเท่านั้น,"Pengukur telah berubah! Sekarang, tunggu saja satu blok untuk menyelesaikannya.",,仪表发生了变化！现在，只需等待一个块即可完成它。,指標已經上升了！這次我們只需要等待 1 個區塊。,Ang panukat ay umangat! Kailangan na lang nating maghintay ng 1 block ngayon.,"Máy đo đã thay đổi! Bây giờ, chỉ cần đợi một khối để hoàn thành nó."
TUTORIAL_02_015,An exclamation point appeared in the mail!,메일에 느낌표가 나타났어!,Olhar! Há um ponto de exclamação no seu ícone da caixa de correio.,メールボックスに「！」マークがついてます！,Mira! Hay un signo de exclamación en tu buzón.,ดูสิ มีเครื่องหมายอัศเจรีย์ในจดหมาย!,Titik seru muncul di pos!,,邮件中出现了一个感叹号！,看！你的郵箱上有一個感嘆號。,Tingnan mo! May tandang padamdam sa iyong mailbox.,Một dấu chấm than xuất hiện trong thư!
TUTORIAL_02_016,It seems like the crafting is complete. Click the <b>mail icon</b>.,제작이 완료된 것 같아. <b>메일 아이콘</b>을 클릭하자.,Aposto que é o seu pedido de oficina. Hehehe. Clique no ícone <b> e -mail </b> e descobriremos.,製作が完了したようです。<b>メールボックス</b>を開いてみましょう。,Apuesto que es tu pedido del Taller. Hehehe. Dale click al ícono de <b>Correo</b> y lo descubriremos.,ฉันคิดว่าการสร้างอุปกรณ์เสร็จสมบูรณ์แล้ว คลิกที่<b>ไอคอนเมล</b>แล้วไปดูกัน,Sepertinya kerajinan selesai. Klik Ikon Mail <b> </b>.,,似乎制作完成了。单击<b>邮件图标</b>。,我打賭這是你的工作坊訂單。呵呵。單擊<b>郵件圖標</b>，我們就會找到答案。,Sigurado akong iyan ay ang iyong Workshop order. Hehehe. I-click ang <b>Mail icon</b> at ating alamin.,Có vẻ như chế tạo đã hoàn thành. Nhấp vào biểu tượng <b> mail </b>.
TUTORIAL_02_017,Let's receive the crafted item.,제작한 아이템을 받아보자.,Vamos clicar em <b> Receber </b> O equipamento preenchido.,製作したアイテムを受け取りましょう。,Vamos a haccer click en <b>Recibir</b> para obtener el equipo completado.,คลิกเพื่อ<b>รับ</b>อุปกรณ์ที่เสร็จสมบูรณ์,Mari kita terima barang yang dibuat.,,让我们收到精心设计的物品。,讓我們點擊<b>接收</b>已完成的裝備。,Mag click tayo upang <b>tanggapin</b> ang nakumpletong kagamitan.,Hãy nhận các mặt hàng được chế tạo.
TUTORIAL_02_018,You've successfully crafted the item! Well done!,아이템 제작에 성공했구나! 잘했어!,Seu primeiro item foi forjado com sucesso. Caminho a ir!,アイテム製作に成功しましたね！すごい！,Tu primer objeto se ha forjado con éxito! Bien hecho!,คุณสร้างไอเท็มชิ้นสำเร็จ! เยี่ยมไปเลย!,Anda telah berhasil membuat item! Bagus sekali!,,您已经成功制作了该物品！做得好！,您的第一個物品已成功鍛造。幹得好！,Ang iyong unang item ay matagumpay na nabuo. Mahusay!,Bạn đã chế tạo thành công các mặt hàng! Làm tốt!
TUTORIAL_02_019,Do you see the exclamation point on the character icon?,캐릭터 아이콘에 느낌표가 나타난 게 보이니?,Há um novo ponto de exclamação sobre o painel de personagens!,キャラクターのアイコンに「！」マークがついているの見られますか？,Hay un nuevo signo de exlamación sobre tu panel de personaje!,คุณเห็นเครื่องหมายอัศเจรีย์บนไอคอนตัวละครไหม,Apakah Anda melihat titik seru pada ikon karakter?,,您是否看到字符图标上的感叹号？,你的角色面板上出現了一個新的感嘆號！,May bago na namang tandang padamdam sa iyong panig ng Karakter!,Bạn có thấy dấu chấm than trên biểu tượng nhân vật không?
TUTORIAL_02_020,It means you can equip a new weapon <b>here</b>.,<b>여기</b>에서 새 무기를 장착할 수 있다는 뜻이야.,É informando que você pode equipar uma arma melhor.,それは<b>ここ</b>で新しい武器が装着できることを示しています。,Te esta indicando que puedes equipar un arma mejor.,นั้นหมายความว่าคุณสามารถส่วมใส่อาวุธใหม่ได้ที่นี่,Ini berarti Anda dapat melengkapi senjata baru <b> di sini </b>.,,这意味着您可以在此处装备新的武器<b> </b>。,它讓你知道你可以裝備更好的武器。,Sinasabi nitong maaari kang mag suot ng mas malalakas na sandata.,Điều đó có nghĩa là bạn có thể trang bị một vũ khí mới <b> tại đây </b>.
TUTORIAL_02_021,Click on the <b>weapon</b>.,<b>무기</b>를 클릭해줘.,Clique na arma <b> </b>.,<b>武器</b>をクリックしてください。,Dale click en el <b>Arma</b>.,กรุณาคลิกที่<b>อาวุธ</b>,Klik pada <b> senjata </b>.,,单击<b>武器</b>。,請點擊<b>武器</b>。,Pakiusap i click ang <b>sandata</b>.,Nhấp vào <b> vũ khí </b>.
TUTORIAL_02_022,Click <b>equip</b>!,<b>장착</b>을 클릭해줘.,Agora clique em <b> o botão de equipamento </b> para aceitar.,<b>装着ボタン</b>をクリックしてください。,Ahora dale click en el botón de <b>Equipar</b> para aceptar.,กรุณาคลิกที่ปุ่ม<b>ส่วมใส่</b>,Klik <b> Equip </b>!,,单击<b>设备</b>！,現在點擊<b>裝備按鈕</b>接受。,Ngayon i click ang <b>isuot</b> upang tanggapin.,Nhấp vào <b> trang bị </b>!
TUTORIAL_02_023,Your ATK has increased with the new weapon!,무기로 너의 ATK가 증가했어!,Esta nova arma melhorou bastante sua capacidade de ataque!,武器を装着して攻撃力が大幅に上がりました！,Esta nueva arma ha mejorado enormemente tu capacidad de Ataque!,อาวุธใหม่นี้ช่วยเพิ่มความสามารถในการโจมตีของคุณอย่างมาก!,ATK Anda telah meningkat dengan senjata baru!,,您的ATK随着新武器而增加！,這把新武器大大提高了你的攻擊力！,Ang bagong sandatang ito ay lubos na nagpataas sa iyong kakayahan sa pag-atake!,ATK của bạn đã tăng lên với vũ khí mới!
TUTORIAL_02_024,"Now, let's test the new weapon.",이제 새 무기를 테스트해보자.,Vamos voltar à batalha e realmente testar esta nova arma.,ダンジョンで新しい武器を試してみましょう。,"Volvamos a la batalla, y probemos esta nueva arma EN SERIO.",เราลองไปทดสอบอาวุธใหม่กันเถอะ,"Sekarang, mari kita uji senjata baru.",,现在，让我们测试新武器。,讓我們回到戰鬥中，真正測試一下這個新武器。,Bumalik tayo sa labanan at tunay na subukan ang bagong sandatang ito.,"Bây giờ, hãy thử nghiệm vũ khí mới."
TUTORIAL_02_025,Click <b>outside</b> to close the panel.,<b>바깥</b>을 클릭하면 패널이 닫힐 거야.,"Se você clicar no <b> Background </b>, o painel primeiro será fechado.",<b>パネル外</b>をクリックすると表示されているパネルが閉じます。,"Si haces click en el <b>Fondo</b>, se cerrará el panel frontal.",หากคุณคลิก<b>พื้นหลัง</b>แผงจะปิดให้เอง,Klik <b> di luar </b> untuk menutup panel.,,单击<b>外部</b>关闭面板。,如果您單擊<b>背景</b>，前面板將關閉。,"Kung i-click mo ang <b>background</b>, magsasara ang panel",Nhấp vào <b> bên ngoài </b> để đóng bảng điều khiển.
TUTORIAL_02_026,Go back to the <b>lobby</b> and head to the dungeon.,<b>로비</b>로 돌아가서 던전으로 출발하자.,Teremos que voltar para <b> o lobby </b> para chegar às masmorras.,<b>ロビー</b>に戻ってダンジョンに向かいましょう。,Tendremos que regresar al <b>Menu principal</b> para volver a las mazmorras.,เราต้องกลับไปหน้า<b>ล็อบบี้</b>เพื่อที่จะเลือกดันเจี้ยน,Kembali ke lobi <b> </b> dan pergilah ke ruang bawah tanah.,,回到大厅</b>，然后前往地牢。,我們必須返回<b>大廳</b>才能到達地牢。,Kailangan nating bumalik sa <b>lobby</b> para makarating sa mga dungeon.,Quay trở lại sảnh <b> </b> và đi đến ngục tối.
TUTORIAL_02_027,Let's go to the next stage!,다음 스테이지로 가보자!,Vamos para o próximo estágio!,次のステージに行きましょう！,¡Vamos a la siguiente etapa!,ไปที่ขั้นต่อไป!,Ayo pergi ke tahap berikutnya!,,让我们去下一阶段！,讓我們去下一階段！,Pumunta tayo sa susunod na yugto!,Hãy đi đến giai đoạn tiếp theo!
TUTORIAL_02_013_L01,"Since this world is stored on the blockchain, it takes some time to be actually executed.",이 세계는 블록체인에 저장되고 있기 때문에 실제 실행되기까지는 시간이 걸려.,"Este mundo é armazenado em uma blockchain, por isso leva tempo para processar e correr.",この世界はブロックチェーンに記録されているため、実行に時間がかかります。,"Este mundo se almacena en una cadena de bloques, por lo que lleva tiempo procesar y ejecutar.",โลกนี้ถูกเก็บไว้ใน blockchain ดังนั้นจึงต้องใช้เวลาในการประมวลผลและเรียกใช้,"Karena dunia ini disimpan di blockchain, dibutuhkan waktu untuk benar -benar dieksekusi.",,由于这个世界存储在区块链上，因此实际执行需要一些时间。,這個世界存儲在區塊鏈上，因此需要時間來處理和運行。,"Ang mundong ito ay naka -imbak sa isang blockchain, kaya nangangailangan ng oras upang maproseso at tumakbo.","Vì thế giới này được lưu trữ trên blockchain, nên phải mất một thời gian để thực sự được thực hiện."
TUTORIAL_02_014_L01,"In the future, if you make stronger equipment, you'll have to wait longer.",앞으로 더 강한 장비를 만들게 되면 더 오랜 시간 기다려야 해.,Equipamento mais poderoso leva para tempos de produção mais longos.,より強力な装備は、より長い製作時間にかかります。,El equipo más potente lleva tiempos de producción más largos.,อุปกรณ์ที่ทรงพลังกว่าใช้เวลาในการผลิตนานขึ้น,"Di masa depan, jika Anda membuat peralatan yang lebih kuat, Anda harus menunggu lebih lama.",,将来，如果您制造更强的设备，则必须等待更长的时间。,更強大的設備需要更長的生產時間。,Ang mas malakas na kagamitan ay tumatagal sa mas mahabang oras ng paggawa.,"Trong tương lai, nếu bạn tạo ra thiết bị mạnh hơn, bạn sẽ phải đợi lâu hơn."
TUTORIAL_02_014_L02,"But don't worry. If you place an item crafting order, you can do other things while waiting.","하지만 걱정마. 아이템 제작 주문만 넣어두면, 기다리는 동안 너는 다른 걸 할 수 있으니까.","Não se preocupe. Em vez disso, você pode fazer outras coisas enquanto aguarda seu pedido.",でも心配しないで。代わりに、製作を待っている間に他のことをすればいいから。,"No te preocupes. En cambio, puede hacer otras cosas mientras espera su pedido.",ไม่ต้องกังวล. คุณสามารถทำสิ่งอื่น ๆ ได้ในขณะที่รอคำสั่งซื้อของคุณ,"Tapi jangan khawatir. Jika Anda melakukan pemesanan kerajinan barang, Anda dapat melakukan hal -hal lain sambil menunggu.",,但是不用担心。如果您下达商品制作订单，则可以在等待时做其他事情。,不用擔心。相反，您可以在等待訂單時做其他事情。,"Huwag kang mag -alala. Sa halip, maaari kang gumawa ng iba pang mga bagay habang naghihintay para sa iyong order.","Nhưng đừng lo lắng. Nếu bạn đặt hàng chế tạo vật phẩm, bạn có thể làm những việc khác trong khi chờ đợi."
TUTORIAL_02_014_L06,"It's hard to give an exact conversion, but roughly, 1 block might take around 15 seconds to 1 minute.",정확히 환산해서 얘기할 순 없지만 1블록은 대략 15초~1분 정도까지 걸릴 수 있어.,,正確には言えませんがこの世界の時間の流れは、「あなた」の時間で1ブロックが約10秒から1分です。,"El tiempo fluye de una manera que no puedo describir aquí, un bloque equivale a 10 segundos, otras veces puede ser todo un minuto en ""tú"" tiempo.",ในโลกนี้เวลาผ่านไปอย่างไม่สม่ำเสมอ บล็อคนึงอาจใช้เวลา1นาทีหรือ10วินาที มันไม่แน่นอน,"Sulit untuk memberikan konversi yang tepat, tetapi kira -kira, 1 blok mungkin memakan waktu sekitar 15 detik hingga 1 menit.",,很难进行精确的转换，但是大约1个街区可能需要大约15秒至1分钟。,時間在這里以一種我無法描述的方式消逝和流動，一個街區有時是 10 秒，有時可能是“你的”時間的一整分鐘。,"Ang oras ay umuusad at dumadaloy dito sa paraang hindi ko maipaliwanag, minsan ang isang block ay katumbas ng sampung segundo, sa ibang pagkakataon naman ay maaari itong maging isang buong minuto ng 'iyong' oras.","Thật khó để chuyển đổi chính xác, nhưng khoảng 1 khối có thể mất khoảng 15 giây đến 1 phút."
TUTORIAL_02_014_L08,"A letter will be delivered to your mailbox, notifying you when the equipment is finished.",장비가 다 만들어지고 나면 자동으로 우편이 도착할 거야.,"Uma carta será entregue à sua caixa de correio, notificando -o quando o equipamento for concluído.",製作が完了すると自動でメールボックスまで配送されます。,"Se entregará una carta a su buzón, notificándole cuando el equipo esté terminado.",จดหมายจะถูกส่งไปยังกล่องจดหมายของคุณแจ้งให้คุณทราบเมื่ออุปกรณ์เสร็จสิ้น,"Surat akan dikirimkan ke kotak surat Anda, memberi tahu Anda ketika peralatan selesai.",,一封信将发送到您的邮箱，并在设备完成后通知您。,一封信將發送到您的郵箱，並在設備完成後通知您。,"Ang isang liham ay maihatid sa iyong mailbox, ipagbigay -alam sa iyo kapag natapos ang kagamitan.","Một lá thư sẽ được gửi đến hộp thư của bạn, thông báo cho bạn khi thiết bị kết thúc."
TUTORIAL_BATTLE_MSG_110,Let's defeat the first monster!,첫 몬스터를 무찔러보자!,Vamos derrotar o primeiro inimigo!,初の敵を倒しましょう！,¡Derroquemos al primer enemigo!,มาเอาชนะศัตรูคนแรกกันเถอะ!,Mari kita kalahkan monster pertama!,,让我们击败第一个怪物！,讓我們擊敗第一個敵人！,Talunin natin ang unang kaaway!,Hãy đánh bại con quái vật đầu tiên!
TUTORIAL_BATTLE_MSG_211,"Congratulations, you're already stronger!","축하해, 벌써 더 강해졌어!",Parabéns! Você se tornou mais forte,おめでとう！すでに強くなりましたよ！,¡Felicidades! Te has vuelto más fuerte,ยินดีด้วย! คุณแข็งแกร่งขึ้น,"Selamat, Anda sudah lebih kuat!",,恭喜，您已经更强壮了！,恭喜！你變得更強壯,Binabati kita! Naging mas malakas ka,"Xin chúc mừng, bạn đã mạnh mẽ hơn!"
TUTORIAL_BATTLE_MSG_313,"Pretty cool, huh?",아주 멋진데?,"Muito legal, hein?",カッコイイじゃん！,"Bastante genial, ¿eh?",ค่อนข้างเท่ห์หะ?,"Cukup keren, ya?",,很酷，是吗？,很酷，是嗎？,"Medyo cool, ha?","Khá tuyệt, hả?"
TUTORIAL_BATTLE_MSG_420,"As you stack combos, the damage increases gradually.",콤보를 쌓을 수록 데미지가 점점 높아져.,"Se você apostar muito, o dano será mais alto!",コンボを重ねるにつれ、ダメージはより高くなります！,"Si replantea mucho combo, ¡el daño es más alto!",หากคุณเดิมพันคอมโบจำนวนมากความเสียหายจะสูงขึ้น!,"Jika Anda mempertaruhkan banyak kombo, kerusakannya lebih tinggi!",,,如果您佔用大量組合，損壞會更高！,"Kung nag -stake up ka ng maraming combo, mas mataas ang pinsala!","Khi bạn xếp các combo, thiệt hại tăng dần."
TUTORIAL_BATTLE_MSG_520,The combo probability increases when the level difference between you and the monster is smaller!,콤보 확률은 나와 몬스터의 레벨 차가 적을 수록 높아지지!,A probabilidade de uma combinação aumenta dependendo do nível do inimigo e da diferença de seu nível.,コンボの確率は、自分のレベルと敵のレベルの差が少ないほど高くなります。,La probabilidad de un combo aumenta dependiendo del nivel del enemigo y la diferencia de tu nivel.,ความน่าจะเป็นของคอมโบเพิ่มขึ้นขึ้นอยู่กับระดับของศัตรูและความแตกต่างของระดับของคุณ,Probabilitas kombo meningkat tergantung pada level musuh dan perbedaan level Anda.,,,組合的可能性會根據敵人的水平和您的水平差異而增加。,Ang posibilidad ng isang combo ay nagdaragdag depende sa antas ng kaaway at ang pagkakaiba ng iyong antas.,Xác suất kết hợp tăng khi sự khác biệt về mức độ giữa bạn và quái vật nhỏ hơn!
TUTORIAL_BATTLE_MSG_312,"It's time for the boss to appear, let's prove your strength!","보스가 나타날 차례야, 강함을 증명해보자!",É hora de o chefe aparecer! Experimente sua força!,ボスが現れました。あなたの強さを証明しましょう！,¡Es hora de que el jefe aparezca! ¡Prueba tu fuerza!,ถึงเวลาที่เจ้านายจะปรากฏตัว! ลองใช้ความแข็งแกร่งของคุณ!,Sudah waktunya bagi bos untuk muncul! Coba kekuatan Anda!,Пришло время появиться боссом! Попробуйте свою силу!,是时候让老板出现了！尝试你的力量！,是時候讓老闆出現了！嘗試你的力量！,Panahon na upang magpakita ang boss! Subukan ang iyong lakas!,"Đã đến lúc ông chủ xuất hiện, hãy chứng minh sức mạnh của bạn!"
TUTORIAL_BATTLE_MSG_620,Now you can fight faster!,이제 더 빠르게 싸울 수 있어!,Você pode usar a velocidade agora! Lute mais rápido!,これからスピードアップできます！より速く戦おう！,¡Puedes usar la velocidad ahora! ¡Lucha más rápido!,คุณสามารถใช้ความเร็วได้ทันที! ต่อสู้เร็วขึ้น!,Anda dapat menggunakan kecepatan sekarang! Berjuang lebih cepat!,Вы можете использовать скорость сейчас! Борьба быстрее!,您现在可以使用速度！战斗更快！,您現在可以使用速度！戰鬥更快！,Maaari mong gamitin ang bilis ngayon! Lumaban nang mas mabilis!,Bây giờ bạn có thể chiến đấu nhanh hơn!
TUTORIAL_BATTLE_MSG_840,Let's run faster!,좀 더 빠르게 달려보자!,Vamos!,さあ、走ろう！,¡Vamos!,ไปกันเถอะ!,Ayo pergi!,Пойдем!,我们走吧！,我們走吧！,Lets go!,Hãy chạy nhanh hơn!
TUTORIAL_NOT_BATTLE_101,"Soon, you'll be able to craft equipment in the upcoming workshop.",곧 오픈할 워크샵에서는 장비를 제작할 수 있어,"No workshop em breve, você pode criar equipamentos.",間もなく解放される工房では、装備の製作ができます。,"En el taller que pronto abrirá, puede crear equipos.",ในการประชุมเชิงปฏิบัติการเร็ว ๆ นี้คุณสามารถสร้างอุปกรณ์ได้,"Di bengkel yang akan segera dibuka, Anda dapat membuat peralatan.",В семинаре в скором времени вы можете создать оборудование.,在即将开放的研讨会中，您可以制作设备。,在即將開放的研討會中，您可以製作設備。,"Sa lalong madaling panahon na bukas na pagawaan, maaari kang gumawa ng kagamitan.","Chẳng mấy chốc, bạn sẽ có thể chế tạo thiết bị trong hội thảo sắp tới."
TUTORIAL_NOT_BATTLE_102,"Not only will you get stronger with equipment, but you can also earn <b>NCG</b>.",장비로 강해지는 것 뿐만 아니라 <b>NCG</b> 도 얻을 수 있어,"Não apenas ajuda você a crescer significativamente, mas também ganha NCG",それはあなたが大幅に成長するのに役立つだけでなく、<b>NCG</b>を獲得するのにも役立ちます。,"No solo te ayuda a crecer significativamente, sino que también te gana NCG",มันไม่เพียง แต่ช่วยให้คุณเติบโตอย่างมีนัยสำคัญ แต่ยังได้รับคุณ NCG,Itu tidak hanya membantu Anda tumbuh secara signifikan tetapi juga memberi Anda NCG,"Это не только поможет вам значительно расти, но и зарабатывает вам NCG",它不仅可以帮助您显着成长，还可以赚取NCG,它不僅可以幫助您顯著成長，還可以賺取NCG,Hindi lamang ito makakatulong sa iyo na lumago nang malaki ngunit kumita ka rin sa NCG,Bạn sẽ không chỉ mạnh mẽ hơn với thiết bị mà còn có thể kiếm được <b> NCG </b>.
