Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
ITEM_NAME_201006,Tasty Omelet,공들인 오므라이스,Omelete Ótima,すごいオムレツ,Gran Omelet,ไข่เจียวยอดเยี่ยม,Omelet yang Luar Biasa,,大煎蛋卷,大煎蛋,Masarap na Omelet,Trứng ốp la thơm ngon
ITEM_NAME_201007,Delicious Omelet,전설의 오므라이스,Omelete Lendária,伝説のオムレツ,Omelet Legendario,ไข่เจียวในตำนาน,Omelet Legendaris,,传统煎蛋卷,傳奇煎蛋,Maalamat na Omelet,Trứng ốp la ngon
ITEM_NAME_201008,Edible Beef Rice,그저 그런 비프라이스,Arroz com Carne Bovina sem Gosto,不味いビーフライス,Arroz con Carne insípido,ข้าวหน้าเนื้อรสจืด,Nasi Daging Sapi Hambar,,无味牛肉饭,無味的牛肉米,Walang lasang Kanin ng Baka,Cơm thịt bò có thể ăn được
ITEM_NAME_201009,Tasty Beef Rice,윤기 나는 비프라이스,Arroz com Carne Bovina Saboroso,美味しいビーフライス,Arroz con Carne sabroso,ข้าวหน้าเนื้อรสเด็ด,Nasi Daging Sapi yang Lezat,,鲜美牛肉饭,美味的牛肉米,Masarap na Kanin ng Baka,Cơm thịt bò thơm ngon
ITEM_NAME_201010,Savory Beef Rice,전설의 비프라이스,Arroz com Carne Bovina Lendária,伝説のビーフライス,Arroz con Carne Legendario,ข้าวหน้าเนื้อในตำนาน,Nasi Daging Sapi Legendaris,,传统牛肉饭,傳奇牛肉米,Maalamat na Kanin ng Baka,Cơm thịt bò thơm ngon
ITEM_NAME_201011,Steak,스테이크,Bife,ステーキ,Filete,สเต็ก,Steak,,牛排,牛扒,Steak,Bít tết
ITEM_NAME_201012,Juicy Steak,모둠스테이크,Bife Maravilhoso,すごいステーキ,Gran FIlete,สเต็กที่ดี,Steak yang enak,,大牛排,大牛排,Masarap na Steak,Bít tết mọng nước
ITEM_NAME_201013,Succulent Steak,전설의 스테이크,Bife Lendário,伝説のステーキ,Filete Legendario,สเต็กในตำนาน,Steak Legendaris,,传奇牛排,傳奇牛排,Maalamat na Steak,Bít tết mọng nước
ITEM_NAME_201014,Shrimp Pizza,쉬림프 피자,Pizza de camarão,シュリンプピザ,Pizza de camarones,พิซซ่ากุ้ง,Udang pizza,Креветка пицца,虾比萨饼,蝦比薩,Pizza na hipon,Pizza tôm
ITEM_NAME_201015,Tasty Shrimp Pizza,윤기나는 쉬림프 피자,Pizza de camarão saboroso,おいしいシュリンプピザ,Sabrosa pizza de camarón,พิซซ่ากุ้งแสนอร่อย,Pizza udang lezat,Вкусная креветка пицца,鲜美虾比萨饼,美味的蝦比薩,Masarap na Pizza na Hipon,Pizza tôm thơm ngon
ITEM_NAME_201016,Artisan Shrimp Pizza,전설의 쉬림프 피자,Pizza de camarão lendário,伝説のシュリンプピザ,Pizza de camarones Legendaria,พิซซ่ากุ้งในตำนาน,Pizza udang legendaris,Легендарная пицца креветки,传奇虾比萨饼,傳奇的蝦比薩,Maalamat na Pizza na Hipon,Pizza tôm nghệ nhân
ITEM_NAME_201017,Salt And Pepper Shrimp,솔트 앤 페퍼 쉬림프,Camarão de sal e pimenta,ソルト＆ペッパーシュリンプ,Camarones con sal y pimienta,กุ้งเกลือและพริกไทย,Udang garam dan lada,Креветки соли и перца,盐和胡椒虾,鹽和胡椒蝦,Asin at Pamintang Hipon,Tôm muối và tiêu
ITEM_NAME_201018,Tasty Salt And Pepper Shrimp,윤기나는 솔트 앤 페퍼 쉬림프,Saboroso sal e pimenta camarão,おいしいソルト＆ペッパーシュリンプ,Camarones sabrosos con sal y pimienta,กุ้งเกลือและพริกไทยอร่อย,Udang garam dan lada lezat,Вкусная соль и перца креветки,美味的盐和胡椒虾,美味的鹽和胡椒蝦,Masarap na Asin at Pamintang Hipon,Muối ngon và tôm tiêu
ITEM_NAME_201019,Gourmet Salt and Pepper Shrimp,전설의 솔트 앤 페퍼 쉬림프,Camarão lendário de sal e pimenta,伝説的なソルト＆ペッパーシュリンプ,Camarones Legendarios con Sal y Pimienta,กุ้งเกลือและพริกไทยในตำนาน,Udang garam dan lada legendaris,Легендарная соль и перца креветки,传奇盐和胡椒虾,傳奇鹽和胡椒蝦,Maalamat na Asin at Pamintang Hipon,Tôm muối và tiêu dành cho người sành ăn
ITEM_NAME_201020,Canned Almonds,아몬드캔,Amêndoas enlatadas,缶詰アーモンド,Almendras enlatadas,อัลมอนด์กระป๋อง,Almond kalengan,Консервированный миндаль,杏仁罐头,杏仁罐頭,De-latang almendras,Hạnh nhân đóng hộp
ITEM_NAME_201021,Legendary Canned Almonds,전설의 아몬드캔,Amêndoas enlatadas lendárias,伝説の缶詰アーモンド,Almendras enlatadas legendarias,อัลมอนด์กระป๋องในตำนาน,Almond kalengan legendaris,Легендарный консервированный миндаль,传奇罐装杏仁,傳奇的杏仁罐頭,Maalamat na De-latang Almendras,Hạnh nhân đóng hộp huyền thoại
ITEM_NAME_10100000,Wooden Club,나뭇가지,Taco de Madeira,棍棒,Porra de madera,ไม้กระบอง,Pentungan Kayu,,木棍,棒槌,Kahoy na Pampalo,Câu lạc bộ gỗ
ITEM_NAME_10110000,Long Sword,롱 소드,Espada Longa,ロングソード,Espada Larga,ดาบยาว,Pedang Panjang,,长剑,長劍,Mahabang Espada,Long Kiếm
ITEM_NAME_10111000,Long Sword,롱 소드,Espada Longa,ロングソード,Espada Larga,ดาบยาว,Pedang Panjang,,长剑,長劍,Mahabang Espada,Long Kiếm
ITEM_NAME_10112000,Long Sword,롱 소드,Espada Longa,ロングソード,Espada Larga,ดาบยาว,Pedang Panjang,,长剑,長劍,Mahabang Espada,Long Kiếm
ITEM_NAME_10113000,Long Sword,롱 소드,Espada Longa,ロングソード,Espada Larga,ดาบยาว,Pedang Panjang,,长剑,長劍,Mahabang Espada,Long Kiếm
ITEM_NAME_10114000,Long Sword,롱 소드,Espada Longa,ロングソード,Espada Larga,ดาบยาว,Pedang Panjang,,长剑,長劍,Mahabang Espada,Long Kiếm
ITEM_NAME_10120000,Gladiator Sword,검투사 검,Espada do Gladiador,グラディエーターソード,Espada de Gladiador,ดาบกลาดิเอเตอร์,Pedang Gladiator,,角斗士剑,角斗士劍,Espada ng Manlalaban,Võ sĩ giác đấu.
ITEM_NAME_10121000,Gladiator Sword,검투사 검,Espada do Gladiador,グラディエーターソード,Espada de Gladiador,ดาบกลาดิเอเตอร์,Pedang Gladiator,,角斗士剑,角斗士劍,Espada ng Manlalaban,Võ sĩ giác đấu.
ITEM_NAME_10122000,Gladiator Sword,검투사 검,Espada do Gladiador,グラディエーターソード,Espada de Gladiador,ดาบกลาดิเอเตอร์,Pedang Gladiator,,角斗士剑,角斗士劍,Espada ng Manlalaban,Võ sĩ giác đấu.
ITEM_NAME_10123000,Gladiator Sword,검투사 검,Espada do Gladiador,グラディエーターソード,Espada de Gladiador,ดาบกลาดิเอเตอร์,Pedang Gladiator,,角斗士剑,角斗士劍,Espada ng Manlalaban,Võ sĩ giác đấu.
ITEM_NAME_10124000,Gladiator Sword,검투사 검,Espada do Gladiador,グラディエーターソード,Espada de Gladiador,ดาบกลาดิเอเตอร์,Pedang Gladiator,,角斗士剑,角斗士劍,Espada ng Manlalaban,Võ sĩ giác đấu.
ITEM_NAME_10130000,Black Crow Sword,까마귀의 검,Espada do Corvo Negro,ブラッククロウソード,Espada del cuervo Negro,ดาบอีกาดำ,Pedang Gagak Hitam,,黑乌鸦剑,黑烏鴉劍,Espada ng Itim na Uwak,Hắc Nha bảo kiếm.
ITEM_NAME_10131000,Black Crow Sword,까마귀의 검,Espada do Corvo Negro,ブラッククロウソード,Espada del cuervo Negro,ดาบอีกาดำ,Pedang Gagak Hitam,,黑乌鸦剑,黑烏鴉劍,Espada ng Itim na Uwak,Hắc Nha bảo kiếm.
ITEM_NAME_10132000,Black Crow Sword,까마귀의 검,Espada do Corvo Negro,ブラッククロウソード,Espada del cuervo Negro,ดาบอีกาดำ,Pedang Gagak Hitam,,黑乌鸦剑,黑烏鴉劍,Espada ng Itim na Uwak,Hắc Nha bảo kiếm.
ITEM_NAME_10133000,Black Crow Sword,까마귀의 검,Espada do Corvo Negro,ブラッククロウソード,Espada del cuervo Negro,ดาบอีกาดำ,Pedang Gagak Hitam,,黑乌鸦剑,黑烏鴉劍,Espada ng Itim na Uwak,Hắc Nha bảo kiếm.
ITEM_NAME_10134000,Black Crow Sword,까마귀의 검,Espada do Corvo Negro,ブラッククロウソード,Espada del cuervo Negro,ดาบอีกาดำ,Pedang Gagak Hitam,,黑乌鸦剑,黑烏鴉劍,Sebak ng Itim na Uwak,Hắc Nha bảo kiếm.
ITEM_NAME_10130001,Heavy Sword,무거운 검,Espada Pesada,ヘヴィソード,Espada Pesada,ดาบหนัก,Heavy Sword,,重剑,重劍,Mabigat na Espada,Kiếm nặng
ITEM_NAME_10131001,Heavy Sword,무거운 검,Espada Pesada,ヘヴィソード,Espada Pesada,ดาบหนัก,Heavy Sword,,重剑,重劍,Mabigat na Espada,Kiếm nặng
ITEM_NAME_10132001,Heavy Sword,무거운 검,Espada Pesada,ヘヴィソード,Espada Pesada,ดาบหนัก,Heavy Sword,,重剑,重劍,Mabigat na Espada,Kiếm nặng
ITEM_NAME_10133001,Heavy Sword,무거운 검,Espada Pesada,ヘヴィソード,Espada Pesada,ดาบหนัก,Heavy Sword,,重剑,重劍,Mabigat na Espada,Kiếm nặng
ITEM_NAME_10134001,Heavy Sword,무거운 검,Espada Pesada,ヘヴィソード,Espada Pesada,ดาบหนัก,Heavy Sword,,重剑,重劍,Mabigat na Espada,Kiếm nặng
ITEM_NAME_10140000,War Sword,전쟁 검,Espada de Guerra,ウォーソード,Espada de Guerra,ดาบสงคราม,Pedang Perang,,战争剑,戰劍,Espadang Pandigmaan,binh đao
ITEM_NAME_10141000,War Sword,전쟁 검,Espada de Guerra,ウォーソード,Espada de Guerra,ดาบสงคราม,Pedang Perang,,战争剑,戰劍,Espadang Pandigmaan,binh đao
ITEM_NAME_10142000,War Sword,전쟁 검,Espada de Guerra,ウォーソード,Espada de Guerra,ดาบสงคราม,Pedang Perang,,战争剑,戰劍,Espadang Pandigmaan,binh đao
ITEM_NAME_10143000,War Sword,전쟁 검,Espada de Guerra,ウォーソード,Espada de Guerra,ดาบสงคราม,Pedang Perang,,战争剑,戰劍,Espadang Pandigmaan,binh đao
ITEM_NAME_10144000,War Sword,전쟁 검,Espada de Guerra,ウォーソード,Espada de Guerra,ดาบสงคราม,Pedang Perang,,战争剑,戰劍,Espadang Pandigmaan,Chiến tranh Kiếm
ITEM_NAME_10140001,Asgardian Sword,아스가르드의 검,Espada Asgardiana,アスガルドソード,Espada Asgardiana,ดาบของแอสการ์ด,Pedang Asgard,,阿斯加德之剑,阿斯加德劍,Espada ng Asgardian,Thanh kiếm Asgard
ITEM_NAME_10141001,Asgardian Sword,아스가르드의 검,Espada Asgardiana,アスガルドソード,Espada Asgardiana,ดาบของแอสการ์ด,Pedang Asgard,,阿斯加德之剑,阿斯加德劍,Espada ng Asgardian,Thanh kiếm Asgard
ITEM_NAME_10142001,Asgardian Sword,아스가르드의 검,Espada Asgardiana,アスガルドソード,Espada Asgardiana,ดาบของแอสการ์ด,Pedang Asgard,,阿斯加德之剑,阿斯加德劍,Espada ng Asgardian,Thanh kiếm Asgard
ITEM_NAME_10143001,Asgardian Sword,아스가르드의 검,Espada Asgardiana,アスガルドソード,Espada Asgardiana,ดาบของแอสการ์ด,Pedang Asgard,,阿斯加德之剑,阿斯加德劍,Espada ng Asgardian,Thanh kiếm Asgard
ITEM_NAME_10144001,Asgardian Sword,아스가르드의 검,Espada Asgardiana,アスガルドソード,Espada Asgardiana,ดาบของแอสการ์ด,Pedang Asgard,,阿斯加德的剑,阿斯加德劍,Espada ng Asgardian,Thanh kiếm Asgard
ITEM_NAME_10150000,Dainsleif,다인슬레이프,Dainsleif,ダーインスレイヴ,Dainsleif,Dainsleif,Dainsleif,,戴斯莱夫,丹斯萊夫,Dainsleif,Dainleif (huyện)
ITEM_NAME_10151000,Dainsleif,다인슬레이프,Dainsleif,ダーインスレイヴ,Dainsleif,Dainsleif,Dainsleif,,戴斯莱夫,丹斯萊夫,Dainsleif,Dainleif (huyện)
ITEM_NAME_10152000,Dainsleif,다인슬레이프,Dainsleif,ダーインスレイヴ,Dainsleif,Dainsleif,Dainsleif,,戴斯莱夫,丹斯萊夫,Dainsleif,Dainleif (huyện)
ITEM_NAME_10153000,Dainsleif,다인슬레이프,Dainsleif,ダーインスレイヴ,Dainsleif,Dainsleif,Dainsleif,,戴斯莱夫,丹斯萊夫,Dainsleif,Dainleif (huyện)
ITEM_NAME_10154000,Dainsleif,다인슬레이프,Dainsleif,ダーインスレイヴ,Dainsleif,Dainsleif,Dainsleif,,戴斯莱夫,丹斯萊夫,Dainsleif,Dainleif (huyện)
ITEM_NAME_10150001,Surtr Sword,수르트 검,Espada de Sourt,スルトの剣,Espada de Surt,ดาบของ Sourt,Pedang Sourt,,高尔的剑,蘇爾特之劍,Espada ni Surt,Kiếm Surtr
ITEM_NAME_10151001,Surtr Sword,수르트 검,Espada de Sourt,スルトの剣,Espada de Surt,ดาบของ Sourt,Pedang Sourt,,高尔的剑,蘇爾特之劍,Espada ni Surt,Kiếm Surtr
ITEM_NAME_10152001,Surtr Sword,수르트 검,Espada de Sourt,スルトの剣,Espada de Surt,ดาบของ Sourt,Pedang Sourt,,高尔的剑,蘇爾特之劍,Espada ni Surt,Kiếm Surtr
ITEM_NAME_10153001,Surtr Sword,수르트 검,Espada de Sourt,スルトの剣,Espada de Surt,ดาบของ Sourt,Pedang Sourt,,高尔的剑,蘇爾特之劍,Espada ni Surt,Kiếm Surtr
ITEM_NAME_10154001,Surtr Sword,수르트 검,Espada de Sourt,スルトの剣,Espada de Surt,ดาบของ Sourt,Pedang Sourt,,高尔的剑,蘇爾特之劍,Espada ni Surt,Kiếm Surtr
ITEM_NAME_10155000,Valkyrie’s Sword,발키리의 검,Espada da Valquíria,ヴァルキリーソード,Espada de Valkiria,ดาบของวาลคิรี,Pedang Valkyrie,,女武神的剑,女武神的劍,Espada ng Valkyrie,Thanh kiếm Valkyrie.
ITEM_NAME_10200000,Ragged Clothes,누더기 옷,Roupas Esfarrapadas,ボロボロの服,Ropa Desgastada,เสื้อผ้ามอมแมม,Pakaian compang-camping,,鹑衣,破爛的衣服,Butas na Kasuotan,Quần áo rách rưới
ITEM_NAME_10210000,Casual Clothes,천 옷,Roupas Casuais,カジュアルな服,Ropa Casual,ชุดลำลอง,Pakaian sederhana,,休闲服,休閒服,Kaswal na Kasuotan,Quần áo thường ngày
ITEM_NAME_10211000,Casual Clothes,천 옷,Roupas Casuais,カジュアルな服,Ropa Casual,ชุดลำลอง,Pakaian sederhana,,休闲服,休閒服,Kaswal na Kasuotan,Quần áo thường ngày
ITEM_NAME_10212000,Casual Clothes,천 옷,Roupas Casuais,カジュアルな服,Ropa Casual,ชุดลำลอง,Pakaian sederhana,,休闲服,休閒服,Kaswal na Kasuotan,Quần áo thường ngày
ITEM_NAME_10213000,Casual Clothes,천 옷,Roupas Casuais,カジュアルな服,Ropa Casual,ชุดลำลอง,Pakaian sederhana,,休闲服,休閒服,Kaswal na Kasuotan,Quần áo thường ngày
ITEM_NAME_10214000,Casual Clothes,천 옷,Roupas Casuais,カジュアルな服,Ropa Casual,ชุดลำลอง,Pakaian sederhana,,休闲服,休閒服,Kaswal na Kasuotan,Quần áo thường ngày
ITEM_NAME_10220000,Leather Clothes,가죽 옷,Roupa de Couro,革の服,Ropa de Cuero,เสื้อผ้าหนัง,Pakaian Kulit,,皮革服装,皮革衣服,Balat na Kasuotan,Quần áo da
ITEM_NAME_10221000,Leather Clothes,가죽 옷,Roupa de Couro,革の服,Ropa de Cuero,เสื้อผ้าหนัง,Pakaian Kulit,,皮革服装,皮革衣服,Balat na Kasuotan,Quần áo da
ITEM_NAME_10222000,Leather Clothes,가죽 옷,Roupa de Couro,革の服,Ropa de Cuero,เสื้อผ้าหนัง,Pakaian Kulit,,皮革服装,皮革衣服,Balat na Kasuotan,Quần áo da
ITEM_NAME_10223000,Leather Clothes,가죽 옷,Roupa de Couro,革の服,Ropa de Cuero,เสื้อผ้าหนัง,Pakaian Kulit,,皮革服装,皮革衣服,Balat na Kasuotan,Quần áo da
ITEM_NAME_10224000,Leather Clothes,가죽 옷,Roupa de Couro,革の服,Ropa de Cuero,เสื้อผ้าหนัง,Pakaian Kulit,,皮革服装,皮革衣服,Balat na Kasuotan,Quần áo da
ITEM_NAME_10230000,Black Crow Armor,검은 까마귀의 갑옷,Armadura do Corvo Negro,ブラッククロウアーマー,Armadura del Cuervo Negro,ชุดเกราะอีกาดำ,Baju zirah Gagak hitam,,黑乌鸦装甲,黑烏鴉盔甲,Baluti ng Itim na Uwak,Áo giáp quạ đen
ITEM_NAME_10231000,Black Crow Armor,검은 까마귀의 갑옷,Armadura do Corvo Negro,ブラッククロウアーマー,Armadura del Cuervo Negro,ชุดเกราะอีกาดำ,Baju zirah Gagak hitam,,黑乌鸦装甲,黑烏鴉盔甲,Baluti ng Itim na Uwak,Áo giáp quạ đen
ITEM_NAME_10232000,Black Crow Armor,검은 까마귀의 갑옷,Armadura do Corvo Negro,ブラッククロウアーマー,Armadura del Cuervo Negro,ชุดเกราะอีกาดำ,Baju zirah Gagak hitam,,黑乌鸦装甲,黑烏鴉盔甲,Baluti ng Itim na Uwak,Áo giáp quạ đen
ITEM_NAME_10233000,Black Crow Armor,검은 까마귀의 갑옷,Armadura do Corvo Negro,ブラッククロウアーマー,Armadura del Cuervo Negro,ชุดเกราะอีกาดำ,Baju zirah Gagak hitam,,黑乌鸦装甲,黑烏鴉盔甲,Baluti ng Itim na Uwak,Áo giáp quạ đen
ITEM_NAME_10234000,Black Crow Armor,검은 까마귀의 갑옷,Armadura do Corvo Negro,ブラッククロウアーマー,Armadura del Cuervo Negro,ชุดเกราะอีกาดำ,Baju zirah Gagak hitam,,黑乌鸦装甲,黑烏鴉盔甲,Baluti ng Itim na Uwak,Áo giáp quạ đen
ITEM_NAME_10230001,Hermes' Clothes,헤르메스의 옷,Roupa de Hermes,エルメスの服,Ropa de Hermes,เสื้อผ้าของ Hermes,Pakaian Hermes,,爱马仕的衣服,愛馬仕的衣服,Kasuotan ng Hermes,Quần áo Hermes
ITEM_NAME_10231001,Hermes' Clothes,헤르메스의 옷,Roupa de Hermes,エルメスの服,Ropa de Hermes,เสื้อผ้าของ Hermes,Pakaian Hermes,,爱马仕的衣服,愛馬仕的衣服,Kasuotan ng Hermes,Quần áo Hermes
ITEM_NAME_10232001,Hermes' Clothes,헤르메스의 옷,Roupa de Hermes,エルメスの服,Ropa de Hermes,เสื้อผ้าของ Hermes,Pakaian Hermes,,爱马仕的衣服,愛馬仕的衣服,Kasuotan ng Hermes,Quần áo Hermes
ITEM_NAME_10233001,Hermes' Clothes,헤르메스의 옷,Roupa de Hermes,エルメスの服,Ropa de Hermes,เสื้อผ้าของ Hermes,Pakaian Hermes,,爱马仕的衣服,愛馬仕的衣服,Kasuotan ng Hermes,Quần áo Hermes
ITEM_NAME_10234001,Hermes' Clothes,헤르메스의 옷,Roupa de Hermes,エルメスの服,Ropa de Hermes,เสื้อผ้าของ Hermes,Pakaian Hermes,,爱马仕的衣服,愛馬仕的衣服,Kasuotan ng Hermes,Quần áo Hermes
ITEM_NAME_10240000,War Armor,전쟁 갑옷,Armadura de Guerra,ウォーアーマー,Armadura de Guerra,ชุดเกราะสงคราม,Baju Zirah Perang,,战争装甲,戰爭盔甲,Baluting Pandigmaan,áo giáp chiến tranh
ITEM_NAME_10241000,War Armor,전쟁 갑옷,Armadura de Guerra,ウォーアーマー,Armadura de Guerra,ชุดเกราะสงคราม,Baju Zirah Perang,,战争装甲,戰爭盔甲,Baluting Pandigmaan,áo giáp chiến tranh
ITEM_NAME_10242000,War Armor,전쟁 갑옷,Armadura de Guerra,ウォーアーマー,Armadura de Guerra,ชุดเกราะสงคราม,Baju Zirah Perang,,战争装甲,戰爭盔甲,Baluting Pandigmaan,áo giáp chiến tranh
ITEM_NAME_10243000,War Armor,전쟁 갑옷,Armadura de Guerra,ウォーアーマー,Armadura de Guerra,ชุดเกราะสงคราม,Baju Zirah Perang,,战争装甲,戰爭盔甲,Baluting Pandigmaan,áo giáp chiến tranh
ITEM_NAME_10244000,War Armor,전쟁 갑옷,Armadura de Guerra,ウォーアーマー,Armadura de Guerra,ชุดเกราะสงคราม,Baju Zirah Perang,,战争装甲,戰爭盔甲,Baluting Pandigmaan,áo giáp chiến tranh
ITEM_NAME_10240001,Asgardian Armor,아스가르드의 갑옷,Armadura Asgardiana,アスガルドアーマー,Armadura Asgardiana,ชุดเกราะของแอสการ์ด,Baju Zirah Asgard,,阿斯加德的盔甲,阿斯加德裝甲,Baluti ng Asgardian,Áo giáp Asgard
ITEM_NAME_10241001,Asgardian Armor,아스가르드의 갑옷,Armadura Asgardiana,アスガルドアーマー,Armadura Asgardiana,ชุดเกราะของแอสการ์ด,Baju Zirah Asgard,,阿斯加德的盔甲,阿斯加德裝甲,Baluti ng Asgardian,Áo giáp Asgard
ITEM_NAME_10242001,Asgardian Armor,아스가르드의 갑옷,Armadura Asgardiana,アスガルドアーマー,Armadura Asgardiana,ชุดเกราะของแอสการ์ด,Baju Zirah Asgard,,阿斯加德的盔甲,阿斯加德裝甲,Baluti ng Asgardian,Áo giáp Asgard
ITEM_NAME_10243001,Asgardian Armor,아스가르드의 갑옷,Armadura Asgardiana,アスガルドアーマー,Armadura Asgardiana,ชุดเกราะของแอสการ์ด,Baju Zirah Asgard,,阿斯加德的盔甲,阿斯加德裝甲,Baluti ng Asgardian,Áo giáp Asgard
ITEM_NAME_10244001,Asgardian Armor,아스가르드의 갑옷,Armadura Asgardiana,アスガルドアーマー,Armadura Asgardiana,ชุดเกราะของแอสการ์ด,Baju Zirah Asgard,,阿斯加德的盔甲,阿斯加德裝甲,Baluti ng Asgardian,Áo giáp Asgard
ITEM_NAME_10250000,Surtr Armor,수르트 갑옷,Armadura de Surt,スルトの鎧,Armadura de Surt,เกราะของเซอร์ต,Baju Zirah Surt,Доспехи Сурта,苏尔特的铠甲,蘇爾特的鎧甲,Armadura ni Surt,Giáp Surtr
ITEM_NAME_10251000,Surtr Armor,수르트 갑옷,Armadura de Surt,スルトの鎧,Armadura de Surt,เกราะของเซอร์ต,Baju Zirah Surt,Доспехи Сурта,苏尔特的铠甲,蘇爾特的鎧甲,Armadura ni Surt,Giáp Surtr
ITEM_NAME_10252000,Surtr Armor,수르트 갑옷,Armadura de Surt,スルトの鎧,Armadura de Surt,เกราะของเซอร์ต,Baju Zirah Surt,Доспехи Сурта,苏尔特的铠甲,蘇爾特的鎧甲,Armadura ni Surt,Giáp Surtr
ITEM_NAME_10253000,Surtr Armor,수르트 갑옷,Armadura de Surt,スルトの鎧,Armadura de Surt,เกราะของเซอร์ต,Baju Zirah Surt,Доспехи Сурта,苏尔特的铠甲,蘇爾特的鎧甲,Armadura ni Surt,Giáp Surtr
ITEM_NAME_10254000,Surtr Armor,수르트 갑옷,Armadura de Surt,スルトの鎧,Armadura de Surt,เกราะของเซอร์ต,Baju Zirah Surt,Доспехи Сурта,苏尔特的铠甲,蘇爾特的鎧甲,Armadura ni Surt,Giáp Surtr
ITEM_NAME_10250001,Ancient Armor,고대의 갑옷,Armadura Ancestral,太古の鎧,Armadura Antigua,ชุดเกราะโบราณ,Baju Zirah Kuno,,古代盔甲,古老的盔甲,Sinaunang baluti,áo giáp cổ
ITEM_NAME_10251001,Ancient Armor,고대의 갑옷,Armadura Ancestral,太古の鎧,Armadura Antigua,ชุดเกราะโบราณ,Baju Zirah Kuno,,古代盔甲,古老的盔甲,Sinaunang baluti,áo giáp cổ
ITEM_NAME_10252001,Ancient Armor,고대의 갑옷,Armadura Ancestral,太古の鎧,Armadura Antigua,ชุดเกราะโบราณ,Baju Zirah Kuno,,古代盔甲,古老的盔甲,Sinaunang baluti,áo giáp cổ
ITEM_NAME_10253001,Ancient Armor,고대의 갑옷,Armadura Ancestral,太古の鎧,Armadura Antigua,ชุดเกราะโบราณ,Baju Zirah Kuno,,古代盔甲,古老的盔甲,Sinaunang baluti,áo giáp cổ
ITEM_NAME_10254001,Ancient Armor,고대의 갑옷,Armadura Ancestral,太古の鎧,Armadura Antigua,ชุดเกราะโบราณ,Baju Zirah Kuno,,古代盔甲,古老的盔甲,Sinaunang baluti,áo giáp cổ
ITEM_NAME_10255000,Heavenly Cat,천상의 고양이,Gato Celeste,ヘブンリーキャット,Gato Celestial,แมวสวรรค์,Kucing Surgawi,,天猫,天貓,Pusang Makalangit,Thiên đạo
ITEM_NAME_10310000,Basic Belt,허리끈,Cinto,ベルト,Cinturón Básico,เข็มขัดธรรมดา,Sabuk,,腰带,基本款腰帶,Pangunahing Sinturon,Thắt lưng cơ bản
ITEM_NAME_10311000,Basic Belt,허리끈,Cinto,ベルト,Cinturón Básico,เข็มขัดธรรมดา,Sabuk,,腰带,基本款腰帶,Pangunahing Sinturon,Thắt lưng cơ bản
ITEM_NAME_10312000,Basic Belt,허리끈,Cinto,ベルト,Cinturón Básico,เข็มขัดธรรมดา,Sabuk,,腰带,基本款腰帶,Pangunahing Sinturon,Thắt lưng cơ bản
