Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
ERROR_CODE_INSUFFICIENT_BALANCE,Insufficient balance.,잔고가 부족합니다.,Saldo insuficiente.,残高が足りません。,Fondos insuficientes.,ยอดเงินไม่เพียงพอ,mencukupi.,Недостаточный баланс.,余额不足。,餘額不足。,Kulang ang pera,Thiếu cân bằng.
ERROR_NOT_GRINDING_EQUIPPED,The equipment you are wearing cannot be ground.,착용중인 장비는 분해할 수 없습니다.,O equipamento que você está usando não pode ser moído.,着用している装備はグラインドできません。,El equipo que estas puesto no puede ser desmantelado.,อุปกรณ์ที่คุณสวมใส่ไม่สามารถบดได้,Peralatan yang Anda kenakan tidak dapat digiling.,"Оборудование, которое вы носите, не может быть применено.",您穿的设备无法研磨。,您穿的裝備無法研磨。,Ang mga kagamitan na iyong suot ay hindi maaaring ma-grind,Các thiết bị bạn đang mặc không thể là mặt đất.
ERROR_NOT_GRINDING_OVER,You can grind up to {0} pieces of equipment at a time.,한번에 분해 할 수 있는 장비는 최대 {0}개입니다.,Você pode moer até {0} peças de equipamento por vez.,一度に最大{0}個までグラインドできます。,Puedes desmantelar hasta {0} piezas de equipo a la vez.,คุณสามารถบดอุปกรณ์ได้มากถึง {0} ชิ้นในแต่ละครั้ง,Anda dapat menggiling hingga {0} potong peralatan sekaligus.,Вы можете размолоть до {0} кусков оборудования за раз.,您一次最多可以研磨{0}件设备。,您一次最多可以研磨{0}件裝備。,Maaari kang maggrind ng hanggang sa {0} piraso ng kagamitan nang sabay-sabay.,Bạn có thể mài tối đa {0} thiết bị cùng một lúc.
ERROR_NOT_GRINDING_TABCHANGE,It is not possible to move during grinding. Turn off the grind and move.,분해 중에는 이동이 불가능 합니다. 분해를 마치고 이동해주세요.,Não é possível se mover durante a moagem. Desligue a moagem e mova -se.,グラインド中には移動できません。グラインドをオフにして移動してください。,No es posible moverse durante la desmantelación. Termina el proceso y podrás moverte..,เป็นไปไม่ได้ที่จะย้ายระหว่างการบด ปิดการบดแล้วย้าย,Tidak mungkin bergerak selama penggilingan. Matikan kesibukan dan pindahkan.,Невозможно двигаться во время шлифования. Выключите шлифование и двигайтесь.,在研磨过程中不可能移动。关闭研磨并移动。,在研磨過程中不可能移動。關閉研磨並移動。,Hindi maaaring gumalaw habang nasa proseso ng grinding. Ihinto ang pag-grind para maka galaw muli.,Không thể di chuyển trong quá trình mài. Tắt máy nghiền và di chuyển.
ERROR_NOT_ENOUGH_AVATAR_LEVEL,Your character's level is too low.,아직 레벨이 충분하지 않습니다.,Nível de avatar insuficiente.,レベルが十分ではありません。,No tienes suficiente nivel.,ตัวละครเลเวลไม่เพียงพอ,Level avatar yang tidak cukup.,Недостаточно уровня аватара.,没有足够的头像水平。,人物等級不夠。,Hindi sapat ang antas ng iyong karakter,Mức độ nhân vật của bạn quá thấp.
ERROR_SWEEP_REQUIRED_CP,Required CP is higher than equipped CP.,착용한 장비가 요구 CP를 만족시키지 못했습니다.,Required CP is higher than equipped CP.,現在のCPが必要CPより低いです。,El CP requerido es mas alto que el CP equipado.,CP ที่ต้องการขั้นต่ำสูงกว่า CP ที่ใส่อยู่,Required CP is higher than equipped CP.,Required CP is higher than equipped CP.,Required CP is higher than equipped CP.,所需的CP高於配備的CP。,Ang kinakailangang CP ay mas mataas kaysa sa kasalukuyang CP.,CP yêu cầu cao hơn CP được trang bị.
ERROR_ROUND_NOT_FOUND_EXCEPTION,This round does not exist.,해당 라운드가 존재하지 않습니다.,Esta rodada não existe.,このラウンドは存在しません。,Esta ronda no existe.,รอบนี้ไม่มีอยู่,Babak ini tidak ada.,Этого раунда не существует.,这一轮不存在。,這一輪不存在。,Wala ang round na ito.,Vòng này không tồn tại.
ERROR_ARENA_SCORE_ALREADY_CONTAINS_EXCEPTION,Results already processed.,이미 처리된 결과입니다.,Resultados já processados.,すでに処理された結果です。,Resultados ya procesados.,คำขอนี้ได้ดำเนินการเสร็จสิ้นแล้ว,Hasil sudah diproses.,Результаты уже обработаны.,结果已经处理。,結果已經處理過。,Ang mga resulta ay naiproseso na.,Kết quả đã được xử lý.
ERROR_ARENA_INFORMATION_ALREADY_CONTAINS_EXCEPTION,This request has already been processed.,이미 처리된 요청입니다.,Esta solicitação já foi processada.,このリクエストはすでに処理されています。,Esta solicitud ya ha sido procesada.,คำขอนี้ได้รับการดำเนินการแล้ว,Permintaan ini telah diproses.,Этот запрос уже обработан.,该请求已经处理过。,該請求已經處理過。,Ang kahilingang ito ay naiproseso na.,Yêu cầu này đã được xử lý.
ERROR_ARENA_PARTICIPANTS_NOT_FOUND_EXCEPTION,Participation information is not verified.,참가정보가 확인되지 않습니다.,As informações de participação não são verificadas.,参加情報が確認できません。,La información de participación no se verifica.,ข้อมูลการมีส่วนร่วมไม่ได้รับการยืนยัน,Informasi partisipasi tidak diverifikasi.,Информация об участии не проверена.,参与信息未验证。,參與信息未驗證。,Ang impormasyon sa paglahok ay hindi napatunayan.,Thông tin tham gia không được xác minh.
ERROR_ARENA_AVATAR_STATE_NOT_FOUND_EXCEPTION,Avatar information is not verified.,아바타 정보가 확인되지 않습니다.,As informações de avatar não são verificadas.,アバター情報の確認ができません。,La información del personaje no está verificada.,ข้อมูลอวาตาร์ไม่ได้รับการยืนยัน,Informasi Avatar tidak diverifikasi.,Аватарная информация не проверена.,阿凡达信息未验证。,人物信息未驗證。,Hindi na-verify ang impormasyon ng iyong karakter.,Thông tin Avatar không được xác minh.
ERROR_ARENA_SCORE_NOT_FOUND_EXCEPTION,Arena score is not verified.,아레나 점수가 확인되지 않습니다.,A pontuação da arena não é verificada.,アリーナスコアが確認できません。,El puntaje de la arena no está verificado.,คะแนนอารีน่าไม่ได้รับการยืนยัน,Skor arena tidak diverifikasi.,Оценка арены не проверена.,竞技场得分未得到验证。,競技場得分未驗證。,Ang marka sa arena ay hindi mapatunayan.,Điểm Arena không được xác minh.
ERROR_ARENA_INFORMATION_NOT_FOUND_EXCEPTION,Unconfirmed request.,확인되지 않은 요청입니다.,Solicitação não confirmada.,未確認のリクエストです。,Solicitud no confirmada.,คำขอไม่ได้รับการยืนยัน,Permintaan yang belum dikonfirmasi.,Неподтвержденный запрос.,未经证实的请求。,未經證實的請求。,Hindi kumpirmadong kahilingan.,Yêu cầu chưa được xác nhận.
ERROR_ADDRESS_NOT_FOUND_IN_ARENA_PARTICIPANTS_EXCEPTION,The participant's address is not resolved.,참가자 주소가 확인되지 않습니다.,O endereço do participante não foi resolvido.,参加者のアドレスが確認できません。,La dirección participante no está resuelta.,ที่อยู่ผู้เข้าร่วมไม่ได้รับการแก้ไข,Alamat peserta tidak terselesaikan.,Адрес участника не разрешен.,参与者的地址没有解决。,參與者的地址沒有解決。,Hindi matukoy ang address ng kalahok.,Địa chỉ của người tham gia không được giải quyết.
ERROR_NOT_ENOUGH_TICKET_EXCEPTION,Insufficient tickets.,티켓이 부족합니다.,Não há ingressos suficientes.,チケットが足りません。,No hay suficientes tickets.,มีตั๋วไม่เพียงพอ,Tidak ada cukup tiket.,Билетов недостаточно.,没有足够的门票。,沒有足夠的門票。,Hindi sapat ang mga tiket.,Vé không đủ.
ERROR_VALIDATE_SCORE_DIFFERENCE_EXCEPTION,You cannot challenge this player right now. Please re-enter and select a new opponent.,허용되지 않은 상대와 전투를 요청했습니다.,Você solicitou uma batalha com um oponente não autorizado.,対戦できない相手との戦いを要請しました。他の相手を選択してください。,Has solicitado una batalla con un oponente no autorizado.,คุณได้ขอการต่อสู้กับคู่ต่อสู้ที่ไม่ได้รับอนุญาต,Anda telah meminta pertempuran dengan lawan yang tidak sah.,Вы просили битву с несанкционированным противником.,您已要求与未经授权的对手进行战斗。,您已要求與未經授權的對手進行戰鬥。,Hiniling mo ang isang laban sa isang hindi awtorisadong kalaban.,Bạn không thể thách thức người chơi này ngay bây giờ. Vui lòng nhập lại và chọn một đối thủ mới.
ERROR_THIS_ARENA_IS_CLOSED_EXCEPTION,This Arena season has ended.,해당 아레나가 종료되었습니다.,A arena foi encerrada.,アリーナは終了しました。,La arena ha terminado.,อารีน่าถูกยกเลิก,Arena telah dihentikan.,Арена была прекращена.,竞技场已被终止。,競技場已被終止。,Ang arena ay natapos na.,Mùa đấu trường này đã kết thúc.
ERROR_EXCEED_PLAY_COUNT_EXCEPTION,You can only use one ticket at a time during the season.,시즌 중 한 번에 한 장의 티켓만 사용할 수 있습니다.,You can only use one ticket at a time during the season.,シーズン中一度にチケットは一枚ずつ使用できます。,Solo puedes usar un ticket a la vez durante la temporada.,คุณสามารถใช้ตั๋วได้ครั้งละหนึ่งใบเท่านั้นระหว่างซีซั่น,You can only use one ticket at a time during the season.,You can only use one ticket at a time during the season.,You can only use one ticket at a time during the season.,本賽季您只能一次使用一張票。,Maaring gumamit lamang ng isang tiket sa bawat pagkakataon sa loob ng season.,Bạn chỉ có thể sử dụng một vé tại một thời điểm trong mùa.
ERROR_EXCEED_TICKET_PURCHASE_LIMIT_EXCEPTION,Arena ticket purchase limit reached.,아레나 티켓 구매 한도에 도달했습니다.,Arena ticket purchase limit reached.,アリーナチケット購買限度に到達しました。,Excediste el límite de compra de tickets.,เกินขีดจำกัดการซื้อบัตรอารีน่า,Arena ticket purchase limit exceeded.,Arena ticket purchase limit exceeded.,Arena ticket purchase limit exceeded.,競技場購買限額超出。,Nalampasan ang limitasyon sa pagbili ng tiket sa arena.,Đấu trường giới hạn mua vé vượt quá.
ERROR_NOT_ENOUGH_EVENT_DUNGEON_TICKETS,Not enough Dungeon Event tickets.,이벤트 던전 티켓이 부족합니다.,Ingressos para o evento de masmorra insuficientes.,ダンジョンイベントチケットが足りません。,No hay suficientes entradas para el evento de mazmorras.,ตั๋วเหตุการณ์ดันเจี้ยนไม่เพียงพอ,Tiket acara penjara bawah tanah tidak cukup.,,没有足够的地牢活动门票。,沒有足夠的地牢活動門票。,Hindi sapat na mga tiket ng kaganapan ng piitan.,Không đủ vé sự kiện Dungeon.
ERROR_INVALID_ACTION_FIELDS_EXCEPTION,The action field has an invalid value.,액션 필드에 잘못된 값이 있습니다.,O campo de ação tem um valor inválido.,アクションフィールドには無効な値があります。,El campo de acción tiene un valor no válido.,ฟิลด์การกระทำมีค่าที่ไม่ถูกต้อง,Bidang tindakan memiliki nilai yang tidak valid.,,动作字段具有无效的值。,動作字段具有無效的值。,Ang patlang ng aksyon ay may hindi wastong halaga.,Trường hành động có một giá trị không hợp lệ.
ERROR_NOT_ENOUGH_EVENT_DUNGEON_TICKETS_EXCEPTION,Insufficient tickets.,이벤트 던전 티켓이 부족합니다.,Bilhetes insuficientes.,チケットが不十分です。,Boletos insuficientes.,ตั๋วไม่เพียงพอ,Tiket yang tidak mencukupi.,,门票不足。,門票不足。,Hindi sapat na mga tiket.,Vé không đủ.
ERROR_STAGE_NOT_CLEARED_EXCEPTION,The stage has not been cleared.,스테이지가 클리어되지 않았습니다.,O palco não foi liberado.,ステージがクリアされていません。,El escenario no ha sido despejado.,เวทียังไม่ได้รับการเคลียร์,Panggung belum dibersihkan.,,舞台尚未清除。,舞台尚未清除。,Ang entablado ay hindi na -clear.,Sân khấu đã không được xóa.
ERROR_COMBINATION_SLOT_UNLOCK_EXCEPTION,Workshop slot not ready.,워크샵 슬롯이 준비되지 않았습니다.,Slot de oficina não está pronto.,製作スロットの準備ができていません。,La ranura del taller no está lista.,สล็อตเวิร์กช็อปยังไม่พร้อม,Slot lokakarya belum siap.,,车间插槽尚未准备好。,車間插槽尚未準備好。,Hindi handa ang slot ng workshop.,Slot hội thảo chưa sẵn sàng.
ERROR_NO_CONTINUOUS_BATTLES,Continuous world boss battles cannot proceed.,연속으로 월드 보스 전투를 수행할 수 없습니다.,As batalhas contínuas do World Boss não podem prosseguir.,継続的にワールドボスと戦うことはできません。,Las continuas batallas de jefes del mundo no pueden proceder.,การต่อสู้หัวหน้าโลกอย่างต่อเนื่องไม่สามารถดำเนินการต่อได้,Pertempuran bos dunia berkelanjutan tidak dapat dilanjutkan.,,连续的世界老板战斗无法进行。,連續的世界老闆戰鬥無法進行。,Ang patuloy na mga labanan sa boss ng mundo ay hindi maaaring magpatuloy.,Các trận chiến trùm thế giới liên tục không thể tiến hành.
ERROR_NO_ENTRY_SHOP,Connection failed. Please try again.,연결에 실패했습니다. 재시도 해주세요.,"A conexão falhou. Por favor, tente novamente.",接続に失敗しました。もう一度やり直してください。,La conexión falló. Inténtalo de nuevo.,การเชื่อมต่อล้มเหลว. กรุณาลองอีกครั้ง.,Koneksi gagal. Silakan coba lagi.,,连接失败。请再试一次。,連接失敗。請再試一次。,Nabigo ang koneksyon. Pakisubukang muli.,Kết nối thất bại. Vui lòng thử lại.
ERROR_INITIALIZE_FAILED,Initialization failed.,초기화에 실패했습니다.,Falha na inicialização.,初期化に失敗しました。,Falló la inicialización.,การเริ่มต้นล้มเหลว,Inisialisasi gagal.,Ошибка инициализации.,初始化失敗。,初始化失敗。,Nabigo ang pagpapatakbo.,Khởi tạo thất bại.
ERROR_IMPORTKEY_LOADIMAGE,"Failed to retrieve the key from the selected file.
Please check if the QR code is backed up correctly.","선택한 파일에서 키를 가져오는데 실패했습니다.
키가 백업된 QR 코드가 맞는지 확인해주세요.","Falhou em recuperar a chave do arquivo selecionado.
Por favor, verifique se o código QR está corretamente copiado.","選択されたファイルからキーを取得できませんでした。
QRコードが正しくバックアップされているか確認してください。","No se pudo recuperar la clave del archivo seleccionado.
Por favor, verifique si el código QR está respaldado correctamente.","ไม่สามารถเรียกคีย์จากไฟล์ที่เลือกได้ โปรดตรวจสอบว่ามีการสำรองข้อมูล
QR คอ้ดอย่างถูกต้องหรือไม่","Gagal mengambil kunci dari file yang dipilih.
Silakan periksa apakah kode QR telah di-backup dengan benar.","Не удалось получить ключ из выбранного файла.
Пожалуйста, проверьте, правильно ли сохранен QR-код.","未能从选定文件中检索密钥。
请检查二维码是否已正确备份。","無法從所選文件中檢索金鑰。
請檢查二維碼是否已正確備份。","Nabigong makuha ang susi mula sa napiling file.
Pakisuri kung tama ang backup ng QR code.","Không thể lấy khóa từ tệp đã chọn.
Vui lòng kiểm tra xem mã QR đã được sao lưu chính xác chưa."
ERROR_IMPORTKEY_SCANIMAGE,ERROR_IMPORTKEY_SCANIMAGE,ERROR_IMPORTKEY_SCANIMAGE,,,,,,,,,,
