Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
SPEECH_COMBINE_3,Do you know the fact that there are four elements in this world?,"속성이 있다는
사실을 알고 있니?","Você conhece o fato de que
existem quatro elementais no mundo?","知ってるか？
この世界には四大元素ってものがあるんだ",¿Sabías que existen cuatro elementos en este mundo?,คุณรู้ไหมว่าจริงๆแล้ว ในโลกนี้มีสี่ธาตุ?,Apakah kau tau bahwa di dunia ini ada 4 elemen ?,,您知道这个世界上有四种元素吗？,你知道這個世界有四種元素嗎？,Alam mo ba ang katotohanang may apat na elemento sa mundong ito?,Bạn có biết thực tế là có bốn yếu tố trên thế giới này không?
SPEECH_COMBINE_4,Don't be too upset. Have you ever heard of food items?,"속성 무기를 못 만든다고
너무 상심하지 말게.
음식이라고 들어보았나?","Não fique muito chateado.
você já ouviu falar de
um item consumível?","そう心配するな
消耗品のことは知ってるか？",No te preocupes demasiado. ¿Alguna vez escuchaste acerca de los alimentos?,อย่าเพิ่งอารมณ์เสียสิ คุณได้ลองใช้ไอเท็มอาหารรึยัง,"Jangan marah
Pernahkah kamu mendengar barang konsumsi",,不要太沮丧吗？您听说过消耗品吗？,別太難過。您聽說過食品嗎？,Huwag masyadong malungkot. Narinig mo na ba ang mga aytem na pagkain?,Đừng quá buồn. Bạn đã bao giờ nghe nói về các mặt hàng thực phẩm?
SPEECH_COMBINE_5,"While the food disappears after consuming it, the perks you get are powerful.","음식은 한번 쓰면 사라지지만
그만큼 효과가 강력해","O item consumível desaparece
depois que você o usa
mas funciona da mesma maneira.","食べ物は使うと無くなっちまうが
効き目はバッチリだ","Un alimento desaparece luego de su uso, pero su efecto es muy poderoso.",ไอเท็มอาหารจะหายไปเมื่อไห้ใช้ แต่เอฟเฟกต์นั้นทรงพลัง,"Barang konsumsi akan habis saat digunakan
tetapi memberikan dampak yang besar",,"消耗品消失后的用法，
但是效果很强大。",食物在使用後會消失，但效果卻很強大。,"Ang isang pagkaing aytem ay nawawala pagkatapos gamitin, ngunit ang epekto nito ay malakas.","Trong khi thực phẩm biến mất sau khi tiêu thụ nó, các đặc quyền bạn có được rất mạnh mẽ."
SPEECH_COMBINE_6,Do you want to further strengthen your weapon? Craft the same weapon and combine the two.,"무기를 더 강화하고 싶다고?
안쓰는 무기를 재료로 써봐","Você quer mais armas?
nova linha Faça uma arma e sintetize-a.","もっと強い武器が欲しいのか？
同じ武器を作って合成してみろ",¿Quieres potenciar tu arma? Fabrica la misma y combina las dos.,คุณต้องการที่จะเสริมความแข็งแกร่งให้กับอาวุธของคุณมั้ย สร้างอาวุธชนิดเดียวกันแล้วรวมสองชิ้นเข้าด้วยกัน,"Kamu ingin senjata yang lebih kuat?
Buat beberrapa senjata yang sama dan sintesiskan.",,"您想进一步强化武器吗？
制造相同的武器并合成它。",你想進一步強化你的武器嗎？製作相同的武器並將兩者結合起來。,Gusto mo bang palakasin pa ang iyong sandata? Gumawa ka ng parehong sandata at pagsamahin ang dalawa.,Bạn có muốn tăng cường hơn nữa vũ khí của mình không? Tạo vũ khí tương tự và kết hợp cả hai.
SPEECH_COMBINE_7,"The higher the grade, the more options there will be… What? You're already aware of that? Whoo!","높은 등급의 무기일수록
많은 옵션이 붙지..","Quanto maior a graduação.
mais opções existem ...
O que? Mas você já sabe disso. Uau!","グレードが上がると追加効果も増えるんだが…
なに？ もう知ってるだと？","Mientras la calidad sea más alta, más atributos tendrá...¿Qué? Ya sabías eso? Whoo","ยิ่งเกรดสูง, ยิ่งมีตัวเลือกมากขึ้น ... อะไรน่ะ? คุณรู้อยู่แล้ว? โห!","Lebih tinggi kualitasnya, akan lebih banyak pilihannya...
Apa? Kamu sudah tahu itu? Mantaaap!",,"等级越高，会有更多的选择……什么？
您已经知道了吗？喔！",等級越高，選擇就越多……什麼？你已經知道這一點了嗎？呼！,"Ang mas mataas na antas, mas maraming opsyon ang magiging posible... Ano? alam mo na ba iyon? Whoo!","Lớp càng cao, càng có nhiều lựa chọn sẽ có những gì? Bạn đã nhận thức được điều đó? WHOO!"
SPEECH_COMBINE_8,They say there's a huge pig that won't die...,"죽어도 죽지 않는
돼지가 있다고 하더군..","Dizem que há um porco enorme
que não morre ..","聞いた話だが
どこかに死なない巨大な豚がいるらしいぞ",Dicen que hay un enorme cerdo inmortal...,มีคนบอกว่ามีหมูตัวใหญ่ ที่ไม่มีวันตาย...,"Mereka mengatakan ada babi yang sangat besar
yang tidak bisa mati...",,他们说有一头不会死的大猪。.,他們說有一頭不會死的大豬。,Sinasabi nilang may isang napakalaking baboy na hindi namamatay..,Họ nói có một con lợn lớn sẽ không chết ...
SPEECH_RANK_0,Put your name on the Hall of Fame!,"영예의 전당에
이름을 올려라!","Coloque seu nome
no Hall da Fama!",栄えある殿堂に名を連ねよ！,!Pon tu nombre en el salón de la fama!,ใส่ชื่อคุณ บนหอเกียรติยศ!,"Masukan namamu
di Hall of Fame!",,在名人堂里放上你的名字！,把你的名字列入名人堂！,Ilagay ang iyong pangalan sa bulwagan ng katanyagan!,Đặt tên của bạn trên Hội trường Danh vọng!
SPEECH_RANK_1,To prepare for war you have to be stronger!,"전쟁에 대비하려면
더욱 강해져야 한다!","Para se preparar para a guerra
você precisa ser mais forte!","戦いに備えるには
強くなることだ！",Para estar preparado para la guerra tienes que ser más fuerte!,เพื่อเตรียมพร้อมสำหรับสงคราม คุณต้องแข็งแกร่งขึ้น!,"Untuk persiapan perang
kamu harus lebih kuat!",,为战争做准备，你必须变得更强！,為了準備戰爭，你必須變得更強！,"Upang maghandaan ang digmaan, kailangan mong maging mas malakas!","Để chuẩn bị cho chiến tranh, bạn phải mạnh mẽ hơn!"
SPEECH_RANK_2,You haven't been in the rankings yet? Hmm.. It's quite difficult.,"아직 랭킹에 올라본 적이 없다고?
흠.. 곤란하군..","Você ainda não foi
no ranking?
Hmm .. Estou em apuros.","まだランキングに載ったことがないのか？
うーむ…困ったな…",No has clasificado todavía? Hmm... Es un poco difícil.,คุณยังไม่เคยติดอันดับ? อืม.. มันค่อนข้างยาก,"Kamu masih belum terdaftar di ranking?
Hmmm... ini akan sedikit susah.",,"你还没有进入排名？嗯。。。
这个是有一点难度。",您還沒有進入排行榜嗎？嗯..相當困難。,Wala ka pa ba sa mga ranggo? Hmm.. Medyo mahirap nga iyon.,Bạn chưa ở trong bảng xếp hạng? Hmm .. nó khá khó khăn.
SPEECH_RANK_3,"For the glorious cats, Freya is handing out prizes!","영예로운 고양이들에게는
여신님께서 상을 주신다!","Para os gatos gloriosos
o Frey está lhe dando o prêmio!","栄誉あるネコたちには
フレイヤ様が賞をくださる！","Por los gatos gloriosos, Freya está entregando los premios!",สำหรับแมวผู้มีเกียรติเฟรย่าจะให้รางวัลคุณ,"Untuk kucing yang mulia,
Freya memberikan hadiah!",,"对于光彩夺目的猫咪，
芙蕾雅会颁发奖品！",Freya 正在為這些光榮的貓們頒發獎品！,"Para sa mga dakilang pusa, namimigay si Freya ng mga premyo!","Đối với những con mèo vinh quang, Freya đang trao giải thưởng!"
SPEECH_RANK_5,Don't be afraid of the enemy in front of you. Have faith in yourself!,"눈 앞의 적을 두려워 하지 말고
자신의 내면을 믿어라!","Não tenha medo do novo inimigo
à sua frente e confie em seu eu interior!","目の前の敵を恐れるな。
自分自身を信じるのだ！",!No tengas miedo del enemigo frente a ti y confía en ti mismo!,ไม่ต้องกลัวศัตรูที่อยู่ต่อหน้าคุณ และจงเชื่อมั่นในตัวคุณเอง!,"Jangan takut
dengan Musuh yang ada didepanmu. Kamu harus percaya diri!",,"不要害怕在你面前的敌人。
对自己有信心！",不要害怕眼前的敵人。對自己有信心！,Huwag matakot sa kalaban sa harapan mo. Magtiwala ka sa iyong sarili!,Đừng sợ kẻ thù trước mặt bạn. Co niêm tin vao bản thân!
SPEECH_DUNGEON_0,You can begin the expedition through the magicians below.,"아래 마법진을 누르면
탐험을 시작할 수 있어","Você pode começar a expedição
através dos mágicos abaixo.",この下の魔法陣から 冒険に出かけることができるよ。,Puedes comenzar la expedición a traves de los magos de abajo.,คุณสามารถเริ่มการสำรวจ ผ่านผู้วิเศษด้านล่าง,"Kamu bisa memulai ekspedisi
melalui para penyihir dibawah ini.",,您可以通过下面的魔术师开始探险。,你可以通過下面的魔法師開始探險。,Maaari kang magsimula ng iyong ekspedisyon sa pamamagitan ng mga salamangkero sa ibaba.,Bạn có thể bắt đầu cuộc thám hiểm thông qua các pháp sư dưới đây.
SPEECH_DUNGEON_1,Do you want to collect a lot of the same ingredients? Have you tried repeating battles yet?,"똑같은 재료를 많이 모으고 싶다고?
반복 기능을 써봤니?","Você deseja coletar
muitos dos mesmos ingredientes?
Você lutou contra
repetidamente?","同じ素材をたくさん集めたいんだって？
何度もくり返し戦ってみた？",¿Quieres recolectar un montón de ingredientes iguales? ¿Tal vez haz intentado repetir las batallas?,คุณต้องการจะรวบรวม วัถุดิบแบบเดียวกันเยอะๆ? คุณได้ลองต่อสู้ซ้ำๆแล้วหรือยัง?,"Kamu ingin mengumpulkan
banyak bahan yang sama?
Sudah pernah mencoba repeat battle?",,"您想收集很多相同的成分吗？
您是否尝试过重复战斗？",你想收集很多相同的成分嗎？你嘗試過重複戰鬥嗎？,Gusto mo bang mangolekta ng maraming pare-parehong sangkap? Nasubukan mo na bang ulitulitin ang mga laban?,Bạn có muốn thu thập rất nhiều thành phần tương tự? Bạn đã thử lặp lại các trận chiến chưa?
SPEECH_DUNGEON_2,"Some monster drops look trivial, but they are good materials.","몬스터가 떨어뜨리는 것들은
하찮아 보이지만 좋은 재작 재료가 돼","O que os monstros jogam parece trivial
mas faz um bom material.","モンスターが落とす物はつまらないものに見えるけど
とても良い素材なんだ。","Algunos objetos que sueltan los monstruos parecen triviales, pero son buenos materiales.",ของที่มอนสเตอร์ดรอปอาจดูไม่สำคัญ แต่สามารถสร้างวัสดุที่ดีได้,"Beberapa drop dari monster terlihat biasa saja
tapi itu adalah bahan yang bagus.",,"一些怪物掉落看起来微不足道，
但它们是很好的材料。",有些怪物掉落看起來微不足道，但卻是很好的材料。,"May ilang gamit galing sa mga halimaw na tila walang kwenta, ngunit magagandang materyales ang mga ito.","Một số giọt quái vật trông tầm thường, nhưng chúng là những vật liệu tốt."
SPEECH_DUNGEON_3,"Freya has always liked us, cats.","여신님은 예로부터
우리 고양이들을 좋아하셨어","Freya sempre gostou de nós, gatos.",フレイヤ様は昔からずっと私たち猫のことを気に入ってくれている。,A Freya siempre le hemos gustado los gatos.,Freya ชอบพวกแมวมาโดยตลอด,"Freya selalu menyukai kita, para kucing.",,芙蕾雅一直喜欢我们的猫。,芙蕾雅一直很喜歡我們貓。,Paborito talaga ni Freya ang mga katulad nating pusa.,"Freya luôn thích chúng tôi, mèo."
SPEECH_DUNGEON_4,The new world is balanced by the forces of four elements.,"신계는 4가지 원소의 힘으로
균형이 이루어지고 있어","O novo mundo é equilibrado
pelas forças de quatro elementos.",新世界は四大元素の力でバランスが保たれているのさ。,El nuevo mundo está equilibrado por las fuerzas de los cuatro elementos.,โลกใหม่มีความสมดุลด้วยพลังของธาตุทั้งสี่,"Dunia baru diseimbangkan oleh
kekuatan dari empat elemen.",,新世界由四个要素的力量所平衡。,新世界由四種元素的力量平衡。,Ang bagong mundo ay nababalanse gamit ang mga puwersa ng apat na elemento.,Thế giới mới được cân bằng bởi các lực lượng của bốn yếu tố.
SPEECH_COMBINATION_START_0,Started crafting. I'll make you a good one.,"제작을 시작했어
좋은 물건을 만들어 줄게.","Comecei a fabricar.
Vou um bom item para você.","製作開始だ。
いいものを作ってやるよ。",Empenzando a fabricar. Te haré uno bueno.,เริ่มสร้าง ฉันจะทำให้คุณอย่างดี,"Mulai membuat.
Aku akan membuatkanmu yang bagus.",,开始手工制作。我会让您成为一个好人。,開始製作了。我會為你製作一個好東西。,Nagsimula na akong gumawa ng kagamitan. Gagawan kita ng maganda.,Bắt đầu chế tạo. Tôi sẽ làm cho bạn một cái tốt.
SPEECH_SYNTHESIZE_START,"Started synthesizing. I'll make you a good one.","합성을 시작했어
좋은 물건을 만들어 줄게.","Comecei a sintetizar.
Vou um bom item para você.","合成開始だ。
いいものを作ってやるよ。",Empezando a sintetizar. Te haré uno bueno.,เริ่มสังเคราะห์ ฉันจะทำให้คุณอย่างดี,"Mulai mensintesis.
Aku akan membuatkanmu yang bagus.",,开始合成。我会让您成为一个好人。,開始合成了。我會為你製作一個好東西。,Nagsimula na akong magtunton. Gagawan kita ng maganda.,Bắt đầu tổng hợp. Tôi sẽ làm cho bạn một cái tốt.
SPEECH_SHOP_BUY_0,There's a lot of good stuff on sale. Come take a look!,"좋은 물건이 많이 올라와있어!
시간 나면 보고 가","Há muita coisa boa
chegando.","掘り出し物が
続々と入荷中よ！",Hay un montón de magníficos objetos a la venta. Vén y dales un vistazo!,ยังมีของดีอีกเยอะ ที่กำลังจะมา,"Akan ada banyak sekali
barang bagus datang.
Ayo lihat!",,涌现出很多好东西。,有很多好東西在賣。快來看看吧！,Maraming magandang bagay na ibinebenta dito. Halina at tingnan mo!,Có rất nhiều thứ tốt được bán. Hãy đến xem!
SPEECH_SHOP_BUY_1,You need different equipment to prepare for the ordeal.,다양한 장비가 있어야 시련을 대비할 수 있어,"Você precisa de equipamentos diferentes
para se preparar para o calvário.",厳しい戦いに備えて色々な装備が必要よ！,Necesitas equipo diferente para preparte para la prueba.,คุณจะต้องมีอุปกรณ์ที่หลากหลาย เพื่อเตรียมพร้อมสำหรับการทดสอบ,"Anda membutuhkan perlengkapan yang berbeda
untuk persiapan cobaan itu.",,您需要不同的设备来准备磨难。,您需要不同的裝備來準備迎接考驗。,Kailangan mo ng iba't ibang kagamitan upang ihanda ang iyong sarili para sa mga pagsubok.,Bạn cần các thiết bị khác nhau để chuẩn bị cho thử thách.
SPEECH_SHOP_SELL_0,"If you are unsure about your item's price, check out how much other people are selling them for.","판매 가격이 고민되면
다른 사람들이
얼마에 올렸는지 잘 살펴봐","Quando você estiver preocupado com a
de definir o preço certo
confira o que as outras pessoas
estão vendendo.","売値に困ったら、他の人の
値付けを参考にするといいわ！","Si no estás seguro acerca del precio de un objeto, revisa a qué precio otras personas lo están vendiendo.",ถ้าคุณกังวลเรื่อง การตั้งราคา แนะนำให้ดูของคนอื่น ว่าขายกันเท่าไร,"Jika Anda tidak yakin dengan harga barang Anda,
lihat harga orang lain
menjualnya.",,如果您不确定物品的价格，请查看其他人以多少价格出售这些物品。,如果您不確定商品的價格，請查看其他人的售價。,"Kung hindi ka sigurado sa presyo ng iyong kagamitan, tingnan ang halaga na ibinibenta ng iba.","Nếu bạn không chắc chắn về giá của mặt hàng của bạn, hãy xem số người khác đang bán chúng với giá bao nhiêu."
SPEECH_SHOP_SELL_1,You can always retrieve unsold items.,"아직 팔리지 않은 물건은
언제든지 다시 회수할 수 있어","Você sempre pode recuperar itens
que não foram vendidos.","出品中の商品は
いつでもキャンセルできるわ。",Siempre vas a poder retirar tus objetos que no se han vendido,คุุณสามารถเอาของคืนได้เสมอ ถ้ายังขายไม่ออก,"Anda selalu dapat mengambil item
yang belum terjual.",,您始终可以检索未售出的物品。,您可以隨時撤回未售出的商品。,Maaari mong kunin ang mga hindi nabentang kagamitan.,Bạn luôn có thể truy xuất các mặt hàng chưa bán.
SPEECH_SHOP_REGISTER_ITEM_0,"If you are unsure about your item's price, check out how much other people are selling them for.","판매 가격이 고민되면
다른 사람들이
얼마에 올렸는지 잘 살펴봐","Quando você estiver preocupado com a
de definir o preço certo
confira o que as outras pessoas
estão vendendo.","売値に困ったら、他の人の
値付けを参考にするといいわ！","Si no estás seguro acerca del precio de un objeto, revisa a qué precio otras personas lo están vendiendo.",ถ้าคุณกังวลเรื่อง การตั้งราคา แนะนำให้ดูของคนอื่น ว่าขายกันเท่าไร,"Jika Anda tidak yakin dengan harga barang Anda,
lihat harga orang lain
menjualnya.",,如果不确定您的物品的价格，请查看其他人卖给他们的价格。,如果您不確定商品的價格，請查看其他人的售價。,"Kung hindi ka sigurado sa presyo ng iyong kagamitan, tingnan ang halaga na ibinibenta ng iba.","Nếu bạn không chắc chắn về giá của mặt hàng của bạn, hãy xem số người khác đang bán chúng với giá bao nhiêu."
SPEECH_SHOP_GREETING_0,You need different equipment to prepare for the ordeal.,다양한 장비가 있어야 시련을 대비할 수 있어,"Você precisa de equipamento diferentes
para se preparar para o calvário.",厳しい戦いに備えて色々な装備が必要よ！,Necesitas equipo diferente para preparte para la prueba.,คุณจะต้องมีอุปกรณ์ที่หลากหลาย เพื่อเตรียมพร้อมสำหรับการทดสอบ,"Anda membutuhkan perlengkapan yang berbeda
untuk persiapan cobaan itu.",,您需要不同的设备来准备这项磨难。,您需要不同的裝備來準備迎接考驗。,Kailangan mo ng iba't ibang kagamitan upang ihanda ang iyong sarili para sa mga pagsubok.,Bạn cần các thiết bị khác nhau để chuẩn bị cho thử thách.
SPEECH_COMBINE_GREETING_0,"The higher the grade, the more slots there will be... What? You're already aware of that?","높은 등급의 무기일수록
많은 옵션이 붙지..","Quanto maior a graduação
mais espaços existem ...
O que? Você já sabia disso?","グレードが上がると追加効果も増えるんだぜ…
なに？ もう知ってるだと？","Mientras la calidad sea más alta, más ranuras habrá.... Qué? ¿Yá estás al tanto de esto?",ยิ่งเกรดสูง ยิ่งมีช่องมากขึ้น ... อะไรน่ะ? คุณรู้อยู่แล้ว?,"Semakin tinggi tingkatannya
semakin banyak slot akan ada ...
Apa? Anda sudah mengetahuinya?",,"等级越高，那里的插槽越多...什么？
您已经意识到这一点吗？",等級越高，槽位就越多……什麼？你已經知道這一點了嗎？,"Kung mas mataas ang grado, mas madaming slot ang meron.. Ano? Alam mo na iyon?","Lớp càng cao, sẽ càng có nhiều khe ... cái gì? Bạn đã nhận thức được điều đó?"
SPEECH_COMBINE_EQUIPMENT_0,Are we here to make equipment? Cooking and upgrades are also very helpful in combat.,"장비를 만들러 왔나?
요리 제작이나 강화도 큰 도움이 돼.",Estamos aqui para fazer equipamento? Cozinhar e atualizações também são muito úteis em combate.,装備を作りに来ましたか？調理とアップグレードも戦闘で非常に役立ちます。,¿Esamos aquí para hacer equipo? Cocinar y las mejoras de los equipos tambien son de mucha ayuda en el combate.,เรามาอยู่ที่นี่เพื่อสร้างอุปกรณ์รึเปล่า การทำอาหารและการอัพเกรดก็มีประโยชน์มากในการต่อสู้,Apakah kita di sini untuk membuat peralatan? Memasak dan upgrade juga sangat membantu dalam pertempuran.,"Мы здесь, чтобы сделать оборудование? Приготовление пищи и обновления также очень полезно в бою.",我们在这里制作设备吗？烹饪和升级在战斗中也非常有用。,我們是來製造裝備的嗎？烹飪和升級對戰鬥也有很大幫助。,Nandito ba tayo para gumawa ng mga kagamitan? Ang pagluluto at pag tataas ng kalidad ng gamit ay napakahalaga rin sa laban.,Chúng ta có ở đây để làm thiết bị không? Nấu ăn và nâng cấp cũng rất hữu ích trong chiến đấu.
SPEECH_COMBINE_CONSUMABLE_0,"While the food disappears after consuming it, the perks you get are powerful.","음식은 한번 쓰면 사라지지만
그만큼 효과가 강력하다오","O item consumível desaparece
depois que você o usa
mas tem um efeito forte.","食べ物は使うと無くなっちまうが
効き目はバッチリだ。","Los alimentos desaparecen después que la usas, pero su efecto es muy poderoso.",ไอเท็มอาหารจะหายไปเมื่อไห้ใช้ แต่เอฟเฟกต์นั้นทรงพลัง,"Barang komsumsi habis
setelah Anda menggunakannya
tetapi memiliki efek yang kuat.",,消耗性物品消失后的用法，但效果很强。,食物在使用後會消失，但其效果卻很強大。,"Ang mga pagkain ay nawawala kapag ito ay kinain, ngunit ang epekto nito ay malakas.","Trong khi thực phẩm biến mất sau khi tiêu thụ nó, các đặc quyền bạn có được rất mạnh mẽ."
SPEECH_RANKING_BOARD_GREETING_0,"For the glorious cats, Freya is handing out prizes!","영예로운 고양이들에게는
여신님께서 상을 주신다!","Para os gatos gloriosos
Freya está distribuindo prêmios!","栄誉あるネコたちには
フレイヤ様が賞をくださる！","Para los felinos que alcancen la gloria, Freya estará entregando premios!",สำหรับแมวที่มีเกียรติ เฟรย่าจะมอบรางวัลให้!,"Untuk kucing yang berjaya
Freya akan memberikan hadiah!",,对于光彩夺目的猫咪，芙蕾雅会颁发奖品！,Freya 正在為這些光榮的貓們頒發獎品！,Nagbibigay ng mga premyo si Freya para sa mararangal na pusa!,"Đối với những con mèo vinh quang, Freya đang trao giải thưởng!"
