Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
ITEM_DESCRIPTION_201006,"The combination of eggs, rice, and ingredients creates a delightful harmony. It works better than a roughly cooked dish.",달걀과 밥 그리고 재료의 조화가 훌륭하다. 대충 만든 요리보다 효과가 좋다.,"A harmonia dos ovos , arroz , e outros ingredientes é maravilhosa.Melhor que um prato feito as pressas.",卵と具材が織りなすハーモニーが最高。ざっくり調理したものより効果が高い。,"La armonía entre huevos, arroz y los ingredientes es fantástica. Funciona mejor que un plato cocinado a medias.","ความลงตัวของไข่, ข้าวและส่วนผสมนั้นยอดเยี่ยมมาก ได้ผลดีกว่าอาหารที่ปรุงแบบลวก ๆ","Harmoni antara telur, nasi, dan bahan-bahannya luar biasa. Hasilnya lebih baik daripada hidangan yang dimasak secara kasar.","Идеальное сочетание риса, яиц и специй. Это изысканное блюдо утоляет голод намного лучше.",鸡蛋，米饭和各种食材的搭配非常好。它比粗略的菜肴要好。,雞蛋、米飯和食材的和諧美妙。它比粗略煮熟的菜效果更好。,"Ang pagkakasundo ng itlog, kanin at ibang sangkap ay kahanga-hanga. Ito'y mas mabuti kesa sa karaniwang luto.","Sự kết hợp của trứng, gạo và nguyên liệu tạo ra một sự hài hòa thú vị. Nó hoạt động tốt hơn một món ăn thô."
ITEM_DESCRIPTION_201007,The best fried omelet I have ever seen!,달걀과 밥과 향신료를 함께 볶아 황금빛으로 물든 최고의 볶음밥이다.,A melhor omelete frita que eu já vi!,今まで見た中で最高のオムレツ！,La mejor tortilla frita que he visto.,ไข่เจียวทอดที่ดีที่สุดที่ฉันเคยเจอ!,Omelet terbaik yang pernah saya lihat!,"Самый лучшей омлет из всех, что я когда либо видел!",我见过的最好的煎蛋卷！,我見過的最好的煎蛋捲！,Ito ang pinakamasarap na omelet na nakita ko.,Muyện trứng rán tốt nhất mà tôi từng thấy!
ITEM_DESCRIPTION_201008,Edible roasted rice and meat. There must be a way to make it more delicious.,쌀과 고기를 대충 볶았다. 더 맛있게 만들 수 있는 방법이 있을 것 같다.,Arroz e carne assadas de qualquer jeito.Deve ter um jeito mais delicioso de fazer.,ご飯とお肉をざっくり炒めたもの。もっと美味しくする方法があるようだ。,Arroz y carne asados a la brasa. Parece haber una forma de hacerlo más delicioso.,ข้าวผัดเนื้อ ดูเหมือนว่าจะมีวิธีทำให้อร่อยขึ้นได้มากกว่านี้,Nasi dan daging pangang yang dibuat secara kasar. Sepertinya ada cara untuk membuatnya lebih enak.,Обжаренное мясо и рис. Хотя можно было приготовить и вкуснее.,粗炒米饭和肉。 似乎有一种使它更美味的方法。,粗糙的米飯和肉。似乎有一種使其更美味的方法。,Bahagyang inihaw na kanin at karne. Parang meron pang paraan para pasarapin ito.,Gạo và thịt nướng ăn được. Phải có một cách để làm cho nó ngon hơn.
ITEM_DESCRIPTION_201009,Satisfying fried rice and meat. It is delicious and the effect is great.,쌀과 고기를 잘 볶았다. 맛있게 만들어져서 효과도 좋다.,Arroz com carne muito bem frito.É delicioso e seu efeito é muito bom.,ご飯とお肉を良く炒めたもの。美味しくて効果も良い。,Arroz y carne bien fritos. Es delicioso y el efecto es bueno.,ข้าวผัดเนื้อ มันอร่อยและส่งผลดี,Nasi goreng dan daging yang baik. Rasanya enak dan efeknya bagus.,Хорошо прожаренный рис и мясо. Это вкусно и сытно.,炒饭和肉。很好吃，效果也不错。,炒飯和肉。它很美味，效果很好。,Mainam na sinangag na bigas at karne. Ito ay masarap at maganda ang epekto nito.,Thỏa mãn cơm và thịt. Nó là ngon và hiệu quả là tuyệt vời.
ITEM_DESCRIPTION_201010,The best beef rice with spices. It's so delicious that you can't stop eating it.,쌀과 고기 그리고 향신료가 들어간 최고의 비프라이스. 너무 맛있어서 둘이 먹다 하나가 죽어도 모른다.,A melhor carne com tempero.É tão delicioso que você não consegue parar de comer.,スパイスを効かせた最高のビーフライス。美味しすぎて食べるのをやめられない。,El mejor arroz con carne de res y especias. Es tan delicioso que no puedes dejar de comerlo.,สุดยอดข้าวหน้าเนื้อกับเครื่องเทศ อร่อยจนหยุดกินไม่ได้,Nasi daging sapi terbaik dengan bumbu. Rasanya sangat lezat sehingga Anda tidak bisa berhenti makan.,"Вкусный рис с говядиной и специями. Это так вкусно, что вы не можете остановиться.",最好的牛肉饭加香料。它是如此美味，以至于您无法停止进食。,最好的牛肉飯加香料。實在是太美味了，讓人根本停不下來。,Ang pinakamainam na karne ng baka na may pampalasa. Napakasarap nito na hindi mo mapipigilan sarili mo sa pagkain.,Gạo thịt bò tốt nhất với gia vị. Nó ngon đến nỗi bạn không thể ngừng ăn nó.
ITEM_DESCRIPTION_201011,Steak grilled with minimal ingredients. The recovery effect is great.,고기를 최소한의 재료로 구워낸 스테이크. 체력 회복 효과가 크다.,Bife feito com a menor quantidade de carne.,最小限の材料で焼いたステーキ。疲労回復効果は大きい。,Bistec a la parrilla con ingredientes mínimos. El efecto de recuperación es excelente.,สเต็กเนื้อกับเครื่องปรุงน้อยที่สุด ผลของการฟื้นฟูดีมาก,Steak yang dibuat dengan daging yang sedikit.,Стейк на гриле и немного специй. Сильный эффект востановления.,用最少的肉制成的牛排。,用最少的原料烤製的牛排。恢復效果很棒。,Inihaw na steak na may katiting na sahog. Ang epekto ng pagpagaling ay malaki.,Steak nướng với các thành phần tối thiểu. Hiệu ứng phục hồi là tuyệt vời.
ITEM_DESCRIPTION_201012,Steak grilled with minimal ingredients. The recovery effect is great.,고기를 최소한의 재료로 구워낸 스테이크. 체력 회복 효과가 크다.,Bife feito com a menor quantidade de carne.Seu efeito de recuperação é ótimo.,最小限の材料でよく焼いたステーキ。疲労回復効果は絶品。,Bistec a la parrilla con ingredientes mínimos. El efecto de recuperación es excelente.,สเต็กเนื้อกับเครื่องปรุงน้อยที่สุด ผลของการฟื้นฟูดีมาก,Steak yang dibuat dengan daging yang sedikit. Efek pemulihannya bagus.,Стейк на гриле и немного специй. Сильный эффект востановления.,用最少的肉制成的牛排。恢复效果非常好。,用最少的原料烤製的牛排。恢復效果很棒。,Inihaw na steak na may katiting na halo. Ang epekto ng pagpagaling ay malaki.,Steak nướng với các thành phần tối thiểu. Hiệu ứng phục hồi là tuyệt vời.
ITEM_DESCRIPTION_201013,Amazing steak with the best meat and spices. There is no food better than this!,좋은 고기와 향신료가 곁들여진 최고의 스테이크. 이보다 더 좋은 음식은 없을듯!,Um bife incrível feito da melhor carne e tempero.Não há comida melhor que esta!,最高の肉とスパイスを使った最高のステーキ。これ以上の食べ物はありません！,Increíble bistec con la mejor carne y especias. ¡No hay comida mejor que esta!,สเต็กที่น่าตื่นตาตื่นใจกับเนื้อและเครื่องเทศที่ดีที่สุด ไม่มีอาหารเด็ดไปกว่านี้แล้ว!,Steak luar biasa dengan daging dan rempah-rempah terbaik. Tidak ada makanan yang lebih baik dari ini!,"Потрясающий стейк с лучшим мясом и специями. Нет еды лучше, чем эта!",牛排配上最好的肉和香料。没有比这更好的食物了！,令人驚嘆的牛排配上最好的肉和香料。沒有比這更好的食物！,Nakakamanghang steak na may pinakamagandang karne at mga pampalasa. Walang mas masarap na pagkain kaysa dito!,Bít tết tuyệt vời với thịt và gia vị tốt nhất. Không có thực phẩm tốt hơn thế này!
ITEM_DESCRIPTION_201014,Pizza with little shrimp toppings. It seems to give me strength.,새우가 조금 들어간 쉬림프 피자. 먹으면 힘이 솟는다.,Pizza de camarão com pequenas coberturas de camarão. Parece me dar força.,小さいエビトッピングのピザ。力を与えるようだ。,Pizza cubierta con pequeños camarones . Parece darme fuerza.,พิซซ่ากุ้งที่มีท็อปปิ้งกุ้งน้อย ดูเหมือนมันเพิ่มความแข็งแกร่งให้ฉัน,Pizza udang dengan topping udang kecil. Tampaknya memberi saya kekuatan.,"Пицца креветки с небольшими начинками креветок. Похоже, дает мне силу.",虾披萨与小虾浇头。它似乎给了我力量。,蝦比薩餅，少量蝦澆頭。似乎給了我力量。,Pizzang hipon na may nakabudbod na malilit na hipon. Mukhang nakakapagbigay ito ng kalakasan.,Pizza với ít toppings tôm. Nó dường như cho tôi sức mạnh.
ITEM_DESCRIPTION_201015,"Pizza with fancy, plump shrimp toppings. I think I can hit the enemy harder now.",고급 새우가 멋스럽게 토핑된 쉬림프 피자. 적을 좀 더 힘껏 때릴 수 있을 것 같다.,Pizza de camarão com coberturas de camarão extravagante. Eu acho que posso acertar o inimigo mais difícil.,派手なエビトッピングのピザ。敵をもっと強く叩ける気がする。,Pizza cubierta con camarones de lujo. Creo que puedo golpear al enemigo más fuerte.,พิซซ่่ากุ้งกับท็อปปิ้งกุ้งแฟนซี ฉันคิดว่าฉันตีศัตรูได้แม่นยำขึ้น,Pizza udang dengan topping udang mewah. Saya pikir saya bisa memukul musuh lebih keras.,"Пицца креветки с причудливыми начинками креветки. Я думаю, что могу ударить врага сложнее.",虾披萨与花梢虾浇头。我想我可以更加努力地击中敌人。,蝦披薩配上精美的蝦配料。我想我可以更狠地打擊敵人。,Pizzang hipon na may nakabudbod na kaakit-akit na hipon. Mukhang nakatutulong ito sa pag tama.,"Pizza với toppings tôm ưa thích, đầy đặn. Tôi nghĩ rằng tôi có thể đánh kẻ thù mạnh hơn bây giờ."
ITEM_DESCRIPTION_201016,The best shrimp pizza with a secret sauce. It's so delicious that my attack power is greatly improved.,비법 소스가 들어간 최고급 쉬림프 피자. 너무 맛있어서 공격력이 대폭 향상된다.,A melhor pizza de camarão com molho secreto. É tão delicioso que o poder de ataque é muito melhorado.,秘密ソースを使った最高のシュリンプピザ。おいしすぎて攻撃力が大幅に向上される。,La mejor pizza de camarones con una salsa misteriosa. Es tan deliciosa que el poder de mi ataque se mejora considerablemente.,พิซซ่ากุ้งที่ดีที่สุดพร้อมซอสสูตรลับ มันอร่อยมากจนพลังโจมตีดีขึ้นอย่างมาก,Pizza udang terbaik dengan saus rahasia. Sangat lezat bahwa kekuatan serangan sangat ditingkatkan.,"Лучшая пицца креветок с секретным соусом. Это так вкусно, что сила атаки значительно улучшена.",最好的虾披萨与秘密酱。攻击权大大提高了这么美味。,最好的蝦比薩餅和秘密醬。它是如此美味，以至於攻擊能力得到了極大的提高。,Ang pinakamasarap na pizzang hipon na may sekretong sarsa. Sobrang sarap nito at sobrang nagpapalaki ito ng lakas sa pag atake.,Pizza tôm tốt nhất với nước sốt bí mật. Nó rất ngon đến nỗi sức mạnh tấn công của tôi được cải thiện rất nhiều.
ITEM_DESCRIPTION_201017,Shrimp dish seasoned with salt. It seems to replenish my HP a little.,소금으로 대충 간을 한 새우 요리. 체력이 조금 보충되는 것 같다.,Prato de camarão temperado com sal. Parece reabastecer meu HP um pouco.,適当に作ったエビ料理。体力がよくなった気がする。,Plato de camarones sazonados con sal. Parece que repone un poco mi HP.,อาหารจานกุ้งปรุงรสด้วยเกลือ ดูเหมือนว่าจะเติมเต็ม HP ของฉันเล็กน้อย,Hidangan udang dibumbui dengan garam. Sepertinya mengisi ulang HP saya sedikit.,"Блюдо креветки приправлено солью. Кажется, пополняет мой HP немного.",用盐调味的虾盘。它似乎补充了我的惠普一点。,用鹽調味的蝦菜。似乎可以補充我的HP。,Hipon na tinimplahan ng asin. Mukhang napapabalik nito ang ang buhay ng kaunti.,Món ăn tôm dày dạn với muối. Nó dường như bổ sung HP của tôi một chút.
ITEM_DESCRIPTION_201018,"Shrimp dish that's been grilled with care. It's so delicious, so it seems to replenish more HP.",정성껏 구운 새우 요리. 맛있어서 체력이 더 많이 보충되는 것 같다.,"Prato de camarão que foi grelhado com cuidado. É tão delicioso, então parece reabastecer mais HP.",慎重に炒めたエビ料理。美味しくてHP増加量も少し高い。,"Plato de camarón cuiadosamente asado. Es tan delicioso,que parece volver a reponer más HP.",อาหารจานกุ้งที่ปรุงด้วยความพิถีพิถัน มันอร่อยมากดังนั้นดูเหมือนว่าจะเติมเต็ม HP มากขึ้น,"Hidangan udang yang dipanggang dengan hati-hati. Sangat lezat, jadi sepertinya mengisi lebih banyak HP.","Блюдо креветки, которое было на гриле с уходом. Это так вкусно, поэтому кажется, что пополняет больше HP.",虾盘被小心烧烤。这太美味了，所以它似乎补充了更多的惠普。,精心燒烤的蝦菜。它是如此美味，因此似乎可以補充更多的HP。,Putaheng hipon na inihaw na may pag-aaruga. Sobrang sarap na nakapag babalik ito ng malaking dami buhay.,"Món ăn tôm được nướng cẩn thận. Nó rất ngon, vì vậy nó dường như bổ sung nhiều HP hơn."
ITEM_DESCRIPTION_201019,Shrimp dishes made with recipes delivered from the gods' banquets. They're so delicious that they significantly improve HP.,신들의 연회에서 전해지는 레시피로 만든 새우 요리. 너무 맛있어서 체력이 크게 향상된다.,Pratos de camarão feitos com receitas entregues dos banquetes de Deuses. É tão delicioso que minha HP melhora significativamente.,神々の宴会で用いられたと言われるレシピで作ったエビ料理。おいしすぎてHPがたくさん向上される。,Platos de camarón hechos con recetas entregadas de los banquetes de Dios. Es tan delicioso que mi HP mejora significativamente.,อาหารจานกุ้งทำด้วยสูตรอาหารที่จัดเลี้ยงจากงานเลี้ยงพระเจ้า มันอร่อยขนาดที่ทำให้ HP ของฉันเพิ่มขึ้นอย่างมีนัยสำคัญ,Hidangan udang dibuat dengan resep yang dikirim dari jamuan dewa. Sangat lezat bahwa HP saya meningkat secara signifikan.,"Блюда креветки, сделанные с рецептами, доставленными от банкетов богов. Это так вкусно, что мой HP значительно улучшится.",虾菜肴由众神宴会提供的食谱。我的惠普显着提高了这么美味。,用神宴上的食譜製作的蝦菜餚。太好吃了，我的HP明顯提高了。,Putaheng hipon na ginawa galing sa resipe na inihahain sa pagsasalo salo ng mga Diyos. Sobrang sarap nito na dumadagdag ang buhay ng napalaki.,Các món ăn tôm được làm bằng các công thức nấu ăn được giao từ các bữa tiệc của các vị thần. Chúng rất ngon đến nỗi họ cải thiện đáng kể HP.
ITEM_DESCRIPTION_201020,Canned almonds. They improve concentration and CRI.,고소한 아몬드캔. 집중력이 좋아져 치명타율이 향상된다.,Amêndoa enlatada. A concentração melhora e o CRI melhora.,缶詰アーモンド。集中力がよくなってクリティカル率が上がる。,Almendra enlatada. Mejora mi concentración y aumenta el CRI.,อัลมอนด์กระป๋อง เพิ่มความจดจ่อ และ CRI,Almond kalengan. Konsentrasi meningkat dan CRI meningkat.,"Консервированный миндаль. Концентрация улучшается, и CRI улучшается.",杏仁罐头。浓度改善，CRI改善。,杏仁罐頭。濃度改善，CRI改善。,Delatang almendras. Pinapagbuti ang konsentrasyon at CRI.,Hạnh nhân đóng hộp. Họ cải thiện sự tập trung và CRI.
ITEM_DESCRIPTION_201021,"Legendary canned almond, infused with the sweetness of honey. It enhances concentration, which greatly improves the CRI.",꿀을 발라 달콤함이 더해진 전설의 아몬드캔. 집중력이 크게 좋아져 치명타율이 크게 향상된다.,"Amêndoa enlatada lendária com mel adicionado doçura. A concentração melhora significativamente, o que melhora muito o CRI.",蜂蜜で甘さを加えた伝説的なアーモンド缶。集中力が大幅によくなりクリティカル率がたくさん向上される。,"Almendra enlatada legendaria, con miel y dulzura. La concentración mejora significativamente, lo que mejora enormemente el CRI.",อัลมอนด์กระป๋องในตำนานกับน้ำผึ้งเพิ่มความหวาน เพิ่มความจดจ่ออย่างมีนัยสำคัญซึ่งช่วยเพิ่มระดับ CRI อย่างมาก,"Almond kalengan legendaris dengan manis menambahkan manis. Konsentrasi meningkat secara signifikan, yang sangat meningkatkan CRI.","Легендарный консервированный миндаль с мёдом добавил сладость. Концентрация значительно улучшается, что значительно улучшает CRI.",传奇罐装杏仁用蜂蜜添加了甜味。浓度显着改善，大大改善了CRI。,傳奇的杏仁罐頭和蜂蜜添加了甜味。濃度大大提高，這大大改善了CRI。,Maalamat na delatang almendras na may tamis ng pulut-pukyutan. Pinagbubuti ang konsentrasyon at CRI ng kapansinsing lebel.,"Hạnh nhân đóng hộp huyền thoại, truyền vào vị ngọt của mật ong. Nó tăng cường sự tập trung, giúp cải thiện đáng kể CRI."
ITEM_DESCRIPTION_10110000,A sword that is light and hard.,가볍고 단단해서 활동성이 좋은 검.,Uma espada que é leve e dura.,軽くて硬いソード。,Una espada liviana y resistente.,ดาบที่เบาและเเข็งแรง,Pedang yang ringan dan keras.,"Меч, который легкий и прочный.",轻而坚硬的剑。,輕巧而堅硬的劍。,Espadang magaan at matigas.,Một thanh kiếm nhẹ và cứng.
ITEM_DESCRIPTION_10111000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é leve e dura.Ataques elementais são possiveis.,軽くて硬いソード。属性攻撃が可能。,Una espada liviana y resistente. Puede infligir daño mágico según su elemento,ดาบที่เบาและแข็งแรง มีคุณสมบัติการโจมตีแบบธาตุ,Pedang yang ringan dan keras. Serangan elemental dapat dilakukan.,"Меч, который легкий и прочный. Возможны стихийные атаки.",轻而坚硬的剑。可能会发生元素攻击。,輕巧而堅硬的劍。元素攻擊是可能的。,Espadang magaan at matigas. Ang atakeng elemental ay posible.,Một thanh kiếm nhẹ và cứng. Các cuộc tấn công nguyên tố là có thể.
ITEM_DESCRIPTION_10112000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é leve e dura.Ataques elementais são possiveis.,軽くて硬いソード。属性攻撃が可能。,Una espada liviana y resistente. Puede infligir daño mágico según su elemento,ดาบที่เบาและแข็งแรง มีคุณสมบัติการโจมตีแบบธาตุ,Pedang yang ringan dan keras. Serangan elemental dapat dilakukan.,"Меч, который легкий и прочный. Возможны стихийные атаки.",一把轻而硬的剑。可能会发生元素攻击。,輕巧而堅硬的劍。元素攻擊是可能的。,Espadang magaan at matigas. Ang atakeng elemental ay posible.,Một thanh kiếm nhẹ và cứng. Các cuộc tấn công nguyên tố là có thể.
ITEM_DESCRIPTION_10113000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é leve e dura.Ataques elementais são possiveis.,軽くて硬いソード。属性攻撃が可能。,Una espada liviana y resistente. Puede infligir daño mágico según su elemento,ดาบที่เบาและแข็งแรง มีคุณสมบัติการโจมตีแบบธาตุ,Pedang yang ringan dan keras. Serangan elemental dapat dilakukan.,"Меч, который легкий и прочный. Возможны стихийные атаки.",一把轻而硬的剑。可能会发生元素攻击。,輕巧而堅硬的劍。元素攻擊是可能的。,Espadang magaan at matigas. Ang atakeng elemental ay posible.,Một thanh kiếm nhẹ và cứng. Các cuộc tấn công nguyên tố là có thể.
ITEM_DESCRIPTION_10114000,A sword that is light and hard. Elemental attacks are possible.,가볍고 단단해서 활동성이 좋은 검. 속성이 담겨 있어 좀 더 강력하다.,Uma espada que é leve e dura.Ataques elementais são possiveis.,軽くて硬いソード。属性攻撃が可能。,Una espada liviana y resistente. Puede infligir daño mágico según su elemento,ดาบที่เบาและแข็งแรง มีคุณสมบัติการโจมตีแบบธาตุ,Pedang yang ringan dan keras. Serangan elemental dapat dilakukan.,"Меч, который легкий и прочный. Возможны стихийные атаки.",一把轻而硬的剑。 可能会发生元素攻击。,輕巧而堅硬的劍。元素攻擊是可能的。,Espadang magaan at matigas. Ang atakeng elemental ay posible.,Một thanh kiếm nhẹ và cứng. Các cuộc tấn công nguyên tố là có thể.
ITEM_DESCRIPTION_10120000,A sword wielded by gladiators. Its shiny blade attracts a lot of attention.,검투사가 즐겨 쓰는 검. 화려한 날이 시선을 끈다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.,グラディエーターのソード。煌めくブレードが注意を惹く。,Espada de gladiadores. Su brillo llama mucho la atención.,ดาบที่กลาดิเอเตอร์ใช้ ใบมีดแวววาวของมันดึงดูดความสนใจ,Pedang yang digunakan oleh gladiator. Bilah pisau yang berkilauan menarik perhatian.,"Меч, которым пользуются гладиаторы. Блестящее лезвие привлекает много внимания.",角斗士使用的剑。刀的闪闪发光的刀片引起了人们的注意。,角斗士使用的劍。閃亮的刀片吸引了很多人的注意。,Espadang gamit ng mga manlalaban. Ang kumikinang na talim ay nakakapukaw ng atensiyon.,Một thanh kiếm được sử dụng bởi các đấu sĩ. Lưỡi dao sáng bóng của nó thu hút rất nhiều sự chú ý.
ITEM_DESCRIPTION_10121000,A sword wielded by gladiators. Its shiny blade attracts a lot of attention. Elemental attacks are possible.,검투사가 즐겨 쓰던 검. 화려한 칼날이 시선을 끈다. 속성 공격이 가능하다.,Espada usada por gladiadores.O brilho de sua lâmina atrai atenção.Ataques elementais são possiveis.,グラディエーターのソード。煌めくブレードが注意を惹く。属性攻撃が可能。,Espada de gladiadores. Su brillo llama mucho la atención y puede infligir daño mágico según su elemento,ดาบที่กลาดิเอเตอร์ใช้ ใบมีดแวววาวของมันดึงดูดความสนใจ มีคุณสมบัติการโจมตีแบบธาตุ,Pedang yang digunakan oleh gladiator. Bilah pisau yang berkilauan menarik perhatian. Serangan elemental dapat dilakukan.,"Меч, которым пользуются гладиаторы. Блестящее лезвие привлекает много внимания. Возможны стихийные атаки.",角斗士使用的剑。刀的闪闪发光的刀片引起了人们的注意。,角斗士使用的劍。閃亮的刀片吸引了很多人的注意。元素攻擊是可能的。,Espadang gamit ng mga manlalaban. Ang kumikinang na talim ay nakakapukaw ng atensiyon. Ang atakeng elemental ay posible.,Một thanh kiếm được sử dụng bởi các đấu sĩ. Lưỡi dao sáng bóng của nó thu hút rất nhiều sự chú ý. Các cuộc tấn công nguyên tố là có thể.
