id,cost_ap,turn_limit,hp_option,atk_option,def_option,cri_option,hit_option,spd_option,background,bgm,item1,item1_ratio,item1_min,item1_max,item2,item2_ratio,item2_min,item2_max,item3,item3_ratio,item3_min,item3_max,item4,item4_ratio,item4_min,item4_max,item5,item5_ratio,item5_min,item5_max,item6,item6_ratio,item6_min,item6_max,item7,item7_ratio,item7_min,item7_max,item8,item8_ratio,item8_min,item8_max,item9,item9_ratio,item9_min,item9_max,item10,item10_ratio,item10_min,item10_max,min_drop,max_drop
41,5,150,132,132,132,0,132,132,chapter_01_01,bgm_yggdrasil_01,303201,0.1,1,3,303300,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
42,5,150,133,133,133,0,133,133,chapter_01_01,bgm_yggdrasil_01,303001,0.1,1,3,303201,0.1,1,3,303300,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
43,5,150,140,140,140,0,140,140,chapter_01_02,bgm_yggdrasil_02,303201,0.1,1,3,303300,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
44,5,150,124,124,124,0,124,124,chapter_01_01,bgm_yggdrasil_01,303001,0.1,1,3,303300,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
45,5,150,124,124,124,0,124,124,chapter_01_01,bgm_yggdrasil_01,303101,0.1,1,3,303300,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
46,5,150,132,132,132,0,132,132,chapter_01_02,bgm_yggdrasil_02,303101,0.1,1,3,303300,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
47,5,150,118,118,118,0,118,118,chapter_01_01,bgm_yggdrasil_01,303001,0.1,1,3,303101,0.1,1,3,303300,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
48,5,150,118,118,118,0,118,118,chapter_01_02,bgm_yggdrasil_02,303001,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
49,5,150,118,118,118,0,118,118,chapter_01_01,bgm_yggdrasil_01,303001,0.1,1,3,303301,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
50,5,150,133,133,133,0,133,133,chapter_01_03,bgm_yggdrasil_03,303101,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
51,5,150,134,134,134,0,134,134,chapter_02_01,bgm_alfheim_01,303201,0.1,1,3,303301,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306009,0.15,2,3,306010,0.12,2,3,306011,0.06,2,3,,,,,,,,,3,4
52,5,150,134,134,134,0,134,134,chapter_02_01,bgm_alfheim_01,303001,0.1,1,3,303301,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306009,0.15,2,3,306010,0.12,2,3,306011,0.06,2,3,,,,,,,,,3,4
53,5,150,154,154,154,0,154,154,chapter_02_02,bgm_alfheim_02,303001,0.1,1,3,303101,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
54,5,150,134,134,134,0,134,134,chapter_02_01,bgm_alfheim_01,303001,0.1,1,3,303201,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
55,5,150,139,139,139,0,139,139,chapter_02_01,bgm_alfheim_01,303101,0.1,1,3,303201,0.1,1,3,303400,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306009,0.15,2,3,306010,0.12,2,3,306011,0.06,2,3,,,,,,,,,3,4
56,5,150,159,159,159,0,159,159,chapter_02_02,bgm_alfheim_02,303001,0.1,1,3,303101,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
57,5,150,145,145,145,0,145,145,chapter_02_01,bgm_alfheim_01,303001,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
58,5,150,139,139,139,0,139,139,chapter_02_02,bgm_alfheim_02,303201,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306009,0.15,2,3,306010,0.12,2,3,306011,0.06,2,3,,,,,,,,,3,4
59,5,150,145,145,145,0,145,145,chapter_02_01,bgm_alfheim_01,303001,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
60,5,150,155,155,155,0,155,155,chapter_02_03,bgm_alfheim_03,303001,0.1,1,3,303201,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306009,0.15,2,3,306010,0.12,2,3,306011,0.06,2,3,,,,,,,,,3,4
61,5,150,145,145,145,0,145,145,chapter_02_01,bgm_alfheim_01,303001,0.1,1,3,303101,0.1,1,3,303201,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306023,0.15,2,3,306024,0.12,2,3,306025,0.06,2,3,,,,,,,,,3,4
62,5,150,145,145,145,0,145,145,chapter_02_01,bgm_alfheim_01,303101,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
63,5,150,194,194,194,0,194,194,chapter_02_02,bgm_alfheim_02,303001,0.1,1,3,303101,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306000,0.15,2,3,306001,0.12,2,3,306002,0.06,2,3,,,,,,,,,3,4
64,5,150,177,177,177,0,177,177,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
65,5,150,177,177,177,0,177,177,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303101,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
66,5,150,194,194,194,0,194,194,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
67,5,150,203,203,203,0,203,203,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303201,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
68,5,150,203,203,203,0,203,203,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303101,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
69,5,150,203,203,203,0,203,203,chapter_02_01,bgm_alfheim_01,303101,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
70,5,150,210,210,210,0,210,210,chapter_02_03,bgm_alfheim_03,303002,0.1,1,3,303101,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
71,5,150,177,177,177,0,177,177,chapter_02_01,bgm_alfheim_01,303101,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
72,5,150,191,191,191,0,191,191,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303101,0.1,1,3,303201,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
73,5,150,177,177,177,0,177,177,chapter_02_02,bgm_alfheim_02,303101,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
74,5,150,185,185,185,0,185,185,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303101,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
75,5,150,185,185,185,0,185,185,chapter_02_01,bgm_alfheim_01,303101,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
76,5,150,200,200,200,0,200,200,chapter_02_02,bgm_alfheim_02,303102,0.1,1,3,303201,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
77,5,150,194,194,194,0,194,194,chapter_02_01,bgm_alfheim_01,303102,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
78,5,150,208,208,208,0,208,208,chapter_02_02,bgm_alfheim_02,303201,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
79,5,150,185,185,185,0,185,185,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
80,5,150,216,216,216,0,216,216,chapter_02_03,bgm_alfheim_03,303102,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
81,5,150,199,199,199,0,199,199,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303102,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
82,5,150,199,199,199,0,199,199,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303201,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
83,5,150,215,215,215,0,215,215,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303201,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
84,5,150,185,185,185,0,185,185,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
85,5,150,167,167,167,0,167,167,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303102,0.1,1,3,303201,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
86,5,150,214,214,214,0,214,214,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303102,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
87,5,150,218,218,218,0,218,218,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303201,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
88,5,150,228,228,228,0,228,228,chapter_02_02,bgm_alfheim_02,303102,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
89,5,150,228,228,228,0,228,228,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
90,5,150,239,239,239,0,239,239,chapter_02_03,bgm_alfheim_03,303102,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
91,5,150,208,208,208,0,208,208,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303102,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
92,5,150,218,218,218,0,218,218,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
93,5,150,233,233,233,0,233,233,chapter_02_02,bgm_alfheim_02,303102,0.1,1,3,303202,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
94,5,150,218,218,218,0,218,218,chapter_02_01,bgm_alfheim_01,303102,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
95,5,150,228,228,228,0,228,228,chapter_02_01,bgm_alfheim_01,303102,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
96,5,150,222,222,222,0,222,222,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303202,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
97,5,150,199,199,199,0,199,199,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303102,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
98,5,150,204,204,204,0,204,204,chapter_02_02,bgm_alfheim_02,303002,0.1,1,3,303102,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
99,5,150,215,215,215,0,215,215,chapter_02_01,bgm_alfheim_01,303002,0.1,1,3,303102,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
100,5,150,217,217,217,0,217,217,chapter_02_03,bgm_alfheim_03,303002,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
