stage_id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,has_boss
18,2,201000,13,2,201002,13,3,,,,,,,0
18,3,201000,13,2,201002,13,3,201004,13,1,,,,0
19,1,201002,14,1,201004,14,2,,,,,,,0
19,2,201001,14,2,201002,14,3,,,,,,,0
19,3,201001,14,2,201002,14,3,201004,14,2,,,,0
20,1,201000,15,2,201001,15,1,,,,,,,0
20,2,204000,15,3,,,,,,,,,,0
20,3,201003,15,2,201006,15,1,,,,,,,1
21,1,204010,16,3,,,,,,,,,,0
21,2,204000,16,2,201006,16,1,,,,,,,0
21,3,201002,16,3,201004,16,1,,,,,,,0
22,1,201006,18,2,,,,,,,,,,0
22,2,201000,18,2,201001,18,1,,,,,,,0
22,3,204010,18,2,201000,18,1,201003,18,1,,,,0
23,1,204010,19,4,,,,,,,,,,0
23,2,201000,19,1,201001,19,2,,,,,,,0
23,3,201000,19,2,201001,19,2,201003,19,1,,,,0
24,1,204010,21,2,201001,21,1,201002,21,1,,,,0
24,2,201001,21,2,201002,21,2,,,,,,,0
24,3,201001,21,2,201002,21,2,201006,21,1,,,,0
25,1,204000,22,3,201001,22,1,,,,,,,0
25,2,201001,22,2,201002,22,2,,,,,,,0
25,3,201001,22,1,201006,22,2,201007,22,1,,,,0
26,1,204000,23,3,201000,23,1,,,,,,,0
26,2,201000,23,2,201004,23,1,,,,,,,0
26,3,201000,23,3,201006,23,1,,,,,,,0
27,1,204000,25,3,,,,,,,,,,0
27,2,201000,25,3,,,,,,,,,,0
27,3,201003,25,2,,,,,,,,,,0
28,1,204000,26,4,,,,,,,,,,0
28,2,201000,26,2,201006,26,2,,,,,,,0
28,3,201000,26,1,201002,26,2,204000,26,2,,,,0
29,1,204000,28,3,201001,28,1,,,,,,,0
29,2,201001,28,2,201004,28,1,,,,,,,0
29,3,201001,28,2,201004,28,1,201006,28,2,,,,0
30,1,204000,29,2,201002,29,1,201006,29,1,,,,0
30,2,201002,29,2,201004,29,1,,,,,,,0
30,3,201003,29,1,201007,29,1,,,,,,,1
31,1,204010,30,3,,,,,,,,,,0
31,2,204000,30,2,201006,30,1,,,,,,,0
31,3,201002,30,3,201004,30,1,201007,30,1,,,,0
32,1,201007,31,2,,,,,,,,,,0
32,2,201000,31,2,201002,31,1,,,,,,,0
32,3,204010,31,2,201000,31,2,201003,31,1,,,,0
33,1,204010,32,4,,,,,,,,,,0
33,2,201001,32,2,201004,32,2,201006,32,1,,,,0
33,3,201000,32,2,201001,32,2,201003,32,1,,,,0
34,1,204010,33,2,201001,33,1,201002,33,1,,,,0
34,2,201001,33,2,201004,33,2,,,,,,,0
34,3,201001,33,2,201002,33,2,201006,33,1,,,,0
35,1,204000,33,3,201001,33,1,,,,,,,0
35,2,201001,33,2,201004,33,1,,,,,,,0
35,3,201001,33,1,201006,33,2,201007,33,1,,,,0
36,1,204000,34,3,201000,34,1,,,,,,,0
36,2,201000,34,2,201004,34,1,,,,,,,0
36,3,201000,34,3,201006,34,1,,,,,,,0
37,1,204000,34,3,,,,,,,,,,0
37,2,201004,34,3,,,,,,,,,,0
37,3,201007,34,2,,,,,,,,,,0
38,1,204000,35,3,,,,,,,,,,0
38,2,201000,35,1,201007,35,2,,,,,,,0
38,3,201000,35,1,201002,35,2,204000,35,1,,,,0
39,1,204000,36,3,201001,36,1,,,,,,,0
39,2,201001,36,2,201004,36,1,,,,,,,0
39,3,201001,36,2,201006,36,1,201007,36,1,,,,0
40,1,204000,37,2,201007,37,1,,,,,,,0
40,2,201002,37,2,201004,37,1,,,,,,,0
40,3,201002,37,1,201008,37,1,,,,,,,1
41,1,204010,37,2,,,,,,,,,,0
41,2,204000,37,2,201006,37,1,,,,,,,0
41,3,201002,37,2,201001,37,1,201008,37,1,,,,0
42,1,201007,38,2,,,,,,,,,,0
42,2,201000,38,2,201002,38,1,,,,,,,0
42,3,204010,38,2,201000,38,2,201003,38,1,,,,0
43,1,204010,39,4,,,,,,,,,,0
43,2,201001,39,2,201004,39,1,201006,39,1,,,,0
43,3,201000,39,2,201001,39,1,201003,39,1,,,,0
44,1,204010,41,2,201001,41,1,201002,41,1,,,,0
44,2,201001,41,2,201002,41,2,,,,,,,0
44,3,201001,41,1,201002,41,1,201008,41,1,,,,0
45,1,204000,42,3,201001,42,1,,,,,,,0
45,2,201001,42,2,201004,42,1,,,,,,,0
45,3,201001,42,1,201006,42,2,201008,42,1,,,,0
46,1,204000,43,3,201000,43,1,,,,,,,0
46,2,201000,43,2,201004,43,1,,,,,,,0
46,3,201000,43,3,201008,43,1,,,,,,,0
47,1,204000,44,3,,,,,,,,,,0
47,2,201004,44,3,,,,,,,,,,0
47,3,201006,44,2,201008,44,1,,,,,,,0
48,1,204000,45,2,,,,,,,,,,0
48,2,201000,45,1,201007,45,1,201008,45,1,,,,0
48,3,201000,45,2,201002,45,1,204000,45,1,,,,0
49,1,204000,47,2,201001,47,1,,,,,,,0
49,2,201001,47,2,201004,47,1,,,,,,,0
49,3,201001,47,1,201007,47,1,201008,47,1,,,,0
50,1,201000,48,2,201001,48,1,,,,,,,0
50,2,204000,48,3,,,,,,,,,,0
50,3,201003,48,2,201005,48,1,,,,,,,1
51,1,204020,50,3,,,,,,,,,,0
51,2,202000,50,4,,,,,,,,,,0
51,3,202000,50,6,,,,,,,,,,0
52,1,204020,51,4,,,,,,,,,,0
52,2,202000,51,2,202001,51,2,,,,,,,0
52,3,202000,51,3,202001,51,2,,,,,,,0
53,1,204000,52,2,204010,52,3,,,,,,,0
53,2,202001,52,3,,,,,,,,,,0
53,3,204000,52,1,204010,52,1,202001,52,3,,,,0
54,1,204000,53,3,204020,53,2,,,,,,,0
54,2,202000,53,2,202001,53,1,202002,53,1,,,,0
54,3,202000,53,1,202001,53,2,202002,53,2,,,,0
55,1,204010,54,3,,,,,,,,,,0
55,2,202000,54,1,202002,54,2,202003,54,1,,,,0
55,3,202000,54,2,202002,54,1,202003,54,1,,,,0
56,1,204010,55,4,,,,,,,,,,0
56,2,202001,55,1,202002,55,2,204000,55,1,,,,0
56,3,202001,55,2,202002,55,2,,,,,,,0
57,1,204000,56,3,,,,,,,,,,0
57,2,202004,56,1,202005,56,1,,,,,,,0
57,3,202004,56,1,202005,56,1,204000,56,4,,,,0
58,1,204000,57,4,,,,,,,,,,0
58,2,202004,57,1,204001,57,2,,,,,,,0
58,3,204000,57,1,202004,57,2,204001,57,1,,,,0
59,1,204020,58,3,,,,,,,,,,0
59,2,202005,58,3,204001,58,2,,,,,,,0
59,3,204020,58,2,202005,58,2,204001,58,2,,,,0
60,1,204020,59,5,,,,,,,,,,0
60,2,202006,59,1,,,,,,,,,,0
60,3,202002,59,2,202003,59,1,202005,59,1,202006,59,1,1
61,1,204000,60,2,204010,60,3,,,,,,,0
61,2,202000,60,2,202001,60,1,202004,60,1,,,,0
61,3,202000,60,3,202001,60,1,202004,60,1,,,,0
62,1,204020,61,3,,,,,,,,,,0
62,2,202002,61,1,202003,61,1,202005,61,2,,,,0
62,3,202002,61,1,202003,61,1,202005,61,1,204020,61,1,0
63,1,201000,62,3,201001,62,1,,,,,,,0
63,2,202003,62,1,202004,62,1,202005,62,1,,,,0
63,3,201000,62,2,202002,62,2,202006,62,1,,,,0
64,1,201000,63,1,201002,63,2,,,,,,,0
64,2,202000,63,2,202001,63,1,202002,63,1,,,,0
64,3,202001,63,2,202002,63,2,,,,,,,0
65,1,201001,64,1,201004,64,3,,,,,,,0
65,2,202001,64,1,202003,64,2,,,,,,,0
65,3,202001,64,1,202003,64,2,,,,,,,0
66,1,201002,65,2,201004,65,2,,,,,,,0
66,2,202001,65,2,202004,65,1,,,,,,,0
66,3,202001,65,1,202004,65,2,,,,,,,0
67,1,201001,66,2,201004,66,2,,,,,,,0
67,2,202003,66,2,202005,66,1,,,,,,,0
67,3,201001,66,2,202003,66,1,202005,66,2,,,,0
68,1,201000,67,2,201002,67,1,,,,,,,0
68,2,202003,67,1,202006,67,1,,,,,,,0
68,3,201002,67,1,202003,67,1,202006,67,1,,,,0
69,1,201001,68,2,201002,68,3,,,,,,,0
69,2,202003,68,2,202004,68,1,,,,,,,0
69,3,202004,68,1,202006,68,1,,,,,,,0
70,1,204000,69,1,202004,69,2,,,,,,,0
70,2,202001,69,2,,,,,,,,,,0
70,3,202001,69,2,202005,69,1,202006,69,1,,,,1
71,1,204020,70,3,,,,,,,,,,0
71,2,202000,70,4,,,,,,,,,,0
71,3,202000,70,6,,,,,,,,,,0
72,1,204020,71,3,,,,,,,,,,0
72,2,202000,71,1,202001,71,2,,,,,,,0
72,3,202000,71,1,202001,71,2,,,,,,,0
73,1,204000,72,2,204010,72,2,,,,,,,0
73,2,202001,72,3,,,,,,,,,,0
73,3,204000,72,1,204010,72,1,202001,72,2,,,,0
74,1,204000,73,2,204020,73,1,,,,,,,0
74,2,202000,73,1,202001,73,1,202002,73,1,,,,0
74,3,202000,73,1,202001,73,1,202002,73,2,,,,0
75,1,204010,74,4,,,,,,,,,,0
75,2,202000,74,1,202002,74,2,202003,74,1,,,,0
75,3,202000,74,1,202002,74,2,202003,74,1,,,,0
76,1,204010,75,4,,,,,,,,,,0
76,2,202001,75,1,202002,75,2,204000,75,1,,,,0
76,3,202001,75,2,202002,75,2,,,,,,,0
77,1,204000,76,4,,,,,,,,,,0
77,2,202004,76,1,202005,76,1,,,,,,,0
77,3,202004,76,1,202005,76,1,204000,76,3,,,,0
78,1,204000,78,3,,,,,,,,,,0
78,2,202004,78,1,204001,78,1,,,,,,,0
78,3,202004,78,2,204001,78,1,,,,,,,0
79,1,204020,78,3,,,,,,,,,,0
79,2,202005,78,2,204001,78,2,,,,,,,0
79,3,202005,78,1,204001,78,2,204001,78,2,,,,0
80,1,204020,79,5,,,,,,,,,,0
80,2,202006,79,1,,,,,,,,,,0
80,3,202002,79,1,202003,79,1,202005,79,1,202006,79,1,1
81,1,204000,81,2,204010,81,3,,,,,,,0
81,2,202000,81,2,202001,81,1,202004,81,1,,,,0
81,3,202000,81,3,202001,81,1,202004,81,1,,,,0
82,1,204020,82,3,,,,,,,,,,0
82,2,202002,82,1,202003,82,1,202005,82,2,,,,0
82,3,202002,82,1,202003,82,1,202005,82,1,204020,82,1,0
83,1,201000,83,2,201001,83,1,,,,,,,0
83,2,202003,83,1,202004,83,1,202005,83,1,,,,0
83,3,201000,83,2,202002,83,2,202006,83,1,,,,0
84,1,201000,84,1,201002,84,2,,,,,,,0
84,2,202000,84,1,202001,84,1,202002,84,1,,,,0
84,3,202001,84,2,202002,84,2,,,,,,,0
85,1,201001,85,1,201004,85,3,,,,,,,0
85,2,202003,85,2,,,,,,,,,,0
85,3,202001,85,1,202003,85,2,,,,,,,0
86,1,201002,86,2,201004,86,2,,,,,,,0
86,2,202001,86,2,202004,86,1,,,,,,,0
86,3,202001,86,1,202004,86,2,,,,,,,0
87,1,201001,87,2,201004,87,2,,,,,,,0
87,2,202003,87,2,202005,87,1,,,,,,,0
87,3,201001,87,2,202003,87,1,202005,87,2,,,,0
88,1,201000,88,2,201002,88,1,,,,,,,0
88,2,202003,88,1,202006,88,1,,,,,,,0
88,3,201000,88,1,201002,88,1,202003,88,1,202006,88,1,0
89,1,201001,89,2,201002,89,2,,,,,,,0
89,2,202003,89,2,202004,89,1,,,,,,,0
89,3,202004,89,1,202006,89,1,,,,,,,0
90,1,204000,90,1,202004,90,2,,,,,,,0
90,2,202001,90,2,,,,,,,,,,0
90,3,202001,90,2,202005,90,1,202006,90,1,,,,1
91,1,202000,91,3,,,,,,,,,,0
91,2,202000,91,1,202001,91,1,202004,91,1,,,,0
91,3,202003,91,2,202004,91,1,,,,,,,0
92,1,202000,92,2,202001,92,2,,,,,,,0
92,2,202002,92,2,202003,92,1,202005,92,1,,,,0
92,3,202000,92,1,202002,92,1,202003,92,1,202005,92,1,0
93,1,202001,93,3,,,,,,,,,,0
93,2,202003,93,1,202004,93,1,,,,,,,0
93,3,202001,93,2,202004,93,1,202006,93,1,,,,0
94,1,202000,94,1,202001,94,1,202002,94,1,,,,0
94,2,202000,94,1,202001,94,1,202002,94,1,202003,94,1,0
94,3,202002,94,1,202003,94,1,202005,94,1,,,,0
95,1,202000,95,1,202002,95,1,,,,,,,0
95,2,202003,95,3,,,,,,,,,,0
95,3,202004,95,1,202005,95,1,202006,95,1,,,,1
96,1,202001,96,1,202002,96,1,204000,96,1,,,,0
96,2,202001,96,2,202004,96,1,,,,,,,0
96,3,202001,96,2,202004,96,1,202002,96,1,,,,0
97,1,202004,97,1,,,,,,,,,,0
97,2,202005,97,1,202006,97,1,,,,,,,0
97,3,202004,97,1,202000,97,1,202006,97,1,,,,0
98,1,202004,98,1,204001,98,3,,,,,,,0
98,2,202003,98,1,202005,98,2,,,,,,,0
98,3,202003,98,2,202004,98,1,,,,,,,0
99,1,202005,99,1,204001,99,3,,,,,,,0
99,2,202003,99,2,202004,99,1,,,,,,,0
99,3,202003,99,3,202005,99,1,,,,,,,0
100,1,204001,100,3,202002,100,1,,,,,,,0
100,2,202000,100,2,202001,100,2,,,,,,,0
100,3,202000,100,3,202007,100,1,,,,,,,1
101,1,204011,101,3,,,,,,,,,,0
101,2,204011,101,4,,,,,,,,,,0
101,3,204011,101,5,,,,,,,,,,0
102,1,204011,102,3,,,,,,,,,,0
102,2,203000,102,4,,,,,,,,,,0
102,3,203000,102,5,,,,,,,,,,0
103,1,204011,103,3,,,,,,,,,,0
103,2,203000,103,3,,,,,,,,,,0
103,3,204011,103,3,203000,103,3,,,,,,,0
104,1,204011,103,3,,,,,,,,,,0
104,2,203000,103,2,203001,103,2,,,,,,,0
104,3,204011,103,2,203001,103,3,,,,,,,0
105,1,204001,104,4,,,,,,,,,,0
105,2,203000,104,2,203001,104,2,,,,,,,0
105,3,203000,104,2,203001,104,2,203003,104,1,,,,0
106,1,204001,105,4,,,,,,,,,,0
106,2,203001,105,4,,,,,,,,,,0
106,3,203000,105,2,203001,105,3,,,,,,,0
107,1,204001,105,4,,,,,,,,,,0
107,2,203001,105,4,,,,,,,,,,0
107,3,204001,105,3,203002,105,1,,,,,,,0
108,1,204001,106,4,,,,,,,,,,0
108,2,203000,106,3,203002,106,2,,,,,,,0
108,3,203000,106,3,203001,106,1,203002,106,1,,,,0
109,1,204021,107,4,,,,,,,,,,0
109,2,203000,107,2,203001,107,1,203002,107,1,,,,0
109,3,203000,107,1,203001,107,1,203002,107,3,,,,0
110,1,204021,107,4,,,,,,,,,,0
110,2,203003,107,1,203000,107,2,,,,,,,0
110,3,203000,107,2,203002,107,1,203005,107,1,,,,1
111,1,203000,108,4,,,,,,,,,,0
111,2,203000,108,3,203001,108,1,,,,,,,0
111,3,203000,108,3,203004,108,1,,,,,,,0
112,1,203000,109,2,203001,109,2,,,,,,,0
112,2,203000,109,1,203001,109,1,203004,109,1,,,,0
112,3,203000,109,3,203001,109,1,203004,109,1,,,,0
113,1,203001,110,4,,,,,,,,,,0
113,2,203002,110,1,203003,110,1,,,,,,,0
113,3,203005,110,2,,,,,,,,,,0
114,1,203000,112,2,203002,112,2,,,,,,,0
114,2,203000,112,1,203001,112,1,203002,112,1,,,,0
114,3,203003,112,1,203005,112,1,,,,,,,0
115,1,203003,113,2,203002,113,1,,,,,,,0
115,2,203003,113,1,203004,113,1,,,,,,,0
115,3,203003,113,1,203006,113,1,,,,,,,0
116,1,203000,114,3,203002,114,1,,,,,,,0
116,2,203000,114,2,203004,114,2,203001,114,1,,,,0
116,3,203000,114,2,203002,114,2,,,,,,,0
117,1,203004,116,2,203005,116,1,,,,,,,0
117,2,203000,116,2,203001,116,1,203002,116,1,203003,116,1,0
117,3,203005,116,2,,,,,,,,,,0
118,1,203004,117,2,203001,117,1,,,,,,,0
118,2,203000,117,2,203004,117,2,,,,,,,0
118,3,203000,117,1,203001,117,1,203002,117,1,203003,117,1,0
119,1,203005,118,1,203001,118,1,,,,,,,0
119,2,203005,118,2,,,,,,,,,,0
119,3,203005,118,2,203001,118,1,,,,,,,0
120,1,203006,119,1,,,,,,,,,,0
120,2,203003,119,2,,,,,,,,,,0
120,3,203000,119,1,203002,119,1,203005,119,2,,,,1
121,1,204021,120,4,,,,,,,,,,0
121,2,203000,120,4,,,,,,,,,,0
121,3,203001,120,5,,,,,,,,,,0
122,1,204021,122,4,,,,,,,,,,0
122,2,203000,122,2,203001,122,2,,,,,,,0
122,3,203000,122,3,203001,122,3,,,,,,,0
123,1,204001,123,2,204011,123,2,,,,,,,0
123,2,203001,123,4,,,,,,,,,,0
123,3,204001,123,1,204011,123,2,203001,123,2,,,,0
124,1,204001,124,3,204021,124,2,,,,,,,0
124,2,203000,124,2,203001,124,1,203002,124,1,,,,0
124,3,203000,124,2,203001,124,2,203002,124,2,,,,0
125,1,204011,125,2,,,,,,,,,,0
125,2,203000,125,2,203002,125,1,203003,125,1,,,,0
125,3,203000,125,2,203002,125,1,203003,125,1,,,,0
126,1,204011,126,4,,,,,,,,,,0
126,2,203001,126,1,203002,126,1,204001,126,2,,,,0
126,3,203001,126,3,203002,126,2,,,,,,,0
127,1,204001,127,3,,,,,,,,,,0
127,2,203004,127,1,203005,127,1,,,,,,,0
127,3,203004,127,1,203005,127,1,204001,127,2,,,,0
128,1,204001,128,4,,,,,,,,,,0
128,2,203004,128,2,204002,128,1,,,,,,,0
128,3,204001,128,2,203004,128,2,204002,128,1,,,,0
129,1,204021,129,2,,,,,,,,,,0
129,2,203005,129,1,204002,129,2,,,,,,,0
129,3,204021,129,2,203005,129,2,204002,129,1,,,,0
130,1,204021,130,4,,,,,,,,,,0
130,2,203005,130,1,,,,,,,,,,0
130,3,203002,130,1,203003,130,1,203006,130,1,,,,1
131,1,204001,131,3,204011,131,1,204021,131,1,,,,0
131,2,203000,131,3,203001,131,1,203004,131,1,,,,0
131,3,203000,131,3,203001,131,1,204021,131,1,,,,0
132,1,204021,132,4,,,,,,,,,,0
132,2,203002,132,1,203003,132,2,,,,,,,0
132,3,203002,132,1,203003,132,1,204021,132,1,,,,0
133,1,202000,133,2,202001,133,1,,,,,,,0
133,2,203003,133,2,203005,133,1,,,,,,,0
133,3,202000,133,2,203002,133,1,203006,133,1,,,,0
134,1,202000,134,2,202002,134,2,,,,,,,0
134,2,203000,134,2,203001,134,1,203002,134,1,,,,0
134,3,203001,134,3,203002,134,2,,,,,,,0
135,1,203004,135,1,,,,,,,,,,0
135,2,203004,135,2,,,,,,,,,,0
135,3,203004,135,2,203005,135,1,203003,135,1,,,,0
136,1,203002,136,2,203004,136,1,,,,,,,0
136,2,203001,136,2,203004,136,1,,,,,,,0
136,3,203001,136,1,203004,136,2,203003,136,1,,,,0
137,1,203001,137,2,203004,137,1,,,,,,,0
137,2,203003,137,1,203005,137,1,,,,,,,0
137,3,203001,137,1,203003,137,2,203005,137,1,,,,0
138,1,203000,138,2,203002,138,1,,,,,,,0
138,2,203003,138,1,203006,138,1,,,,,,,0
138,3,203003,138,2,203006,138,1,,,,,,,0
139,1,203001,139,2,203002,139,1,,,,,,,0
139,2,203003,139,2,203004,139,1,,,,,,,0
139,3,203004,139,1,203006,139,1,,,,,,,0
140,1,204001,140,5,,,,,,,,,,0
140,2,204011,140,3,203005,140,1,,,,,,,0
140,3,203005,140,1,203006,140,1,,,,,,,1
141,1,203000,141,4,,,,,,,,,,0
141,2,203000,141,5,,,,,,,,,,0
141,3,203000,141,4,203004,141,2,,,,,,,0
142,1,203000,142,2,203001,142,1,,,,,,,0
142,2,203002,142,1,203005,142,1,,,,,,,0
142,3,203000,142,1,203002,142,1,203003,142,1,203005,142,1,0
143,1,203005,143,1,,,,,,,,,,0
143,2,203003,143,1,203004,143,1,,,,,,,0
143,3,203001,143,2,203004,143,1,203006,143,1,,,,0
144,1,203000,144,1,203001,144,1,203002,144,1,,,,0
144,2,203000,144,1,203001,144,1,203002,144,1,203003,144,1,0
144,3,203002,144,1,203003,144,1,203005,144,1,,,,0
145,1,203000,145,1,203002,145,1,,,,,,,0
145,2,203004,145,2,,,,,,,,,,0
145,3,203003,145,1,203005,145,1,203006,145,1,,,,1
146,1,203001,146,1,203002,146,1,204001,146,2,,,,0
146,2,203001,146,1,203004,146,1,,,,,,,0
146,3,203001,146,1,203004,146,1,203002,146,2,,,,0
147,1,203004,147,1,203005,147,1,,,,,,,0
147,2,203006,147,1,,,,,,,,,,0
147,3,203005,147,1,203006,147,1,,,,,,,0
148,1,203004,148,1,204002,148,1,,,,,,,0
148,2,203003,148,2,203002,148,1,,,,,,,0
148,3,203003,148,1,203004,148,1,203005,148,1,,,,0
149,1,203000,149,2,203001,149,1,,,,,,,0
149,2,203000,149,1,203001,149,2,,,,,,,0
149,3,203001,149,3,203006,149,1,,,,,,,0
150,1,204002,150,2,,,,,,,,,,0
150,2,203006,150,1,,,,,,,,,,0
150,3,203005,150,1,203007,150,1,,,,,,,1
151,1,204013,151,5,,,,,,,,,,0
151,2,204013,151,5,,,,,,,,,,0
151,3,204013,151,5,,,,,,,,,,0
152,1,204013,152,3,,,,,,,,,,0
152,2,205000,152,4,,,,,,,,,,0
152,3,205000,152,4,,,,,,,,,,0
153,1,204013,153,4,,,,,,,,,,0
153,2,205000,153,4,,,,,,,,,,0
153,3,205000,153,4,,,,,,,,,,0
154,1,204013,154,4,,,,,,,,,,0
154,2,205000,154,4,,,,,,,,,,0
154,3,205000,154,4,,,,,,,,,,0
155,1,205000,155,2,,,,,,,,,,0
155,2,204003,155,3,204013,155,2,,,,,,,0
155,3,205000,155,3,205003,155,1,,,,,,,1
156,1,204003,156,3,,,,,,,,,,0
156,2,205000,156,5,,,,,,,,,,0
156,3,205000,156,1,,,,,,,,,,0
157,1,204003,157,4,,,,,,,,,,0
157,2,205000,157,4,,,,,,,,,,0
157,3,205000,157,4,,,,,,,,,,0
158,1,204003,158,4,,,,,,,,,,0
158,2,205000,158,5,,,,,,,,,,0
158,3,204003,158,4,,,,,,,,,,0
159,1,204023,159,3,,,,,,,,,,0
159,2,205000,159,5,,,,,,,,,,0
159,3,204023,159,3,,,,,,,,,,0
160,1,204023,160,3,,,,,,,,,,0
160,2,204023,160,2,205000,160,2,,,,,,,0
160,3,205000,160,2,205003,160,1,,,,,,,1
161,1,205000,161,2,,,,,,,,,,0
161,2,205000,161,1,205003,161,1,,,,,,,0
161,3,205000,161,3,,,,,,,,,,0
162,1,205000,162,3,,,,,,,,,,0
162,2,205000,162,2,,,,,,,,,,0
162,3,205000,162,2,205003,162,1,,,,,,,0
163,1,204003,163,4,,,,,,,,,,0
163,2,205000,163,1,205003,163,1,,,,,,,0
163,3,205000,163,4,,,,,,,,,,0
164,1,204003,164,5,,,,,,,,,,0
164,2,204013,164,4,205000,164,1,,,,,,,0
164,3,204023,164,2,205000,164,2,,,,,,,0
165,1,205003,165,1,,,,,,,,,,0
165,2,205000,165,3,,,,,,,,,,0
165,3,205003,165,1,,,,,,,,,,0
166,1,204013,166,2,205000,166,3,,,,,,,0
166,2,204013,166,3,204023,166,3,,,,,,,0
166,3,205000,166,1,,,,,,,,,,0
167,1,205000,167,2,,,,,,,,,,0
167,2,205000,167,3,,,,,,,,,,0
167,3,205000,167,2,205003,167,1,,,,,,,0
168,1,204003,168,3,,,,,,,,,,0
168,2,205000,168,1,204013,168,2,,,,,,,0
168,3,205000,168,4,,,,,,,,,,0
169,1,204003,169,2,205003,169,1,,,,,,,0
169,2,205000,169,3,,,,,,,,,,0
169,3,204003,169,2,204013,169,2,204023,169,1,,,,0
170,1,204003,170,2,204013,170,1,204023,170,1,,,,0
170,2,205000,170,2,,,,,,,,,,0
170,3,204000,170,2,204010,170,1,205003,170,1,,,,1
171,1,204000,171,3,204020,171,2,,,,,,,0
171,2,204010,171,5,,,,,,,,,,0
171,3,204000,171,3,204020,171,2,,,,,,,0
172,1,204000,172,1,204001,172,1,204002,172,1,204004,172,1,0
172,2,204002,172,2,204004,172,2,,,,,,,0
172,3,205000,172,2,205003,172,1,,,,,,,0
173,1,205000,173,4,,,,,,,,,,0
173,2,205000,173,4,,,,,,,,,,0
173,3,205000,173,5,,,,,,,,,,0
174,1,204014,174,2,205000,174,2,,,,,,,0
174,2,204014,174,2,204024,174,3,,,,,,,0
174,3,205003,174,1,,,,,,,,,,0
175,1,204014,175,3,,,,,,,,,,0
175,2,205000,175,4,,,,,,,,,,0
175,3,204024,175,3,,,,,,,,,,0
176,1,204002,176,3,,,,,,,,,,0
176,2,205000,176,1,205003,176,1,,,,,,,0
176,3,205000,176,3,,,,,,,,,,0
177,1,204002,177,5,,,,,,,,,,0
177,2,204012,177,4,205000,177,1,,,,,,,0
177,3,204022,177,2,205000,177,2,,,,,,,0
178,1,204012,178,2,205000,178,3,,,,,,,0
178,2,204012,178,3,204022,178,3,,,,,,,0
178,3,205000,178,1,,,,,,,,,,0
179,1,204002,179,2,205003,179,1,,,,,,,0
179,2,205000,179,2,,,,,,,,,,0
