id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,is_boss,reward,cost_ap,turn_limit
19,3,201001,5,2,201002,5,3,,,,,,,0,0,5,100
19,4,201001,5,2,201002,5,3,,,,,,,0,0,5,100
19,5,201001,5,2,201002,5,3,,,,,,,0,0,5,100
19,6,201002,5,1,201004,5,2,,,,,,,0,0,5,100
19,7,201001,5,2,201002,5,3,,,,,,,0,19,5,100
20,1,201000,4,2,201001,4,1,,,,,,,0,0,5,100
20,2,204000,5,3,,,,,,,,,,0,0,5,100
20,3,201000,5,2,201001,5,1,,,,,,,0,0,5,100
20,4,201000,5,2,201001,5,1,,,,,,,0,0,5,100
20,5,204000,5,3,,,,,,,,,,0,0,5,100
20,6,201003,5,3,201004,5,1,201005,5,1,,,,1,20,5,100
21,1,204020,5,3,,,,,,,,,,0,0,5,100
21,2,202000,6,4,,,,,,,,,,0,0,5,100
21,3,202000,6,4,,,,,,,,,,0,0,5,100
21,4,202000,6,4,,,,,,,,,,0,0,5,100
21,5,202000,6,4,,,,,,,,,,0,21,5,100
22,1,204020,5,4,,,,,,,,,,0,0,5,100
22,2,202000,6,2,202001,6,2,,,,,,,0,0,5,100
22,3,202000,6,2,202001,6,2,,,,,,,0,0,5,100
22,4,202000,6,2,202001,6,2,,,,,,,0,0,5,100
22,5,202000,6,2,202001,6,2,,,,,,,0,0,5,100
22,6,202000,6,2,202001,6,2,,,,,,,0,22,5,100
23,1,204000,5,2,204010,5,3,,,,,,,0,0,5,100
23,2,202001,6,5,,,,,,,,,,0,0,5,100
23,3,204000,6,2,204010,6,3,,,,,,,0,0,5,100
23,4,202001,6,5,,,,,,,,,,0,0,5,100
23,5,202001,6,5,,,,,,,,,,0,0,5,100
23,6,202001,6,5,,,,,,,,,,0,23,5,100
24,1,204000,5,3,204020,5,2,,,,,,,0,0,5,100
24,2,202000,6,1,202001,6,1,202002,6,3,,,,0,0,5,100
24,3,202000,6,1,202001,6,1,202002,6,3,,,,0,0,5,100
24,4,202000,6,1,202001,6,1,202002,6,3,,,,0,0,5,100
24,5,204000,6,3,204020,6,2,,,,,,,0,0,5,100
24,6,202000,6,1,202001,6,1,202002,6,3,,,,0,0,5,100
24,7,202000,6,1,202001,6,1,202002,6,3,,,,0,24,5,100
25,1,204010,6,3,,,,,,,,,,0,0,5,100
25,2,202000,7,1,202002,7,3,202003,7,1,,,,0,0,5,100
25,3,204010,7,3,,,,,,,,,,0,0,5,100
25,4,202000,7,1,202002,7,3,202003,7,1,,,,0,0,5,100
25,5,202000,7,1,202002,7,3,202003,7,1,,,,0,0,5,100
25,6,201001,7,1,201002,7,1,201004,7,2,201005,7,1,0,25,5,100
26,1,204010,6,4,,,,,,,,,,0,0,5,100
26,2,202001,7,1,202002,7,2,204000,7,2,,,,0,0,5,100
26,3,202001,7,1,202002,7,2,204000,7,2,,,,0,0,5,100
26,4,204010,7,4,,,,,,,,,,0,0,5,100
26,5,202001,7,1,202002,7,2,204000,7,2,,,,0,26,5,100
27,1,204000,6,3,,,,,,,,,,0,0,5,100
27,2,202004,7,1,202005,7,2,,,,,,,0,0,5,100
27,3,202004,7,1,202005,7,2,,,,,,,0,0,5,100
27,4,204000,7,3,,,,,,,,,,0,0,5,100
27,5,202004,7,1,202005,7,2,,,,,,,0,0,5,100
27,6,202004,7,1,202005,7,2,,,,,,,0,27,5,100
28,1,204000,6,4,,,,,,,,,,0,0,5,100
28,2,202004,7,2,204001,7,3,,,,,,,0,0,5,100
28,3,204000,7,4,,,,,,,,,,0,0,5,100
28,4,202004,7,2,204001,7,3,,,,,,,0,0,5,100
28,5,202004,7,2,204001,7,3,,,,,,,0,0,5,100
28,6,202004,7,2,204001,7,3,,,,,,,0,28,5,100
29,1,204020,7,3,,,,,,,,,,0,0,5,100
29,2,202005,8,2,204001,8,3,,,,,,,0,0,5,100
29,3,204020,8,3,,,,,,,,,,0,0,5,100
29,4,204020,8,3,,,,,,,,,,0,0,5,100
29,5,202005,8,2,204001,8,3,,,,,,,0,0,5,100
29,6,202005,8,2,204001,8,3,,,,,,,0,0,5,100
29,7,202005,8,2,204001,8,3,,,,,,,0,29,5,100
30,1,204020,7,4,,,,,,,,,,0,0,5,100
30,2,202006,8,2,204001,8,3,,,,,,,0,0,5,100
30,3,202006,8,2,204001,8,3,,,,,,,0,0,5,100
30,4,202006,8,2,204001,8,3,,,,,,,0,0,5,100
30,5,202006,8,2,204001,8,3,,,,,,,0,0,5,100
30,6,202002,8,4,202003,8,1,202005,8,1,,,,1,30,5,100
31,1,204000,7,2,204010,7,3,,,,,,,0,0,5,100
31,2,202000,8,2,202001,8,1,202004,8,2,,,,0,0,5,100
31,3,204000,8,2,204010,8,3,,,,,,,0,0,5,100
31,4,202000,8,2,202001,8,1,202004,8,2,,,,0,0,5,100
31,5,202000,8,2,202001,8,1,202004,8,2,,,,0,31,5,100
32,1,204020,7,4,,,,,,,,,,0,0,5,100
32,2,202002,8,1,202003,8,1,202005,8,2,,,,0,0,5,100
32,3,202002,8,1,202003,8,1,202005,8,2,,,,0,0,5,100
32,4,202002,8,1,202003,8,1,202005,8,2,,,,0,0,5,100
32,5,202002,8,1,202003,8,1,202005,8,2,,,,0,0,5,100
32,6,202002,8,1,202003,8,1,202005,8,2,,,,0,32,5,100
33,1,201000,8,3,201001,8,1,,,,,,,0,0,5,100
33,2,202003,9,1,202004,9,1,202006,9,2,,,,0,0,5,100
33,3,201000,9,3,201001,9,1,,,,,,,0,0,5,100
33,4,202003,9,1,202004,9,1,202006,9,2,,,,0,0,5,100
33,5,201000,9,3,201001,9,1,,,,,,,0,0,5,100
33,6,202003,9,1,202004,9,1,202006,9,2,,,,0,33,5,100
34,1,201000,8,1,201002,8,3,,,,,,,0,0,5,100
34,2,202000,9,2,202001,9,1,202002,9,1,202003,9,1,0,0,5,100
34,3,202000,9,2,202001,9,1,202002,9,1,202003,9,1,0,0,5,100
34,4,201000,9,1,201002,9,3,,,,,,,0,0,5,100
34,5,201000,9,1,201002,9,3,,,,,,,0,0,5,100
34,6,202000,9,2,202001,9,1,202002,9,1,202003,9,1,0,0,5,100
34,7,202000,9,2,202001,9,1,202002,9,1,202003,9,1,0,34,5,100
35,1,201001,8,1,201004,8,3,,,,,,,0,0,5,100
35,2,202003,9,3,,,,,,,,,,0,0,5,100
35,3,202003,9,3,,,,,,,,,,0,0,5,100
35,4,202003,9,3,,,,,,,,,,0,0,5,100
35,5,202003,9,3,,,,,,,,,,0,0,5,100
35,6,202000,9,2,202001,9,1,202002,9,2,202003,9,1,0,35,5,100
36,1,201002,8,1,201004,8,3,,,,,,,0,0,5,100
36,2,202001,9,4,202004,9,1,,,,,,,0,0,5,100
36,3,202001,9,4,202004,9,1,,,,,,,0,0,5,100
36,4,202001,9,4,202004,9,1,,,,,,,0,0,5,100
36,5,202001,9,4,202004,9,1,,,,,,,0,36,5,100
37,1,201001,9,2,201004,9,2,,,,,,,0,0,5,100
37,2,202005,10,3,202006,10,1,,,,,,,0,0,5,100
37,3,202005,10,3,202006,10,1,,,,,,,0,0,5,100
37,4,202005,10,3,202006,10,1,,,,,,,0,0,5,100
37,5,201001,10,2,201004,10,2,,,,,,,0,0,5,100
37,6,202005,10,3,202006,10,1,,,,,,,0,37,5,100
38,1,201000,9,2,201002,9,3,,,,,,,0,0,5,100
38,2,202003,10,2,202005,10,3,,,,,,,0,0,5,100
38,3,202003,10,2,202005,10,3,,,,,,,0,0,5,100
38,4,202003,10,2,202005,10,3,,,,,,,0,0,5,100
38,5,202003,10,2,202005,10,3,,,,,,,0,0,5,100
38,6,202003,10,2,202005,10,3,,,,,,,0,38,5,100
39,1,201001,9,2,201002,9,3,,,,,,,0,0,5,100
39,2,202003,10,2,202004,10,1,202005,10,2,,,,0,0,5,100
39,3,201001,10,2,201002,10,3,,,,,,,0,0,5,100
39,4,201001,10,2,201002,10,3,,,,,,,0,0,5,100
39,5,201001,10,2,201002,10,3,,,,,,,0,0,5,100
39,6,202003,10,2,202004,10,1,202005,10,2,,,,0,0,5,100
39,7,202003,10,2,202004,10,1,202005,10,2,,,,0,39,5,100
40,1,204000,9,3,,,,,,,,,,0,0,5,100
40,2,202001,10,2,202005,10,2,202006,10,2,,,,0,0,5,100
40,3,202001,10,2,202005,10,2,202006,10,2,,,,0,0,5,100
40,4,204000,10,3,,,,,,,,,,0,0,5,100
40,5,202001,10,2,202005,10,2,202006,10,2,,,,0,0,5,100
40,6,202004,10,2,202005,10,3,202006,10,1,,,,1,40,5,100
41,1,202000,10,4,,,,,,,,,,0,0,5,100
41,2,202000,11,2,202001,11,1,202004,11,2,,,,0,0,5,100
41,3,202000,11,2,202001,11,1,202004,11,2,,,,0,0,5,100
41,4,202000,11,2,202001,11,1,202004,11,2,,,,0,0,5,100
41,5,202000,11,2,202001,11,1,202004,11,2,,,,0,41,5,100
42,1,202000,10,2,202001,10,2,,,,,,,0,0,5,100
42,2,202002,11,1,202003,11,1,202005,11,2,,,,0,0,5,100
42,3,202000,11,2,202001,11,2,,,,,,,0,0,5,100
42,4,202002,11,1,202003,11,1,202005,11,2,,,,0,0,5,100
42,5,202000,11,2,202001,11,2,,,,,,,0,0,5,100
42,6,202002,11,1,202003,11,1,202005,11,2,,,,0,42,5,100
43,1,202001,10,5,,,,,,,,,,0,0,5,100
43,2,202003,11,1,202004,11,1,202006,11,2,,,,0,0,5,100
43,3,202001,11,5,,,,,,,,,,0,0,5,100
43,4,202001,11,5,,,,,,,,,,0,0,5,100
43,5,202003,11,1,202004,11,1,202006,11,2,,,,0,0,5,100
43,6,202003,11,1,202004,11,1,202006,11,2,,,,0,0,5,100
43,7,202003,11,1,202004,11,1,202006,11,2,,,,0,43,5,100
44,1,202000,10,1,202001,10,1,202002,10,3,,,,0,0,5,100
44,2,202000,11,2,202001,11,1,202002,11,1,202003,11,1,0,0,5,100
44,3,202000,11,1,202001,11,1,202002,11,3,,,,0,0,5,100
44,4,202000,11,2,202001,11,1,202002,11,1,202003,11,1,0,0,5,100
44,5,202000,11,2,202001,11,1,202002,11,1,202003,11,1,0,0,5,100
44,6,202000,11,2,202001,11,1,202002,11,1,202003,11,1,0,44,5,100
45,1,202000,11,1,202002,11,3,202003,11,1,,,,0,0,5,100
45,2,202003,12,3,,,,,,,,,,0,0,5,100
45,3,202003,12,3,,,,,,,,,,0,0,5,100
45,4,202003,12,3,,,,,,,,,,0,0,5,100
45,5,202003,12,3,,,,,,,,,,0,0,5,100
45,6,202004,12,2,202005,12,3,202006,12,1,,,,0,45,5,100
46,1,202001,11,1,202002,11,2,204000,11,2,,,,0,0,5,100
46,2,202001,12,4,202004,12,1,,,,,,,0,0,5,100
46,3,202001,12,4,202004,12,1,,,,,,,0,0,5,100
46,4,202001,12,1,202002,12,2,204000,12,2,,,,0,0,5,100
46,5,202001,12,4,202004,12,1,,,,,,,0,46,5,100
47,1,202004,11,1,202005,11,2,,,,,,,0,0,5,100
47,2,202005,12,3,202006,12,1,,,,,,,0,0,5,100
47,3,202004,12,1,202005,12,2,,,,,,,0,0,5,100
47,4,202005,12,3,202006,12,1,,,,,,,0,0,5,100
47,5,202005,12,3,202006,12,1,,,,,,,0,0,5,100
47,6,202005,12,3,202006,12,1,,,,,,,0,47,5,100
48,1,202004,11,2,204001,11,3,,,,,,,0,0,5,100
48,2,202003,12,2,202005,12,3,,,,,,,0,0,5,100
48,3,202003,12,2,202005,12,3,,,,,,,0,0,5,100
48,4,202003,12,2,202005,12,3,,,,,,,0,0,5,100
48,5,202003,12,2,202005,12,3,,,,,,,0,0,5,100
48,6,202003,12,2,202005,12,3,,,,,,,0,48,5,100
49,1,202005,12,2,204001,12,3,,,,,,,0,0,5,100
49,2,202003,13,2,202004,13,1,202005,13,2,,,,0,0,5,100
49,3,202003,13,2,202004,13,1,202005,13,2,,,,0,0,5,100
49,4,202005,13,2,204001,13,3,,,,,,,0,0,5,100
49,5,202003,13,2,202004,13,1,202005,13,2,,,,0,0,5,100
49,6,202003,13,2,202004,13,1,202005,13,2,,,,0,0,5,100
49,7,202003,13,2,202004,13,1,202005,13,2,,,,0,49,5,100
50,1,202006,12,2,204001,12,3,,,,,,,0,0,5,100
50,2,202001,13,2,202005,13,2,202006,13,2,,,,0,0,5,100
50,3,202001,13,2,202005,13,2,202006,13,2,,,,0,0,5,100
50,4,202001,13,2,202005,13,2,202006,13,2,,,,0,0,5,100
50,5,202001,13,2,202005,13,2,202006,13,2,,,,0,0,5,100
50,6,202002,13,2,202005,13,1,202006,13,1,202007,13,1,1,50,5,100
51,1,204011,3,3,,,,,,,,,,0,0,5,100
51,2,204011,4,4,,,,,,,,,,0,0,5,100
51,3,204011,4,3,,,,,,,,,,0,0,5,100
51,4,204011,4,4,,,,,,,,,,0,0,5,100
51,5,204011,4,4,,,,,,,,,,0,51,5,100
52,1,204011,3,3,,,,,,,,,,0,0,5,100
52,2,203000,3,3,,,,,,,,,,0,0,5,100
52,3,203000,4,4,,,,,,,,,,0,0,5,100
52,4,203000,4,3,,,,,,,,,,0,0,5,100
52,5,203000,4,4,,,,,,,,,,0,0,5,100
52,6,203000,4,4,,,,,,,,,,0,52,5,100
53,1,204011,3,4,,,,,,,,,,0,0,5,100
53,2,203000,4,4,,,,,,,,,,0,0,5,100
53,3,203000,4,4,,,,,,,,,,0,0,5,100
53,4,203000,4,4,,,,,,,,,,0,0,5,100
53,5,203000,4,4,,,,,,,,,,0,0,5,100
53,6,203000,4,4,,,,,,,,,,0,53,5,100
54,1,204011,4,4,,,,,,,,,,0,0,5,100
54,2,203000,5,2,203001,5,2,,,,,,,0,0,5,100
54,3,204011,5,4,,,,,,,,,,0,0,5,100
54,4,204011,5,4,,,,,,,,,,0,0,5,100
54,5,204011,5,4,,,,,,,,,,0,0,5,100
54,6,204011,5,4,,,,,,,,,,0,0,5,100
54,7,203000,5,2,203001,5,2,,,,,,,0,54,5,100
55,1,204001,4,3,,,,,,,,,,0,0,5,100
55,2,203000,5,2,203001,5,2,,,,,,,0,0,5,100
55,3,203000,5,2,203001,5,2,,,,,,,0,0,5,100
55,4,204001,5,3,,,,,,,,,,0,0,5,100
55,5,204001,5,3,,,,,,,,,,0,0,5,100
55,6,203002,5,4,203003,5,1,203005,5,1,,,,0,55,5,100
56,1,204001,4,3,,,,,,,,,,0,0,5,100
56,2,203001,5,5,,,,,,,,,,0,0,5,100
56,3,203001,5,5,,,,,,,,,,0,0,5,100
56,4,203001,5,5,,,,,,,,,,0,0,5,100
56,5,203001,5,5,,,,,,,,,,0,56,5,100
57,1,204001,5,4,,,,,,,,,,0,0,5,100
57,2,203001,6,5,,,,,,,,,,0,0,5,100
57,3,204001,6,4,,,,,,,,,,0,0,5,100
57,4,203001,6,5,,,,,,,,,,0,0,5,100
57,5,204001,6,4,,,,,,,,,,0,0,5,100
57,6,203001,6,5,,,,,,,,,,0,57,5,100
58,1,204001,5,4,,,,,,,,,,0,0,5,100
58,2,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
58,3,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
58,4,204001,6,4,,,,,,,,,,0,0,5,100
58,5,204001,6,4,,,,,,,,,,0,0,5,100
58,6,203000,6,1,203001,6,1,203002,6,3,,,,0,58,5,100
59,1,204021,5,3,,,,,,,,,,0,0,5,100
59,2,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
59,3,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
59,4,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
59,5,203000,6,1,203001,6,1,203002,6,3,,,,0,0,5,100
59,6,204021,6,3,,,,,,,,,,0,0,5,100
59,7,203000,6,1,203001,6,1,203002,6,3,,,,0,59,5,100
60,1,204021,6,3,,,,,,,,,,0,0,5,100
60,2,203000,7,1,203002,7,3,203003,7,1,,,,0,0,5,100
60,3,203000,7,1,203002,7,3,203003,7,1,,,,0,0,5,100
60,4,203000,7,1,203002,7,3,203003,7,1,,,,0,0,5,100
60,5,203000,7,1,203002,7,3,203003,7,1,,,,0,0,5,100
60,6,203000,7,2,203001,7,1,203002,7,2,203003,7,1,1,60,5,100
61,1,203000,6,4,,,,,,,,,,0,0,5,100
61,2,203000,7,2,203001,7,1,203004,7,2,,,,0,0,5,100
61,3,203000,7,4,,,,,,,,,,0,0,5,100
61,4,203000,7,2,203001,7,1,203004,7,2,,,,0,0,5,100
61,5,203000,7,2,203001,7,1,203004,7,2,,,,0,61,5,100
62,1,203000,6,2,203001,6,2,,,,,,,0,0,5,100
62,2,203000,7,2,203001,7,1,203004,7,2,,,,0,0,5,100
62,3,203000,7,2,203001,7,2,,,,,,,0,0,5,100
62,4,203000,7,2,203001,7,1,203004,7,2,,,,0,0,5,100
62,5,203000,7,2,203001,7,2,,,,,,,0,0,5,100
62,6,203000,7,2,203001,7,1,203004,7,2,,,,0,62,5,100
63,1,203001,7,5,,,,,,,,,,0,0,5,100
63,2,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
63,3,203001,8,5,,,,,,,,,,0,0,5,100
63,4,203001,8,5,,,,,,,,,,0,0,5,100
63,5,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
63,6,203002,8,1,203003,8,1,203005,8,2,,,,0,63,5,100
64,1,203000,7,1,203001,7,1,203002,7,3,,,,0,0,5,100
64,2,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
64,3,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
64,4,203000,8,1,203001,8,1,203002,8,3,,,,0,0,5,100
64,5,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
64,6,203002,8,1,203003,8,1,203005,8,2,,,,0,0,5,100
64,7,203002,8,1,203003,8,1,203005,8,2,,,,0,64,5,100
65,1,203000,7,1,203002,7,3,203003,7,1,,,,0,0,5,100
65,2,203003,8,1,203004,8,1,203006,8,2,,,,0,0,5,100
65,3,203000,8,1,203002,8,3,203003,8,1,,,,0,0,5,100
65,4,203003,8,1,203004,8,1,203006,8,2,,,,0,0,5,100
65,5,203003,8,1,203004,8,1,203006,8,2,,,,0,0,5,100
65,6,203004,8,2,203005,8,3,203006,8,1,,,,0,65,5,100
66,1,203001,8,1,203002,8,2,204000,8,2,,,,0,0,5,100
66,2,203003,9,1,203004,9,1,203006,9,2,,,,0,0,5,100
66,3,203001,9,1,203002,9,2,204000,9,2,,,,0,0,5,100
66,4,203003,9,1,203004,9,1,203006,9,2,,,,0,0,5,100
66,5,203003,9,1,203004,9,1,203006,9,2,,,,0,66,5,100
67,1,203004,8,1,203005,8,2,,,,,,,0,0,5,100
67,2,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
67,3,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
67,4,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
67,5,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
67,6,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,67,5,100
68,1,203004,8,2,204001,8,3,,,,,,,0,0,5,100
68,2,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
68,3,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
68,4,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,0,5,100
68,5,203004,9,2,204001,9,3,,,,,,,0,0,5,100
68,6,203000,9,2,203001,9,1,203002,9,1,203003,9,1,0,68,5,100
69,1,203005,9,2,204001,9,3,,,,,,,0,0,5,100
69,2,203003,10,3,,,,,,,,,,0,0,5,100
69,3,203005,10,2,204001,10,3,,,,,,,0,0,5,100
69,4,203005,10,2,204001,10,3,,,,,,,0,0,5,100
69,5,203005,10,2,204001,10,3,,,,,,,0,0,5,100
69,6,203003,10,3,,,,,,,,,,0,0,5,100
69,7,203003,10,3,,,,,,,,,,0,69,5,100
70,1,203006,9,2,204001,9,3,,,,,,,0,0,5,100
70,2,203003,10,3,,,,,,,,,,0,0,5,100
70,3,203003,10,3,,,,,,,,,,0,0,5,100
70,4,203006,10,2,204001,10,3,,,,,,,0,0,5,100
70,5,203003,10,3,,,,,,,,,,0,0,5,100
70,6,203000,10,2,203001,10,1,203002,10,2,203003,10,1,1,70,5,100
71,1,203000,9,4,,,,,,,,,,0,0,5,100
71,2,203001,10,4,203004,10,1,,,,,,,0,0,5,100
71,3,203000,10,4,,,,,,,,,,0,0,5,100
71,4,203001,10,4,203004,10,1,,,,,,,0,0,5,100
71,5,203001,10,4,203004,10,1,,,,,,,0,71,5,100
72,1,203000,10,2,203001,10,2,,,,,,,0,0,5,100
72,2,203001,11,4,203004,11,1,,,,,,,0,0,5,100
72,3,203001,11,4,203004,11,1,,,,,,,0,0,5,100
72,4,203001,11,4,203004,11,1,,,,,,,0,0,5,100
